Sample	Bacteria	Eukaryota	Viruses	Archaea	Unclassified
MUX5288.WHH4840.unmapped-both-read-and-mate	61.0	418.0	nan	nan	3752.0
MUX5288.WHH4844.unmapped-both-read-and-mate	23.0	400.0	3.0	1.0	4027.0
MUX5288.WHH4847.unmapped-both-read-and-mate	34.0	334.0	2.0	nan	4109.0
MUX5288.WHH4849.unmapped-both-read-and-mate	218.0	391.0	1.0	nan	3776.0
MUX5289.WHH4851.unmapped-both-read-and-mate	31.0	408.0	nan	nan	5089.0
MUX5289.WHH4852.unmapped-both-read-and-mate	7.0	404.0	5.0	nan	4483.0
MUX5289.WHH4853.unmapped-both-read-and-mate	31.0	462.0	nan	nan	5025.0
MUX5289.WHH4854.unmapped-both-read-and-mate	871.0	584.0	2.0	1.0	10107.0
MUX5289.WHH4855.unmapped-both-read-and-mate	17.0	523.0	1.0	nan	5163.0
MUX5289.WHH4856.unmapped-both-read-and-mate	344.0	550.0	4.0	nan	6025.0
MUX5289.WHH4857.unmapped-both-read-and-mate	22.0	569.0	nan	nan	5588.0
MUX5289.WHH4859.unmapped-both-read-and-mate	50.0	425.0	1.0	nan	4360.0
MUX5289.WHH4863.unmapped-both-read-and-mate	25.0	560.0	1.0	nan	5594.0
MUX5295.WHH4867.unmapped-both-read-and-mate	36.0	449.0	nan	nan	3386.0
MUX5295.WHH4868.unmapped-both-read-and-mate	34.0	411.0	nan	nan	3680.0
MUX5295.WHH4869.unmapped-both-read-and-mate	27.0	401.0	1.0	nan	3619.0
MUX5295.WHH4870.unmapped-both-read-and-mate	49.0	387.0	1.0	nan	4163.0
MUX5295.WHH4871.unmapped-both-read-and-mate	37.0	478.0	nan	nan	4269.0
MUX5295.WHH4874.unmapped-both-read-and-mate	41.0	345.0	8.0	nan	3257.0
MUX5295.WHH4876.unmapped-both-read-and-mate	48.0	441.0	nan	nan	3524.0
MUX5295.WHH4877.unmapped-both-read-and-mate	39.0	466.0	3.0	nan	3597.0
MUX5295.WHH4879.unmapped-both-read-and-mate	73.0	400.0	nan	nan	3385.0
MUX5295.WHH4880.unmapped-both-read-and-mate	222.0	448.0	nan	nan	4209.0
MUX5296.WHH4881.unmapped-both-read-and-mate	24.0	516.0	237.0	nan	4746.0
MUX5296.WHH4883.unmapped-both-read-and-mate	353.0	442.0	2.0	nan	3919.0
MUX5296.WHH4884.unmapped-both-read-and-mate	124.0	463.0	2.0	nan	4254.0
MUX5296.WHH4886.unmapped-both-read-and-mate	84.0	424.0	nan	1.0	3743.0
MUX5296.WHH4887.unmapped-both-read-and-mate	21.0	449.0	nan	nan	3610.0
MUX5296.WHH4888.unmapped-both-read-and-mate	168.0	390.0	nan	nan	3534.0
MUX5296.WHH4890.unmapped-both-read-and-mate	223.0	424.0	nan	nan	4355.0
MUX5296.WHH4893.unmapped-both-read-and-mate	153.0	396.0	1.0	nan	3345.0
MUX5296.WHH4894.unmapped-both-read-and-mate	135.0	417.0	nan	nan	3506.0
MUX5296.WHH4896.unmapped-both-read-and-mate	226.0	429.0	2.0	nan	4139.0
MUX5297.WHH4898.unmapped-both-read-and-mate	176.0	364.0	nan	nan	3267.0
MUX5297.WHH4899.unmapped-both-read-and-mate	41.0	459.0	6.0	nan	3865.0
MUX5297.WHH4900.unmapped-both-read-and-mate	676.0	461.0	nan	nan	5809.0
MUX5297.WHH4901.unmapped-both-read-and-mate	358.0	386.0	nan	nan	4035.0
MUX5297.WHH4902.unmapped-both-read-and-mate	2599.0	477.0	nan	1.0	9326.0
MUX5297.WHH4903.unmapped-both-read-and-mate	1711.0	387.0	3.0	1.0	5984.0
MUX5297.WHH4904.unmapped-both-read-and-mate	2071.0	490.0	7.0	nan	8012.0
MUX5297.WHH4905.unmapped-both-read-and-mate	410.0	349.0	nan	nan	3650.0
MUX5297.WHH4907.unmapped-both-read-and-mate	3457.0	438.0	1.0	nan	9812.0
MUX5297.WHH4909.unmapped-both-read-and-mate	133.0	350.0	nan	nan	3249.0
MUX5298.WHH4910.unmapped-both-read-and-mate	332.0	364.0	2.0	nan	2785.0
MUX5298.WHH4911.unmapped-both-read-and-mate	27.0	336.0	nan	nan	3021.0
MUX5298.WHH4913.unmapped-both-read-and-mate	375.0	429.0	5.0	nan	3539.0
MUX5298.WHH4914.unmapped-both-read-and-mate	31.0	363.0	33.0	1.0	3081.0
MUX5298.WHH4915.unmapped-both-read-and-mate	34.0	389.0	nan	nan	3157.0
MUX5298.WHH4916.unmapped-both-read-and-mate	662.0	334.0	5.0	nan	3438.0
MUX5298.WHH4917.unmapped-both-read-and-mate	38.0	349.0	1.0	nan	3210.0
MUX5298.WHH4918.unmapped-both-read-and-mate	30.0	430.0	2.0	nan	3576.0
MUX5298.WHH4919.unmapped-both-read-and-mate	122.0	361.0	1.0	nan	3203.0
MUX5298.WHH4920.unmapped-both-read-and-mate	36.0	439.0	1.0	nan	3314.0
MUX5299.WHH4921.unmapped-both-read-and-mate	13.0	538.0	3.0	nan	7530.0
MUX5299.WHH4922.unmapped-both-read-and-mate	25.0	541.0	nan	nan	7759.0
MUX5299.WHH4925.unmapped-both-read-and-mate	583.0	471.0	nan	nan	7219.0
MUX5299.WHH4926.unmapped-both-read-and-mate	57.0	418.0	nan	nan	5265.0
MUX5299.WHH4927.unmapped-both-read-and-mate	19.0	463.0	nan	nan	5869.0
MUX5299.WHH4928.unmapped-both-read-and-mate	31.0	446.0	1.0	1.0	5733.0
MUX5299.WHH4929.unmapped-both-read-and-mate	39.0	502.0	2.0	nan	6421.0
MUX5299.WHH4930.unmapped-both-read-and-mate	72.0	483.0	1.0	nan	6748.0
MUX5299.WHH4932.unmapped-both-read-and-mate	17.0	474.0	3.0	nan	5898.0
MUX5299.WHH4933.unmapped-both-read-and-mate	17.0	462.0	1.0	nan	6204.0
MUX5300.WHH4935.unmapped-both-read-and-mate	124.0	515.0	nan	1.0	5609.0
MUX5300.WHH4938.unmapped-both-read-and-mate	1112.0	473.0	nan	nan	5541.0
MUX5300.WHH4939.unmapped-both-read-and-mate	47.0	423.0	nan	nan	5550.0
MUX5300.WHH4940.unmapped-both-read-and-mate	35.0	478.0	nan	nan	5374.0
MUX5300.WHH4941.unmapped-both-read-and-mate	57.0	511.0	1.0	nan	16706.0
MUX5300.WHH4942.unmapped-both-read-and-mate	27.0	413.0	2.0	nan	5760.0
MUX5300.WHH4943.unmapped-both-read-and-mate	31.0	430.0	1.0	nan	4747.0
MUX5300.WHH4944.unmapped-both-read-and-mate	49.0	524.0	3.0	nan	6308.0
MUX5300.WHH4945.unmapped-both-read-and-mate	25.0	473.0	1.0	nan	5434.0
MUX5301.WHB815.unmapped-both-read-and-mate	136.0	459.0	nan	nan	6523.0
MUX5301.WHB829.unmapped-both-read-and-mate	200.0	352.0	2.0	nan	4891.0
MUX5301.WHB838.unmapped-both-read-and-mate	98.0	439.0	nan	nan	5589.0
MUX5301.WHB841.unmapped-both-read-and-mate	68.0	436.0	1.0	nan	5384.0
MUX5301.WHB859.unmapped-both-read-and-mate	121.0	420.0	nan	nan	4945.0
MUX5301.WHB868.unmapped-both-read-and-mate	101.0	321.0	nan	nan	5768.0
MUX5301.WHB869.unmapped-both-read-and-mate	173.0	401.0	2.0	nan	5554.0
MUX5301.WHB870.unmapped-both-read-and-mate	143.0	302.0	2.0	nan	5160.0
MUX5301.WHH5001.unmapped-both-read-and-mate	37.0	476.0	3.0	nan	5185.0
MUX5301.WHH5002.unmapped-both-read-and-mate	71.0	567.0	10.0	nan	6288.0
MUX5302.WHH5009.unmapped-both-read-and-mate	46.0	438.0	4.0	nan	4922.0
MUX5302.WHH5010.unmapped-both-read-and-mate	425.0	427.0	6.0	nan	6034.0
MUX5302.WHH5011.unmapped-both-read-and-mate	69.0	387.0	nan	nan	5525.0
MUX5302.WHH5012.unmapped-both-read-and-mate	43.0	478.0	1.0	nan	4741.0
MUX5302.WHH5021.unmapped-both-read-and-mate	78.0	463.0	nan	nan	4710.0
MUX5302.WHH5023.unmapped-both-read-and-mate	76.0	483.0	5.0	nan	4386.0
MUX5302.WHH5028.unmapped-both-read-and-mate	450.0	424.0	nan	nan	4821.0
MUX5302.WHH5029.unmapped-both-read-and-mate	18.0	395.0	nan	nan	4553.0
MUX5302.WHH5030.unmapped-both-read-and-mate	40.0	428.0	nan	nan	4798.0
MUX5303.WHH5035.unmapped-both-read-and-mate	7517.0	854.0	nan	nan	31380.0
MUX5303.WHH5037.unmapped-both-read-and-mate	30.0	722.0	4.0	nan	14559.0
MUX5303.WHH5039.unmapped-both-read-and-mate	41.0	609.0	nan	nan	10485.0
MUX5303.WHH5040.unmapped-both-read-and-mate	43.0	688.0	nan	nan	12458.0
MUX5303.WHH5045.unmapped-both-read-and-mate	24.0	611.0	1.0	nan	11303.0
MUX5303.WHH5052.unmapped-both-read-and-mate	30.0	729.0	4.0	1.0	13086.0
MUX5303.WHH5057.unmapped-both-read-and-mate	68.0	621.0	nan	nan	11175.0
MUX5303.WHH5070.unmapped-both-read-and-mate	11346.0	842.0	nan	nan	43089.0
MUX5303.WHH5075.unmapped-both-read-and-mate	4985.0	595.0	2.0	nan	10587.0
MUX5304.WHH4813.unmapped-both-read-and-mate	49.0	585.0	nan	nan	9830.0
MUX5304.WHH4848.unmapped-both-read-and-mate	616.0	600.0	nan	1.0	10478.0
MUX5304.WHH4860.unmapped-both-read-and-mate	40.0	509.0	nan	nan	8442.0
MUX5304.WHH5077.unmapped-both-read-and-mate	3973.0	549.0	2.0	2.0	9154.0
MUX5304.WHH5083.unmapped-both-read-and-mate	2644.0	531.0	2.0	nan	8874.0
MUX5304.WHH5084.unmapped-both-read-and-mate	8396.0	492.0	nan	nan	9180.0
MUX5304.WHH5086.unmapped-both-read-and-mate	4379.0	533.0	nan	nan	9882.0
MUX5304.WHH5087.unmapped-both-read-and-mate	4552.0	569.0	2.0	nan	9098.0
MUX5304.WHH5149.unmapped-both-read-and-mate	40539.0	2042.0	5.0	1.0	158068.0
MUX5304.WHH5186.unmapped-both-read-and-mate	2225.0	572.0	1.0	nan	9571.0
MUX5305.WHH4865.unmapped-both-read-and-mate	990.0	540.0	nan	nan	10226.0
MUX5305.WHH4937.unmapped-both-read-and-mate	68.0	501.0	nan	nan	7957.0
MUX5305.WHH4947.unmapped-both-read-and-mate	22.0	479.0	nan	nan	8252.0
MUX5305.WHH4949.unmapped-both-read-and-mate	30.0	493.0	nan	nan	7443.0
MUX5306.WHH4950.unmapped-both-read-and-mate	80.0	547.0	3.0	nan	7699.0
MUX5306.WHH4951.unmapped-both-read-and-mate	50.0	408.0	nan	nan	5231.0
MUX5306.WHH4952.unmapped-both-read-and-mate	24.0	484.0	nan	nan	6362.0
MUX5306.WHH4953.unmapped-both-read-and-mate	29.0	458.0	nan	nan	7311.0
MUX5306.WHH4954.unmapped-both-read-and-mate	47.0	560.0	nan	1.0	8791.0
MUX5306.WHH4955.unmapped-both-read-and-mate	21.0	453.0	2.0	nan	6121.0
MUX5306.WHH4956.unmapped-both-read-and-mate	19.0	500.0	nan	1.0	6697.0
MUX5306.WHH4957.unmapped-both-read-and-mate	25.0	478.0	nan	nan	6658.0
MUX5306.WHH4958.unmapped-both-read-and-mate	37.0	511.0	nan	nan	7003.0
MUX5306.WHH4959.unmapped-both-read-and-mate	38.0	521.0	3.0	nan	6854.0
MUX5307.WHB583.unmapped-both-read-and-mate	400.0	739.0	4.0	nan	6457.0
MUX5307.WHB605.unmapped-both-read-and-mate	581.0	671.0	6.0	1.0	6030.0
MUX5308.WHB687.unmapped-both-read-and-mate	60.0	366.0	nan	nan	3680.0
MUX5308.WHB719.unmapped-both-read-and-mate	43.0	694.0	nan	1.0	6157.0
MUX5308.WHB738.unmapped-both-read-and-mate	67.0	320.0	nan	nan	3411.0
MUX5308.WHH4961.unmapped-both-read-and-mate	48.0	351.0	2.0	nan	3332.0
MUX5308.WHH4963.unmapped-both-read-and-mate	23.0	334.0	nan	nan	3312.0
MUX5308.WHH4964.unmapped-both-read-and-mate	20.0	389.0	14.0	nan	3793.0
MUX5308.WHH4965.unmapped-both-read-and-mate	55.0	438.0	3.0	1.0	4248.0
MUX5308.WHH4967.unmapped-both-read-and-mate	60.0	352.0	1.0	nan	3623.0
MUX5309.WHH4960.unmapped-both-read-and-mate	29.0	360.0	nan	nan	3488.0
MUX5309.WHH4968.unmapped-both-read-and-mate	30.0	392.0	nan	nan	3928.0
MUX5309.WHH4969.unmapped-both-read-and-mate	25.0	383.0	nan	nan	4556.0
MUX5309.WHH4970.unmapped-both-read-and-mate	15.0	338.0	2.0	nan	3413.0
MUX5309.WHH4971.unmapped-both-read-and-mate	24.0	382.0	1.0	nan	3886.0
MUX5309.WHH4972.unmapped-both-read-and-mate	45.0	422.0	3.0	nan	4389.0
MUX5309.WHH4973.unmapped-both-read-and-mate	78.0	386.0	9.0	nan	4289.0
MUX5309.WHH4975.unmapped-both-read-and-mate	34.0	389.0	1.0	nan	4042.0
MUX5309.WHH4976.unmapped-both-read-and-mate	74.0	413.0	2.0	nan	4305.0
MUX5309.WHH4977.unmapped-both-read-and-mate	47.0	453.0	nan	nan	4762.0
MUX5310.WHH4978.unmapped-both-read-and-mate	42.0	406.0	nan	nan	3742.0
MUX5310.WHH4979.unmapped-both-read-and-mate	51.0	440.0	1.0	nan	4083.0
MUX5310.WHH4980.unmapped-both-read-and-mate	25.0	408.0	nan	nan	4091.0
MUX5310.WHH4981.unmapped-both-read-and-mate	32.0	422.0	nan	nan	3502.0
MUX5310.WHH4982.unmapped-both-read-and-mate	37.0	421.0	nan	nan	3749.0
MUX5310.WHH4983.unmapped-both-read-and-mate	58.0	363.0	1.0	nan	4206.0
MUX5310.WHH4984.unmapped-both-read-and-mate	433.0	338.0	4.0	nan	3959.0
MUX5310.WHH4985.unmapped-both-read-and-mate	33.0	371.0	nan	nan	3457.0
MUX5310.WHH4986.unmapped-both-read-and-mate	35.0	251.0	nan	nan	3187.0
MUX5310.WHH4987.unmapped-both-read-and-mate	36.0	331.0	nan	nan	3302.0
MUX5311.WHB872.unmapped-both-read-and-mate	17881.0	878.0	nan	nan	58802.0
MUX5311.WHB873.unmapped-both-read-and-mate	69915.0	2914.0	3.0	5.0	259292.0
MUX5311.WHB874.unmapped-both-read-and-mate	14001.0	668.0	nan	1.0	43032.0
MUX5311.WHB875.unmapped-both-read-and-mate	17331.0	803.0	nan	nan	55785.0
MUX5311.WHB876.unmapped-both-read-and-mate	3827.0	328.0	2.0	nan	3729.0
MUX5311.WHB877.unmapped-both-read-and-mate	20865.0	842.0	1.0	nan	62310.0
MUX5311.WHB878.unmapped-both-read-and-mate	3218.0	390.0	nan	nan	3777.0
MUX5311.WHB879.unmapped-both-read-and-mate	60672.0	1776.0	nan	1.0	179386.0
MUX5311.WHB880.unmapped-both-read-and-mate	60027.0	1927.0	2.0	nan	182826.0
MUX5311.WHB881.unmapped-both-read-and-mate	22294.0	944.0	1.0	nan	67227.0
MUX5312.WHB904.unmapped-both-read-and-mate	6245.0	415.0	3.0	1.0	5226.0
MUX5312.WHH4988.unmapped-both-read-and-mate	40.0	323.0	8.0	nan	3102.0
MUX5312.WHH4989.unmapped-both-read-and-mate	34.0	304.0	nan	nan	3144.0
MUX5312.WHH4990.unmapped-both-read-and-mate	406.0	376.0	1.0	nan	3817.0
MUX5312.WHH4991.unmapped-both-read-and-mate	1514.0	393.0	nan	nan	6153.0
MUX5312.WHH4992.unmapped-both-read-and-mate	3296.0	397.0	nan	1.0	8534.0
MUX5312.WHH4993.unmapped-both-read-and-mate	43.0	370.0	nan	nan	3729.0
MUX5312.WHH4994.unmapped-both-read-and-mate	3536.0	414.0	nan	nan	7918.0
MUX5312.WHH4995.unmapped-both-read-and-mate	449.0	399.0	nan	nan	3975.0
MUX5312.WHH4996.unmapped-both-read-and-mate	30.0	372.0	nan	nan	3246.0
MUX5313.WHB883.unmapped-both-read-and-mate	13092.0	596.0	1.0	nan	38123.0
MUX5313.WHB885.unmapped-both-read-and-mate	11126.0	382.0	1.0	nan	5260.0
MUX5313.WHB886.unmapped-both-read-and-mate	4974.0	436.0	2.0	nan	16539.0
MUX5313.WHB888.unmapped-both-read-and-mate	1734.0	330.0	1.0	nan	3263.0
MUX5313.WHB889.unmapped-both-read-and-mate	11436.0	329.0	5.0	1.0	5042.0
MUX5313.WHB890.unmapped-both-read-and-mate	6570.0	457.0	1.0	nan	19537.0
MUX5313.WHB891.unmapped-both-read-and-mate	4382.0	404.0	40.0	nan	3653.0
MUX5313.WHB892.unmapped-both-read-and-mate	2633.0	473.0	8.0	nan	4308.0
MUX5313.WHB893.unmapped-both-read-and-mate	2900.0	316.0	nan	nan	3671.0
MUX5313.WHB905.unmapped-both-read-and-mate	6320.0	525.0	2.0	nan	5463.0
MUX5314.WHB894.unmapped-both-read-and-mate	1978.0	470.0	8.0	nan	4198.0
MUX5314.WHB895.unmapped-both-read-and-mate	4841.0	411.0	nan	nan	3925.0
MUX5314.WHB896.unmapped-both-read-and-mate	1781.0	376.0	2.0	nan	3212.0
MUX5314.WHB897.unmapped-both-read-and-mate	3723.0	355.0	3.0	nan	3440.0
MUX5314.WHB898.unmapped-both-read-and-mate	1618.0	432.0	1.0	nan	3481.0
MUX5314.WHB899.unmapped-both-read-and-mate	7401.0	395.0	1.0	nan	4207.0
MUX5314.WHB900.unmapped-both-read-and-mate	5251.0	294.0	1.0	nan	3992.0
MUX5314.WHB901.unmapped-both-read-and-mate	4276.0	448.0	1.0	nan	4204.0
MUX5314.WHB902.unmapped-both-read-and-mate	2870.0	390.0	nan	nan	3564.0
MUX5314.WHB906.unmapped-both-read-and-mate	5603.0	464.0	3.0	nan	5128.0
MUX5323.WHB493.unmapped-both-read-and-mate	70.0	530.0	1.0	nan	8871.0
MUX5323.WHB688.unmapped-both-read-and-mate	54.0	433.0	5.0	nan	7488.0
MUX5323.WHB731.unmapped-both-read-and-mate	51.0	579.0	nan	nan	10633.0
MUX5323.WHB739.unmapped-both-read-and-mate	349.0	481.0	nan	nan	9267.0
MUX5323.WHB740.unmapped-both-read-and-mate	125.0	572.0	nan	nan	9967.0
MUX5323.WHB742.unmapped-both-read-and-mate	121.0	690.0	nan	1.0	12159.0
MUX5323.WHB782.unmapped-both-read-and-mate	42.0	472.0	nan	nan	7744.0
MUX5323.WHB785.unmapped-both-read-and-mate	1097.0	503.0	nan	nan	11635.0
MUX5323.WHH4806.unmapped-both-read-and-mate	44.0	592.0	1.0	nan	11123.0
MUX5324.WHH4829.unmapped-both-read-and-mate	54.0	666.0	3.0	nan	9296.0
MUX5324.WHH4841.unmapped-both-read-and-mate	183.0	601.0	1.0	nan	8318.0
MUX5324.WHH4842.unmapped-both-read-and-mate	82.0	678.0	3.0	nan	9069.0
MUX5324.WHH4846.unmapped-both-read-and-mate	40.0	662.0	4.0	nan	10172.0
MUX5324.WHH4864.unmapped-both-read-and-mate	382.0	628.0	2.0	nan	8387.0
MUX5324.WHH4882.unmapped-both-read-and-mate	1540.0	783.0	nan	nan	15627.0
MUX5325.WHH4885.unmapped-both-read-and-mate	57.0	679.0	2.0	nan	9320.0
MUX5325.WHH4889.unmapped-both-read-and-mate	402.0	479.0	nan	nan	7780.0
MUX5325.WHH4895.unmapped-both-read-and-mate	17.0	417.0	1.0	nan	6104.0
MUX5325.WHH4897.unmapped-both-read-and-mate	874.0	722.0	1.0	nan	12708.0
MUX5325.WHH4906.unmapped-both-read-and-mate	149.0	427.0	1.0	nan	6871.0
MUX5325.WHH4908.unmapped-both-read-and-mate	387.0	408.0	nan	nan	6166.0
MUX5325.WHH4912.unmapped-both-read-and-mate	3733.0	813.0	nan	nan	21113.0
MUX5325.WHH4923.unmapped-both-read-and-mate	422.0	565.0	nan	nan	8273.0
MUX5325.WHH4924.unmapped-both-read-and-mate	116.0	611.0	2.0	nan	8684.0
MUX5325.WHH4931.unmapped-both-read-and-mate	795.0	538.0	nan	nan	8012.0
MUX5327.WHB871.unmapped-both-read-and-mate	1629.0	463.0	3.0	nan	6301.0
MUX5327.WHB882.unmapped-both-read-and-mate	16678.0	745.0	nan	nan	49933.0
MUX5327.WHB884.unmapped-both-read-and-mate	10958.0	706.0	1.0	nan	35651.0
MUX5327.WHB887.unmapped-both-read-and-mate	1650.0	433.0	nan	nan	6007.0
MUX5327.WHB903.unmapped-both-read-and-mate	8240.0	544.0	7.0	nan	8673.0
MUX5327.WHH4934.unmapped-both-read-and-mate	42.0	413.0	nan	nan	6194.0
MUX5327.WHH4936.unmapped-both-read-and-mate	47.0	504.0	nan	1.0	6184.0
MUX5327.WHH4948.unmapped-both-read-and-mate	61.0	546.0	nan	nan	7918.0
MUX5327.WHH4966.unmapped-both-read-and-mate	36.0	487.0	4.0	1.0	6398.0
MUX5327.WHH4974.unmapped-both-read-and-mate	695.0	464.0	nan	nan	7186.0
MUX5328.WHB907.unmapped-both-read-and-mate	9590.0	334.0	nan	nan	4938.0
MUX5328.WHB908.unmapped-both-read-and-mate	2018.0	399.0	nan	nan	4156.0
MUX5328.WHB909.unmapped-both-read-and-mate	4673.0	337.0	1.0	nan	4146.0
MUX5328.WHB910.unmapped-both-read-and-mate	6601.0	379.0	4.0	nan	4421.0
MUX5328.WHB911.unmapped-both-read-and-mate	4837.0	626.0	nan	nan	17781.0
MUX5328.WHB912.unmapped-both-read-and-mate	24106.0	363.0	nan	1.0	6076.0
MUX5328.WHB913.unmapped-both-read-and-mate	7874.0	334.0	2.0	nan	3968.0
MUX5328.WHB914.unmapped-both-read-and-mate	1394.0	373.0	nan	nan	3700.0
MUX5328.WHB915.unmapped-both-read-and-mate	2430.0	340.0	nan	nan	3407.0
MUX5328.WHB916.unmapped-both-read-and-mate	909.0	382.0	nan	nan	3326.0
MUX5329.WHB917.unmapped-both-read-and-mate	1302.0	309.0	nan	nan	2607.0
MUX5329.WHB918.unmapped-both-read-and-mate	1459.0	281.0	nan	nan	2857.0
MUX5329.WHB919.unmapped-both-read-and-mate	4276.0	320.0	nan	nan	3141.0
MUX5329.WHB920.unmapped-both-read-and-mate	2034.0	283.0	nan	nan	2780.0
MUX5329.WHB923.unmapped-both-read-and-mate	3800.0	253.0	nan	nan	2976.0
MUX5329.WHB924.unmapped-both-read-and-mate	1241.0	379.0	1.0	1.0	2900.0
MUX5329.WHB925.unmapped-both-read-and-mate	3126.0	233.0	nan	nan	2649.0
MUX5329.WHB926.unmapped-both-read-and-mate	3358.0	303.0	nan	nan	2821.0
MUX5330.WHB927.unmapped-both-read-and-mate	6123.0	436.0	2.0	nan	5548.0
MUX5330.WHB928.unmapped-both-read-and-mate	3998.0	449.0	nan	nan	5013.0
MUX5330.WHB929.unmapped-both-read-and-mate	4141.0	426.0	4.0	nan	5499.0
MUX5330.WHB930.unmapped-both-read-and-mate	4998.0	296.0	1.0	1.0	4153.0
MUX5330.WHB931.unmapped-both-read-and-mate	5327.0	333.0	nan	nan	5466.0
MUX5330.WHB932.unmapped-both-read-and-mate	1776.0	404.0	1.0	nan	4634.0
MUX5330.WHB934.unmapped-both-read-and-mate	1280.0	419.0	nan	nan	4894.0
MUX5330.WHB935.unmapped-both-read-and-mate	3147.0	363.0	nan	nan	4848.0
MUX5330.WHB936.unmapped-both-read-and-mate	10138.0	523.0	1.0	nan	7473.0
MUX5331.WHB938.unmapped-both-read-and-mate	7403.0	262.0	1.0	nan	4702.0
MUX5331.WHB940.unmapped-both-read-and-mate	7197.0	325.0	1.0	nan	4463.0
MUX5331.WHB941.unmapped-both-read-and-mate	1703.0	405.0	nan	nan	4606.0
MUX5331.WHB942.unmapped-both-read-and-mate	1032.0	396.0	nan	nan	4204.0
MUX5331.WHB943.unmapped-both-read-and-mate	1407.0	400.0	nan	nan	4378.0
MUX5331.WHB944.unmapped-both-read-and-mate	8025.0	301.0	nan	nan	4884.0
MUX5331.WHB945.unmapped-both-read-and-mate	1060.0	404.0	nan	nan	3956.0
MUX5331.WHB946.unmapped-both-read-and-mate	2317.0	416.0	1.0	1.0	4469.0
MUX5331.WHB947.unmapped-both-read-and-mate	1413.0	447.0	4.0	nan	4484.0
MUX5331.WHB948.unmapped-both-read-and-mate	5898.0	387.0	4.0	nan	4849.0
MUX5339.WHB949.unmapped-both-read-and-mate	1779.0	611.0	1.0	nan	10498.0
MUX5339.WHB950.unmapped-both-read-and-mate	730.0	538.0	nan	nan	9375.0
MUX5339.WHB951.unmapped-both-read-and-mate	4740.0	642.0	1.0	nan	11855.0
MUX5339.WHB952.unmapped-both-read-and-mate	1574.0	591.0	nan	1.0	9302.0
MUX5339.WHB953.unmapped-both-read-and-mate	1314.0	564.0	nan	nan	9463.0
MUX5339.WHB954.unmapped-both-read-and-mate	1857.0	688.0	3.0	nan	11319.0
MUX5339.WHB955.unmapped-both-read-and-mate	1105.0	572.0	nan	nan	9209.0
MUX5339.WHB956.unmapped-both-read-and-mate	1017.0	528.0	3.0	nan	9157.0
MUX5339.WHB957.unmapped-both-read-and-mate	945.0	607.0	3.0	nan	10259.0
MUX5339.WHB958.unmapped-both-read-and-mate	1267.0	571.0	nan	1.0	9702.0
MUX5340.WHB959.unmapped-both-read-and-mate	1576.0	519.0	2.0	1.0	8235.0
MUX5340.WHB960.unmapped-both-read-and-mate	689.0	563.0	nan	nan	9782.0
MUX5340.WHB961.unmapped-both-read-and-mate	1333.0	575.0	2.0	nan	8900.0
MUX5340.WHB962.unmapped-both-read-and-mate	493.0	623.0	nan	nan	9875.0
MUX5340.WHB963.unmapped-both-read-and-mate	589.0	648.0	nan	nan	10405.0
MUX5340.WHB964.unmapped-both-read-and-mate	1271.0	571.0	5.0	1.0	9566.0
MUX5340.WHB965.unmapped-both-read-and-mate	1001.0	582.0	8.0	nan	8848.0
MUX5340.WHB966.unmapped-both-read-and-mate	435.0	472.0	nan	nan	8332.0
MUX5340.WHB967.unmapped-both-read-and-mate	1192.0	559.0	6.0	nan	9778.0
MUX5340.WHB968.unmapped-both-read-and-mate	1461.0	551.0	nan	nan	8676.0
MUX5341.WHB969.unmapped-both-read-and-mate	570.0	468.0	nan	nan	8272.0
MUX5341.WHB970.unmapped-both-read-and-mate	1611.0	595.0	29.0	nan	10781.0
MUX5341.WHB971.unmapped-both-read-and-mate	406.0	466.0	nan	nan	8141.0
MUX5341.WHB972.unmapped-both-read-and-mate	1042.0	432.0	3.0	nan	7875.0
MUX5341.WHB973.unmapped-both-read-and-mate	432.0	509.0	1.0	nan	8787.0
MUX5341.WHB974.unmapped-both-read-and-mate	1021.0	456.0	nan	nan	8257.0
MUX5341.WHB975.unmapped-both-read-and-mate	1278.0	562.0	nan	nan	10428.0
MUX5341.WHB977.unmapped-both-read-and-mate	450.0	563.0	nan	nan	9198.0
MUX5341.WHB978.unmapped-both-read-and-mate	601.0	592.0	nan	nan	10988.0
MUX5341.WHB979.unmapped-both-read-and-mate	1010.0	605.0	4.0	nan	9941.0
MUX5342.WHB980.unmapped-both-read-and-mate	809.0	466.0	1.0	nan	9392.0
MUX5342.WHB981.unmapped-both-read-and-mate	848.0	551.0	3.0	nan	10239.0
MUX5342.WHB982.unmapped-both-read-and-mate	2854.0	485.0	2.0	nan	9125.0
MUX5342.WHB983.unmapped-both-read-and-mate	2352.0	495.0	nan	nan	10297.0
MUX5342.WHB984.unmapped-both-read-and-mate	1940.0	600.0	7.0	nan	10866.0
MUX5342.WHB985.unmapped-both-read-and-mate	2179.0	552.0	3.0	nan	10170.0
MUX5342.WHB986.unmapped-both-read-and-mate	2954.0	536.0	1.0	1.0	10985.0
MUX5342.WHB987.unmapped-both-read-and-mate	2671.0	609.0	2.0	nan	11657.0
MUX5342.WHB988.unmapped-both-read-and-mate	764.0	503.0	nan	nan	10687.0
MUX5342.WHB989.unmapped-both-read-and-mate	1230.0	514.0	1.0	nan	9817.0
