Sample	Pseudomonas mendocina	Homo sapiens	Alcaligenes faecalis	Sphingobium sp. YG1	Achromobacter xylosoxidans	Other	Unclassified
MUX8749.WHB5688.unmapped-both-read-and-mate	3.0	470.0	3079.0	1.0	7.0	7952.0	13231.0
MUX8749.WHB5689.unmapped-both-read-and-mate	3.0	393.0	1901.0	2.0	4.0	3069.0	10332.0
MUX8750.WHB5678.unmapped-both-read-and-mate	2.0	473.0	2259.0	1.0	2.0	5195.0	12001.0
MUX8750.WHB5687.unmapped-both-read-and-mate	nan	485.0	2498.0	1.0	2.0	6193.0	12694.0
MUX8750.WHB5692.unmapped-both-read-and-mate	1.0	403.0	2862.0	2.0	3.0	2981.0	9117.0
MUX8751.WHB5690.unmapped-both-read-and-mate	1.0	450.0	1825.0	2.0	nan	2881.0	10270.0
MUX8751.WHB5694.unmapped-both-read-and-mate	2.0	481.0	2294.0	2.0	2.0	4119.0	12850.0
MUX8751.WHB5696.unmapped-both-read-and-mate	2.0	455.0	1898.0	2.0	5.0	4127.0	11464.0
MUX8752.WHB5701.unmapped-both-read-and-mate	1.0	454.0	2293.0	3.0	1.0	3174.0	11957.0
MUX8753.WHB5698.unmapped-both-read-and-mate	3.0	340.0	1934.0	nan	nan	3401.0	8705.0
MUX8753.WHB5705.unmapped-both-read-and-mate	5.0	452.0	2744.0	1.0	3.0	3724.0	10186.0
MUX8754.WHB5697.unmapped-both-read-and-mate	nan	380.0	1979.0	nan	10.0	7823.0	12829.0
MUX8754.WHB5704.unmapped-both-read-and-mate	2.0	384.0	2394.0	3.0	3.0	6087.0	11561.0
MUX8754.WHB5708.unmapped-both-read-and-mate	nan	412.0	1440.0	nan	2.0	2542.0	8287.0
MUX8754.WHB5709.unmapped-both-read-and-mate	nan	423.0	2195.0	nan	1.0	3691.0	9550.0
MUX8754.WHB5710.unmapped-both-read-and-mate	2.0	472.0	3750.0	4.0	6.0	5867.0	12252.0
MUX8755.WHB5711.unmapped-both-read-and-mate	4.0	428.0	3793.0	1.0	7.0	6829.0	11301.0
MUX8755.WHB5713.unmapped-both-read-and-mate	2.0	347.0	1846.0	nan	4.0	3118.0	8872.0
MUX8755.WHB5714.unmapped-both-read-and-mate	nan	345.0	1831.0	2.0	nan	3442.0	8247.0
MUX8755.WHB5715.unmapped-both-read-and-mate	nan	369.0	1637.0	1.0	1.0	2348.0	7387.0
MUX8756.WHB5720.unmapped-both-read-and-mate	4.0	424.0	1953.0	2.0	2.0	3934.0	10372.0
MUX8757.WHB5725.unmapped-both-read-and-mate	3.0	266.0	1545.0	1.0	1.0	2857.0	5265.0
MUX8758.WHB5728.unmapped-both-read-and-mate	3.0	264.0	1742.0	2.0	4.0	2770.0	4787.0
MUX8758.WHB5729.unmapped-both-read-and-mate	4.0	274.0	3018.0	nan	2.0	4610.0	6260.0
MUX8758.WHB5732.unmapped-both-read-and-mate	4.0	220.0	1878.0	nan	nan	3817.0	5086.0
MUX8759.WHB5731.unmapped-both-read-and-mate	2.0	334.0	2071.0	nan	1.0	3987.0	6100.0
MUX8759.WHB5733.unmapped-both-read-and-mate	2.0	311.0	2552.0	2.0	5.0	3523.0	5480.0
MUX8759.WHB5734.unmapped-both-read-and-mate	3.0	179.0	2243.0	2.0	2.0	3316.0	4978.0
MUX8760.WHB5740.unmapped-both-read-and-mate	1.0	274.0	1835.0	nan	7.0	3827.0	5132.0
MUX8760.WHB5742.unmapped-both-read-and-mate	nan	243.0	2031.0	nan	1.0	3078.0	4554.0
MUX8761.WHB5745.unmapped-both-read-and-mate	1.0	321.0	3478.0	3.0	5.0	9438.0	11300.0
MUX8761.WHB5747.unmapped-both-read-and-mate	1.0	287.0	3336.0	4.0	3.0	6660.0	8225.0
MUX8762.WHB5736.unmapped-both-read-and-mate	1.0	253.0	2519.0	nan	6.0	3772.0	4921.0
MUX8762.WHB5750.unmapped-both-read-and-mate	nan	231.0	1792.0	1.0	2.0	4159.0	5533.0
MUX8763.WHB5751.unmapped-both-read-and-mate	nan	330.0	1618.0	nan	1.0	2468.0	4707.0
MUX8764.WHB5757.unmapped-both-read-and-mate	1.0	379.0	2484.0	nan	5.0	3929.0	7111.0
MUX8764.WHB5761.unmapped-both-read-and-mate	2.0	280.0	2121.0	4.0	2.0	3778.0	5942.0
MUX8765.WHB5764.unmapped-both-read-and-mate	1.0	532.0	2559.0	3.0	2.0	8511.0	23316.0
MUX8766.WHB5762.unmapped-both-read-and-mate	nan	625.0	1855.0	1.0	4.0	6746.0	25628.0
MUX8766.WHB5763.unmapped-both-read-and-mate	nan	540.0	1381.0	nan	4.0	2121.0	17994.0
MUX8766.WHB5768.unmapped-both-read-and-mate	6.0	656.0	3734.0	9.0	11.0	11512.0	29959.0
MUX8766.WHB5771.unmapped-both-read-and-mate	2.0	575.0	2610.0	3.0	nan	5367.0	21454.0
MUX8767.WHB5772.unmapped-both-read-and-mate	4.0	649.0	2319.0	nan	5.0	4900.0	22916.0
MUX8767.WHB5774.unmapped-both-read-and-mate	nan	583.0	3192.0	1.0	3.0	7256.0	22413.0
MUX8767.WHB5775.unmapped-both-read-and-mate	1.0	501.0	1672.0	1.0	1.0	10580.0	22271.0
MUX8767.WHB5776.unmapped-both-read-and-mate	4.0	604.0	2743.0	3.0	4.0	25724.0	35031.0
MUX8768.WHB5770.unmapped-both-read-and-mate	nan	605.0	3186.0	3.0	6.0	5998.0	21753.0
MUX8768.WHB5780.unmapped-both-read-and-mate	2.0	495.0	3138.0	2.0	4.0	10907.0	22822.0
MUX8768.WHB5782.unmapped-both-read-and-mate	3.0	606.0	2314.0	nan	5.0	8556.0	23398.0
MUX8768.WHB5785.unmapped-both-read-and-mate	1.0	455.0	1624.0	nan	1.0	4543.0	16613.0
MUX8769.WHB5777.unmapped-both-read-and-mate	nan	702.0	1557.0	2.0	5.0	8230.0	29847.0
MUX8769.WHB5781.unmapped-both-read-and-mate	2.0	632.0	1992.0	nan	2.0	3127.0	25106.0
MUX8770.WHB5787.unmapped-both-read-and-mate	4.0	448.0	2014.0	nan	5.0	7941.0	19382.0
MUX8771.WHB5791.unmapped-both-read-and-mate	nan	586.0	2723.0	2.0	6.0	7618.0	24125.0
MUX8771.WHB5792.unmapped-both-read-and-mate	1.0	648.0	2368.0	2.0	1.0	5990.0	25784.0
MUX8771.WHB5795.unmapped-both-read-and-mate	nan	496.0	2516.0	nan	3.0	3343.0	18462.0
MUX8771.WHB5796.unmapped-both-read-and-mate	4.0	624.0	3391.0	2.0	5.0	5927.0	21705.0
MUX8772.WHB5797.unmapped-both-read-and-mate	2.0	646.0	2025.0	4.0	3.0	4992.0	23412.0
MUX8772.WHB5798.unmapped-both-read-and-mate	4.0	636.0	1547.0	4.0	6.0	10447.0	24318.0
MUX8772.WHB5799.unmapped-both-read-and-mate	nan	589.0	2286.0	1.0	3.0	6369.0	24668.0
MUX8772.WHB5800.unmapped-both-read-and-mate	3.0	546.0	1908.0	1.0	nan	5421.0	18759.0
MUX8775.WHB5793.unmapped-both-read-and-mate	2.0	557.0	1884.0	1.0	2.0	3617.0	23130.0
MUX8775.WHB5801.unmapped-both-read-and-mate	2.0	567.0	2164.0	1.0	6.0	5592.0	27783.0
MUX8775.WHB5804.unmapped-both-read-and-mate	2.0	445.0	3219.0	1.0	1.0	6070.0	19145.0
MUX8775.WHB5805.unmapped-both-read-and-mate	3.0	558.0	2752.0	nan	nan	5583.0	25293.0
MUX8776.WHB5810.unmapped-both-read-and-mate	2.0	596.0	1484.0	5.0	1.0	4273.0	24233.0
MUX8776.WHB5812.unmapped-both-read-and-mate	4.0	701.0	2590.0	2.0	6.0	10585.0	29950.0
MUX8776.WHB5813.unmapped-both-read-and-mate	1.0	584.0	1435.0	1.0	3.0	5277.0	23096.0
MUX8777.WHB5809.unmapped-both-read-and-mate	nan	473.0	1857.0	3.0	3.0	5601.0	20307.0
MUX8778.WHB5816.unmapped-both-read-and-mate	nan	679.0	3101.0	3.0	nan	4681.0	23761.0
MUX8778.WHB5822.unmapped-both-read-and-mate	1.0	532.0	1779.0	nan	4.0	7793.0	20701.0
MUX8779.WHB5821.unmapped-both-read-and-mate	1.0	620.0	2794.0	1.0	3.0	7020.0	24147.0
MUX8779.WHB5823.unmapped-both-read-and-mate	nan	470.0	2208.0	nan	1.0	11004.0	22600.0
MUX8779.WHB5825.unmapped-both-read-and-mate	1.0	453.0	1798.0	nan	6.0	5049.0	17609.0
MUX8779.WHB5828.unmapped-both-read-and-mate	2.0	535.0	2144.0	nan	3.0	5809.0	23320.0
MUX8780.WHB5827.unmapped-both-read-and-mate	nan	571.0	2536.0	4.0	5.0	8865.0	23437.0
MUX8780.WHB5829.unmapped-both-read-and-mate	3.0	539.0	2894.0	nan	4.0	4760.0	21817.0
MUX8780.WHB5830.unmapped-both-read-and-mate	3.0	573.0	2018.0	3.0	1.0	3437.0	19677.0
MUX8781.WHB5831.unmapped-both-read-and-mate	1.0	460.0	1657.0	nan	nan	2831.0	13836.0
MUX8781.WHB5832.unmapped-both-read-and-mate	nan	507.0	2038.0	7.0	4.0	4045.0	19360.0
MUX8781.WHB5833.unmapped-both-read-and-mate	nan	457.0	2247.0	nan	2.0	5510.0	17694.0
MUX8781.WHB5834.unmapped-both-read-and-mate	1.0	485.0	1645.0	nan	3.0	7929.0	19271.0
MUX8781.WHB5835.unmapped-both-read-and-mate	1.0	442.0	2076.0	1.0	4.0	8173.0	17238.0
MUX8782.WHB5837.unmapped-both-read-and-mate	3.0	553.0	2602.0	8.0	6.0	8094.0	21138.0
MUX8782.WHB5839.unmapped-both-read-and-mate	1.0	439.0	2153.0	nan	5.0	2343.0	15930.0
MUX8782.WHB5841.unmapped-both-read-and-mate	1.0	448.0	1710.0	1.0	3.0	3961.0	16808.0
MUX8783.WHB5838.unmapped-both-read-and-mate	nan	365.0	1864.0	2.0	nan	3571.0	10060.0
MUX8783.WHB5843.unmapped-both-read-and-mate	3.0	398.0	1963.0	2.0	1.0	3206.0	9890.0
MUX8783.WHB5845.unmapped-both-read-and-mate	1.0	478.0	2756.0	1.0	2.0	6721.0	12967.0
MUX8783.WHB5850.unmapped-both-read-and-mate	5.0	440.0	3000.0	3.0	3.0	6992.0	13219.0
MUX8784.WHB5842.unmapped-both-read-and-mate	1.0	382.0	1731.0	1.0	4.0	2686.0	9368.0
MUX8784.WHB5846.unmapped-both-read-and-mate	3.0	496.0	2247.0	2.0	5.0	8920.0	15981.0
MUX8784.WHB5848.unmapped-both-read-and-mate	1.0	462.0	1552.0	4.0	8.0	5167.0	12719.0
MUX8784.WHB5849.unmapped-both-read-and-mate	nan	453.0	1690.0	1.0	3.0	4479.0	11935.0
MUX8785.WHB5851.unmapped-both-read-and-mate	nan	410.0	2837.0	1.0	2.0	5302.0	12784.0
MUX8785.WHB5852.unmapped-both-read-and-mate	nan	455.0	2324.0	2.0	2.0	5896.0	11580.0
MUX8785.WHB5853.unmapped-both-read-and-mate	2.0	387.0	2276.0	nan	10.0	4557.0	10677.0
MUX8785.WHB5854.unmapped-both-read-and-mate	1.0	471.0	2129.0	3.0	2.0	5492.0	13467.0
MUX8785.WHB5855.unmapped-both-read-and-mate	6.0	429.0	2241.0	1.0	1.0	6530.0	13383.0
MUX8786.WHB5856.unmapped-both-read-and-mate	2.0	419.0	2304.0	6.0	5.0	6566.0	13184.0
MUX8786.WHB5858.unmapped-both-read-and-mate	3.0	414.0	2351.0	4.0	1.0	12173.0	16160.0
MUX8786.WHB5859.unmapped-both-read-and-mate	2.0	473.0	2201.0	4.0	3.0	9917.0	14888.0
MUX8786.WHB5863.unmapped-both-read-and-mate	nan	459.0	1.0	nan	nan	256.0	6854.0
MUX8822.WHB5860.unmapped-both-read-and-mate	5.0	632.0	2427.0	8.0	4.0	14761.0	30371.0
MUX8822.WHB5861.unmapped-both-read-and-mate	2.0	753.0	3516.0	5.0	4.0	16807.0	36946.0
MUX8822.WHH6800.unmapped-both-read-and-mate	5.0	672.0	3231.0	1.0	5.0	7991.0	22539.0
MUX8822.WHH6803.unmapped-both-read-and-mate	4.0	852.0	3360.0	1.0	4.0	6200.0	24565.0
MUX8822.WHH6804.unmapped-both-read-and-mate	2.0	693.0	2117.0	1.0	2.0	9477.0	30327.0
MUX8823.WHB5862.unmapped-both-read-and-mate	7.0	712.0	5611.0	9.0	11.0	34704.0	45458.0
MUX8823.WHH6794.unmapped-both-read-and-mate	nan	591.0	4049.0	5.0	2.0	10975.0	27685.0
MUX8823.WHH6796.unmapped-both-read-and-mate	nan	559.0	1838.0	1.0	2.0	5372.0	22163.0
MUX8823.WHH6799.unmapped-both-read-and-mate	2.0	559.0	2987.0	9.0	8.0	5472.0	19531.0
MUX8823.WHH6809.unmapped-both-read-and-mate	6.0	537.0	3306.0	7.0	9.0	5520.0	20746.0
MUX8824.WHH6811.unmapped-both-read-and-mate	3.0	513.0	1910.0	2.0	11.0	6054.0	17207.0
MUX8824.WHH6812.unmapped-both-read-and-mate	4.0	673.0	2661.0	3.0	2.0	6179.0	22336.0
MUX8824.WHH6813.unmapped-both-read-and-mate	5.0	745.0	3182.0	4.0	6.0	8782.0	27889.0
MUX8824.WHH6816.unmapped-both-read-and-mate	4.0	871.0	6878.0	30.0	19.0	63968.0	66617.0
MUX8824.WHH6819.unmapped-both-read-and-mate	1.0	602.0	2520.0	1.0	3.0	6753.0	19897.0
MUX8825.WHH6822.unmapped-both-read-and-mate	2.0	720.0	3462.0	4.0	10.0	10387.0	28191.0
MUX8825.WHH6823.unmapped-both-read-and-mate	6.0	823.0	2631.0	9.0	6.0	9288.0	28673.0
MUX8825.WHH6825.unmapped-both-read-and-mate	5.0	673.0	3816.0	5.0	9.0	12484.0	26344.0
MUX8825.WHH6828.unmapped-both-read-and-mate	3.0	537.0	2643.0	9.0	2.0	15820.0	26747.0
MUX8826.WHH6829.unmapped-both-read-and-mate	2.0	728.0	3794.0	3.0	11.0	8854.0	27592.0
MUX8826.WHH6834.unmapped-both-read-and-mate	2.0	692.0	2913.0	1.0	10.0	5386.0	24588.0
MUX8826.WHH6836.unmapped-both-read-and-mate	nan	504.0	3287.0	7.0	3.0	4423.0	17866.0
MUX8827.WHH6831.unmapped-both-read-and-mate	1.0	635.0	1816.0	2.0	5.0	5577.0	23085.0
MUX8827.WHH6833.unmapped-both-read-and-mate	4.0	636.0	2427.0	4.0	4.0	6035.0	23369.0
MUX8827.WHH6839.unmapped-both-read-and-mate	nan	645.0	1996.0	4.0	5.0	9814.0	25572.0
MUX8827.WHH6855.unmapped-both-read-and-mate	3.0	531.0	2559.0	3.0	3.0	7178.0	22515.0
MUX8828.WHH6847.unmapped-both-read-and-mate	2.0	571.0	3536.0	nan	8.0	8252.0	21163.0
MUX8828.WHH6852.unmapped-both-read-and-mate	nan	524.0	1860.0	1.0	1.0	4446.0	20696.0
MUX8828.WHH6859.unmapped-both-read-and-mate	3.0	609.0	2492.0	5.0	8.0	8802.0	23446.0
MUX8828.WHH6863.unmapped-both-read-and-mate	4.0	586.0	2184.0	9.0	1.0	10569.0	23896.0
MUX8828.WHH6864.unmapped-both-read-and-mate	3.0	739.0	2190.0	3.0	2.0	7041.0	28143.0
MUX8829.WHH6856.unmapped-both-read-and-mate	2.0	536.0	2965.0	1.0	4.0	5432.0	23398.0
MUX8829.WHH6858.unmapped-both-read-and-mate	2.0	720.0	2524.0	5.0	5.0	8882.0	27578.0
MUX8829.WHH6860.unmapped-both-read-and-mate	1.0	688.0	3111.0	3.0	5.0	7023.0	26685.0
MUX8829.WHH6866.unmapped-both-read-and-mate	1.0	445.0	1723.0	2.0	5.0	5614.0	15641.0
MUX8830.WHH6793.unmapped-both-read-and-mate	4.0	443.0	4363.0	6.0	10.0	15901.0	20460.0
MUX8830.WHH6795.unmapped-both-read-and-mate	3.0	403.0	2570.0	3.0	4.0	7099.0	11394.0
MUX8830.WHH6797.unmapped-both-read-and-mate	1.0	409.0	2345.0	2.0	7.0	4275.0	9470.0
MUX8830.WHH6798.unmapped-both-read-and-mate	4.0	347.0	2524.0	1.0	3.0	5613.0	10257.0
MUX8830.WHH6801.unmapped-both-read-and-mate	2.0	385.0	3412.0	1.0	7.0	5252.0	10929.0
MUX8831.WHH6802.unmapped-both-read-and-mate	2.0	534.0	2604.0	2.0	4.0	9731.0	12796.0
MUX8831.WHH6808.unmapped-both-read-and-mate	2.0	313.0	1520.0	3.0	4.0	5105.0	9944.0
MUX8831.WHH6818.unmapped-both-read-and-mate	4.0	443.0	2596.0	2.0	6.0	5755.0	11317.0
MUX8832.WHH6805.unmapped-both-read-and-mate	3.0	525.0	2978.0	8.0	7.0	6444.0	11967.0
MUX8832.WHH6810.unmapped-both-read-and-mate	6.0	410.0	2797.0	3.0	8.0	7300.0	11954.0
MUX8832.WHH6814.unmapped-both-read-and-mate	7.0	515.0	4130.0	9.0	19.0	20688.0	21504.0
MUX8832.WHH6815.unmapped-both-read-and-mate	1.0	659.0	3706.0	1.0	3.0	11145.0	15225.0
MUX8832.WHH6827.unmapped-both-read-and-mate	6.0	423.0	4953.0	4.0	10.0	16791.0	17886.0
MUX8833.WHH6824.unmapped-both-read-and-mate	nan	545.0	3425.0	3.0	4.0	8028.0	14258.0
MUX8833.WHH6837.unmapped-both-read-and-mate	3.0	510.0	3356.0	7.0	3.0	15515.0	18081.0
MUX8833.WHH6838.unmapped-both-read-and-mate	1.0	512.0	4758.0	4.0	6.0	15727.0	19294.0
MUX8833.WHH6842.unmapped-both-read-and-mate	nan	458.0	1913.0	4.0	4.0	4602.0	9958.0
MUX8834.WHH6826.unmapped-both-read-and-mate	5.0	521.0	3332.0	7.0	6.0	11866.0	17982.0
MUX8834.WHH6835.unmapped-both-read-and-mate	1.0	473.0	2022.0	2.0	5.0	6006.0	14303.0
MUX8834.WHH6840.unmapped-both-read-and-mate	3.0	516.0	2380.0	1.0	3.0	5530.0	13777.0
MUX8834.WHH6846.unmapped-both-read-and-mate	4.0	453.0	3804.0	3.0	4.0	8184.0	13887.0
MUX8834.WHH6849.unmapped-both-read-and-mate	2.0	510.0	2626.0	1.0	4.0	11352.0	17926.0
MUX8835.WHH6851.unmapped-both-read-and-mate	5.0	431.0	3717.0	4.0	9.0	24744.0	23363.0
MUX8835.WHH6854.unmapped-both-read-and-mate	3.0	474.0	1828.0	4.0	3.0	6986.0	13473.0
MUX8835.WHH6867.unmapped-both-read-and-mate	6.0	538.0	2176.0	6.0	5.0	14678.0	19732.0
MUX8835.WHH6868.unmapped-both-read-and-mate	3.0	492.0	2968.0	2.0	4.0	8463.0	16465.0
MUX8835.WHH6869.unmapped-both-read-and-mate	1.0	572.0	4710.0	4.0	13.0	8252.0	15634.0
MUX8836.WHH6848.unmapped-both-read-and-mate	1.0	513.0	2180.0	nan	5.0	6625.0	12304.0
MUX8836.WHH6870.unmapped-both-read-and-mate	3.0	395.0	3769.0	4.0	4.0	4377.0	12605.0
MUX8836.WHH6872.unmapped-both-read-and-mate	6.0	471.0	4629.0	16.0	6.0	26417.0	27827.0
MUX8836.WHH6876.unmapped-both-read-and-mate	3.0	542.0	2401.0	8.0	4.0	13106.0	16369.0
MUX8836.WHH6881.unmapped-both-read-and-mate	3.0	486.0	3482.0	5.0	6.0	8958.0	12901.0
MUX8837.WHH6871.unmapped-both-read-and-mate	4.0	528.0	3034.0	2.0	9.0	14864.0	23532.0
MUX8837.WHH6873.unmapped-both-read-and-mate	3.0	626.0	4956.0	36.0	10.0	39371.0	49182.0
MUX8837.WHH6880.unmapped-both-read-and-mate	4.0	504.0	2335.0	1.0	7.0	4500.0	12848.0
MUX8838.WHH6844.unmapped-both-read-and-mate	1.0	685.0	3021.0	8.0	7.0	6726.0	28286.0
MUX8839.WHH6862.unmapped-both-read-and-mate	12.0	634.0	3088.0	4.0	2.0	12419.0	32346.0
MUX8839.WHH6865.unmapped-both-read-and-mate	5.0	525.0	1677.0	5.0	6.0	6749.0	23173.0
MUX8839.WHH6874.unmapped-both-read-and-mate	2.0	511.0	2789.0	1.0	1.0	5274.0	22641.0
MUX8839.WHH6875.unmapped-both-read-and-mate	3.0	568.0	4278.0	11.0	12.0	31052.0	40845.0
MUX8840.WHH6850.unmapped-both-read-and-mate	5.0	592.0	2723.0	4.0	7.0	7821.0	23863.0
MUX8840.WHH6891.unmapped-both-read-and-mate	2.0	562.0	2985.0	nan	9.0	9351.0	19226.0
MUX8840.WHH6897.unmapped-both-read-and-mate	11.0	557.0	4303.0	16.0	9.0	15444.0	29860.0
MUX8841.WHH6884.unmapped-both-read-and-mate	2.0	477.0	2491.0	12.0	8.0	20356.0	31581.0
MUX8841.WHH6885.unmapped-both-read-and-mate	6.0	642.0	4185.0	2.0	2.0	5431.0	27384.0
MUX8841.WHH6886.unmapped-both-read-and-mate	2.0	557.0	1532.0	1.0	nan	8269.0	21606.0
MUX8842.WHH6898.unmapped-both-read-and-mate	3.0	586.0	1527.0	5.0	2.0	5990.0	21395.0
MUX8842.WHH6899.unmapped-both-read-and-mate	nan	552.0	1896.0	2.0	1.0	6838.0	21428.0
MUX8843.WHH6888.unmapped-both-read-and-mate	1.0	712.0	2027.0	5.0	5.0	11303.0	29222.0
MUX8843.WHH6889.unmapped-both-read-and-mate	5.0	576.0	2404.0	2.0	3.0	8010.0	22708.0
MUX8843.WHH6895.unmapped-both-read-and-mate	9.0	572.0	3342.0	3.0	4.0	26713.0	34080.0
MUX8843.WHH6896.unmapped-both-read-and-mate	4.0	569.0	3088.0	3.0	8.0	7836.0	20404.0
MUX8843.WHH6900.unmapped-both-read-and-mate	1.0	529.0	2457.0	4.0	nan	4686.0	20429.0
MUX8844.WHH6901.unmapped-both-read-and-mate	3.0	389.0	1999.0	3.0	2.0	5256.0	12646.0
MUX8844.WHH6902.unmapped-both-read-and-mate	4.0	487.0	2287.0	1.0	2.0	5366.0	14174.0
MUX8844.WHH6903.unmapped-both-read-and-mate	2.0	407.0	2248.0	1.0	2.0	6459.0	13869.0
MUX8844.WHH6904.unmapped-both-read-and-mate	2.0	505.0	2850.0	6.0	6.0	3649.0	14281.0
MUX8844.WHH6905.unmapped-both-read-and-mate	1.0	396.0	2245.0	nan	4.0	4578.0	12955.0
MUX8845.WHH6906.unmapped-both-read-and-mate	3.0	371.0	1961.0	1.0	5.0	4578.0	12976.0
MUX8845.WHH6907.unmapped-both-read-and-mate	nan	472.0	1815.0	nan	nan	3633.0	13925.0
MUX8845.WHH6908.unmapped-both-read-and-mate	5.0	466.0	2346.0	2.0	4.0	6070.0	16340.0
MUX8845.WHH6909.unmapped-both-read-and-mate	1.0	477.0	2527.0	nan	1.0	4543.0	13693.0
MUX8845.WHH6910.unmapped-both-read-and-mate	nan	547.0	1607.0	3.0	5.0	6762.0	19369.0
MUX8846.WHH6911.unmapped-both-read-and-mate	nan	357.0	2433.0	2.0	7.0	5455.0	7529.0
MUX8846.WHH6912.unmapped-both-read-and-mate	4.0	311.0	2306.0	3.0	5.0	4961.0	7097.0
MUX8846.WHH6913.unmapped-both-read-and-mate	1.0	221.0	2281.0	1.0	1.0	5603.0	7293.0
MUX8846.WHH6914.unmapped-both-read-and-mate	3.0	352.0	1598.0	7.0	3.0	8999.0	17301.0
MUX8846.WHH6915.unmapped-both-read-and-mate	nan	337.0	2232.0	1.0	3.0	4249.0	6607.0
MUX8847.WHH6917.unmapped-both-read-and-mate	3.0	400.0	3349.0	5.0	3.0	6289.0	8704.0
MUX8847.WHH6918.unmapped-both-read-and-mate	2.0	275.0	2640.0	3.0	6.0	4674.0	7456.0
MUX8847.WHH6919.unmapped-both-read-and-mate	2.0	347.0	3467.0	5.0	2.0	8378.0	9089.0
MUX8847.WHH6920.unmapped-both-read-and-mate	9.0	349.0	4638.0	6.0	7.0	15127.0	13412.0
MUX8848.WHH6922.unmapped-both-read-and-mate	2.0	330.0	1881.0	4.0	4.0	4296.0	6901.0
MUX8848.WHH6923.unmapped-both-read-and-mate	2.0	368.0	2173.0	nan	2.0	4440.0	6872.0
MUX8848.WHH6930.unmapped-both-read-and-mate	3.0	353.0	2308.0	1.0	4.0	4852.0	7188.0
MUX8849.WHH6924.unmapped-both-read-and-mate	4.0	339.0	2554.0	2.0	3.0	4792.0	7703.0
MUX8849.WHH6925.unmapped-both-read-and-mate	1.0	413.0	1784.0	1.0	2.0	3807.0	7025.0
MUX8849.WHH6926.unmapped-both-read-and-mate	2.0	379.0	1851.0	nan	6.0	3947.0	6874.0
MUX8849.WHH6927.unmapped-both-read-and-mate	1.0	483.0	3060.0	2.0	3.0	4752.0	8589.0
MUX8849.WHH6929.unmapped-both-read-and-mate	1.0	369.0	2406.0	1.0	3.0	4085.0	6887.0
MUX8850.WHH6931.unmapped-both-read-and-mate	nan	359.0	2582.0	4.0	nan	4513.0	6704.0
MUX8850.WHH6933.unmapped-both-read-and-mate	9.0	352.0	3178.0	5.0	8.0	6534.0	9311.0
MUX8850.WHH6935.unmapped-both-read-and-mate	3.0	370.0	2693.0	2.0	3.0	5422.0	8124.0
MUX8851.WHH6937.unmapped-both-read-and-mate	nan	196.0	2248.0	nan	6.0	5692.0	7453.0
MUX8851.WHH6940.unmapped-both-read-and-mate	3.0	310.0	2556.0	1.0	5.0	3947.0	6519.0
MUX8851.WHH6941.unmapped-both-read-and-mate	nan	288.0	1577.0	3.0	3.0	3289.0	5471.0
MUX8852.WHH6939.unmapped-both-read-and-mate	4.0	354.0	2159.0	nan	3.0	3241.0	5977.0
MUX8852.WHH6942.unmapped-both-read-and-mate	2.0	323.0	2427.0	nan	4.0	3870.0	6325.0
MUX8852.WHH6943.unmapped-both-read-and-mate	2.0	307.0	2324.0	nan	1.0	4289.0	5885.0
MUX8852.WHH6950.unmapped-both-read-and-mate	1.0	320.0	2345.0	nan	3.0	4700.0	5862.0
MUX8853.WHH6944.unmapped-both-read-and-mate	2.0	341.0	3040.0	2.0	4.0	8910.0	10026.0
MUX8853.WHH6952.unmapped-both-read-and-mate	2.0	391.0	4390.0	3.0	5.0	6642.0	8356.0
MUX8853.WHH6954.unmapped-both-read-and-mate	nan	234.0	2078.0	2.0	5.0	4024.0	5972.0
MUX8854.WHH6951.unmapped-both-read-and-mate	6.0	342.0	4520.0	2.0	5.0	8122.0	9673.0
MUX8854.WHH6956.unmapped-both-read-and-mate	1.0	288.0	1697.0	2.0	1.0	4208.0	6020.0
MUX8855.WHH6955.unmapped-both-read-and-mate	2.0	322.0	2520.0	nan	2.0	3653.0	5978.0
MUX8855.WHH6957.unmapped-both-read-and-mate	7.0	367.0	3039.0	16.0	15.0	14286.0	15489.0
MUX8855.WHH6958.unmapped-both-read-and-mate	3.0	387.0	3548.0	nan	9.0	8044.0	9874.0
MUX8855.WHH6959.unmapped-both-read-and-mate	2.0	333.0	3147.0	1.0	2.0	6001.0	7737.0
MUX8855.WHH6964.unmapped-both-read-and-mate	3.0	271.0	3513.0	1.0	7.0	4205.0	6058.0
MUX8856.WHH6960.unmapped-both-read-and-mate	2.0	330.0	2242.0	nan	2.0	5463.0	6713.0
MUX8856.WHH6961.unmapped-both-read-and-mate	2.0	318.0	2143.0	nan	4.0	4686.0	6176.0
MUX8856.WHH6962.unmapped-both-read-and-mate	1.0	341.0	1787.0	nan	2.0	4084.0	5846.0
MUX8856.WHH6965.unmapped-both-read-and-mate	1.0	241.0	2076.0	2.0	10.0	4624.0	6614.0
MUX8856.WHH6967.unmapped-both-read-and-mate	2.0	397.0	3237.0	nan	5.0	7105.0	9535.0
MUX8857.WHH6963.unmapped-both-read-and-mate	2.0	303.0	2112.0	2.0	nan	3876.0	6270.0
MUX8857.WHH6966.unmapped-both-read-and-mate	2.0	260.0	2321.0	2.0	3.0	7258.0	9082.0
MUX8857.WHH6968.unmapped-both-read-and-mate	3.0	400.0	3945.0	6.0	4.0	8670.0	9549.0
