Sample	Pseudomonas mendocina	Homo sapiens	Alcaligenes faecalis	Sphingobium sp. YG1	Achromobacter xylosoxidans	Other	Unclassified
MUX9482.WHB9203.unmapped-both-read-and-mate	3.0	419.0	1672.0	14.0	2.0	5273.0	8423.0
MUX9482.WHB9204.unmapped-both-read-and-mate	5.0	410.0	2022.0	13.0	2.0	6859.0	9885.0
MUX9483.WHB9205.unmapped-both-read-and-mate	nan	431.0	2001.0	9.0	4.0	4884.0	8091.0
MUX9483.WHB9206.unmapped-both-read-and-mate	2.0	386.0	1587.0	3.0	4.0	4348.0	8860.0
MUX9483.WHB9207.unmapped-both-read-and-mate	1.0	332.0	1474.0	nan	2.0	3130.0	6089.0
MUX9483.WHB9208.unmapped-both-read-and-mate	3.0	381.0	2073.0	2.0	4.0	7245.0	9456.0
MUX9483.WHB9209.unmapped-both-read-and-mate	3.0	436.0	2750.0	4.0	7.0	7124.0	10095.0
MUX9487.WHB9135.unmapped-both-read-and-mate	3.0	442.0	1657.0	1.0	1.0	6262.0	8422.0
MUX9487.WHB9136.unmapped-both-read-and-mate	1.0	404.0	1434.0	nan	3.0	4387.0	6762.0
MUX9487.WHB9137.unmapped-both-read-and-mate	4.0	324.0	2421.0	4.0	12.0	7796.0	10998.0
MUX9487.WHB9139.unmapped-both-read-and-mate	2.0	393.0	2156.0	1.0	3.0	5094.0	7386.0
MUX9487.WHB9142.unmapped-both-read-and-mate	1.0	401.0	1422.0	nan	1.0	3187.0	5733.0
MUX9488.WHB9143.unmapped-both-read-and-mate	4.0	448.0	1926.0	1.0	15.0	6415.0	10203.0
MUX9488.WHB9144.unmapped-both-read-and-mate	6.0	396.0	1838.0	3.0	7.0	4866.0	7120.0
MUX9488.WHB9145.unmapped-both-read-and-mate	5.0	378.0	1818.0	2.0	4.0	4520.0	7498.0
MUX9488.WHB9146.unmapped-both-read-and-mate	1.0	355.0	1858.0	9.0	3.0	5935.0	8702.0
MUX9488.WHB9147.unmapped-both-read-and-mate	nan	325.0	1372.0	nan	4.0	2977.0	5256.0
MUX9489.WHB9148.unmapped-both-read-and-mate	2.0	411.0	2139.0	5.0	1.0	5570.0	7590.0
MUX9489.WHB9149.unmapped-both-read-and-mate	3.0	330.0	1740.0	1.0	7.0	4815.0	8012.0
MUX9489.WHB9150.unmapped-both-read-and-mate	6.0	424.0	3401.0	1.0	1.0	6181.0	8854.0
MUX9489.WHB9153.unmapped-both-read-and-mate	nan	356.0	1389.0	1.0	3.0	1993.0	4590.0
MUX9489.WHB9155.unmapped-both-read-and-mate	nan	341.0	1294.0	5.0	3.0	4301.0	6389.0
MUX9490.WHB9156.unmapped-both-read-and-mate	nan	373.0	1199.0	7.0	1.0	4390.0	6193.0
MUX9490.WHB9157.unmapped-both-read-and-mate	3.0	370.0	2001.0	10.0	1.0	5463.0	8390.0
MUX9490.WHB9158.unmapped-both-read-and-mate	nan	381.0	2447.0	3.0	2.0	6550.0	10171.0
MUX9490.WHB9159.unmapped-both-read-and-mate	2.0	367.0	2064.0	2.0	3.0	5079.0	7196.0
MUX9490.WHB9161.unmapped-both-read-and-mate	3.0	385.0	2259.0	3.0	2.0	8017.0	12144.0
MUX9498.WHB9070.unmapped-both-read-and-mate	nan	941.0	2561.0	9.0	6.0	6877.0	27220.0
MUX9498.WHB9071.unmapped-both-read-and-mate	2.0	759.0	3061.0	4.0	7.0	6915.0	25240.0
MUX9498.WHB9072.unmapped-both-read-and-mate	nan	963.0	1983.0	1.0	1.0	3852.0	25989.0
MUX9498.WHB9073.unmapped-both-read-and-mate	nan	1044.0	1910.0	3.0	7.0	5984.0	26868.0
MUX9498.WHB9074.unmapped-both-read-and-mate	2.0	847.0	2322.0	3.0	6.0	7467.0	27171.0
MUX9499.WHB9075.unmapped-both-read-and-mate	1.0	596.0	1291.0	2.0	2.0	2770.0	18158.0
MUX9499.WHB9076.unmapped-both-read-and-mate	1.0	768.0	2761.0	2.0	7.0	7724.0	24064.0
MUX9499.WHB9077.unmapped-both-read-and-mate	6.0	564.0	2065.0	10.0	13.0	8593.0	20801.0
MUX9499.WHB9078.unmapped-both-read-and-mate	1.0	689.0	1007.0	4.0	2.0	3346.0	20523.0
MUX9499.WHB9079.unmapped-both-read-and-mate	5.0	671.0	3088.0	3.0	6.0	6699.0	23865.0
MUX9500.WHB9080.unmapped-both-read-and-mate	4.0	747.0	2269.0	1.0	4.0	6344.0	22791.0
MUX9500.WHB9081.unmapped-both-read-and-mate	nan	682.0	2004.0	4.0	2.0	6661.0	25309.0
MUX9500.WHB9082.unmapped-both-read-and-mate	2.0	595.0	1468.0	5.0	4.0	4641.0	20134.0
MUX9500.WHB9083.unmapped-both-read-and-mate	3.0	556.0	2643.0	2.0	4.0	3400.0	15626.0
MUX9500.WHB9084.unmapped-both-read-and-mate	nan	713.0	1583.0	4.0	2.0	5051.0	22470.0
MUX9501.WHB9085.unmapped-both-read-and-mate	1.0	685.0	1996.0	4.0	1.0	5321.0	20938.0
MUX9501.WHB9086.unmapped-both-read-and-mate	4.0	709.0	2035.0	6.0	3.0	6387.0	22404.0
MUX9501.WHB9087.unmapped-both-read-and-mate	nan	772.0	1775.0	nan	nan	5959.0	24869.0
MUX9501.WHB9088.unmapped-both-read-and-mate	2.0	779.0	2200.0	4.0	8.0	5105.0	21138.0
MUX9501.WHB9089.unmapped-both-read-and-mate	nan	638.0	2421.0	7.0	15.0	10708.0	27960.0
MUX9502.WHB9090.unmapped-both-read-and-mate	3.0	575.0	1517.0	4.0	8.0	5708.0	21380.0
MUX9502.WHB9091.unmapped-both-read-and-mate	nan	512.0	1877.0	nan	4.0	3299.0	16324.0
MUX9502.WHB9092.unmapped-both-read-and-mate	nan	606.0	927.0	nan	nan	2096.0	18416.0
MUX9502.WHB9093.unmapped-both-read-and-mate	nan	694.0	2581.0	1.0	8.0	5337.0	23865.0
MUX9502.WHB9094.unmapped-both-read-and-mate	nan	558.0	1131.0	1.0	3.0	2856.0	17369.0
MUX9503.WHB9095.unmapped-both-read-and-mate	1.0	484.0	1400.0	2.0	4.0	2574.0	13479.0
MUX9503.WHB9096.unmapped-both-read-and-mate	1.0	454.0	1234.0	4.0	nan	2159.0	14828.0
MUX9503.WHB9097.unmapped-both-read-and-mate	3.0	451.0	1739.0	2.0	1.0	5022.0	16016.0
MUX9503.WHB9098.unmapped-both-read-and-mate	2.0	479.0	1655.0	1.0	3.0	3642.0	14877.0
MUX9503.WHB9099.unmapped-both-read-and-mate	2.0	418.0	1982.0	nan	4.0	2851.0	12406.0
MUX9504.WHB9100.unmapped-both-read-and-mate	4.0	552.0	2673.0	3.0	1.0	9286.0	20197.0
MUX9504.WHB9101.unmapped-both-read-and-mate	5.0	604.0	2164.0	6.0	29.0	13926.0	26138.0
MUX9504.WHB9102.unmapped-both-read-and-mate	1.0	505.0	2609.0	9.0	11.0	9809.0	23044.0
MUX9504.WHB9103.unmapped-both-read-and-mate	2.0	589.0	2553.0	3.0	6.0	5040.0	18602.0
MUX9504.WHB9104.unmapped-both-read-and-mate	3.0	611.0	1980.0	nan	2.0	2978.0	17214.0
MUX9505.WHB9105.unmapped-both-read-and-mate	3.0	557.0	1750.0	2.0	4.0	5118.0	19631.0
MUX9505.WHB9106.unmapped-both-read-and-mate	nan	620.0	3421.0	5.0	5.0	8533.0	20055.0
MUX9505.WHB9107.unmapped-both-read-and-mate	1.0	513.0	3721.0	7.0	9.0	8035.0	18292.0
MUX9505.WHB9108.unmapped-both-read-and-mate	4.0	654.0	2596.0	7.0	6.0	7658.0	22816.0
MUX9505.WHB9109.unmapped-both-read-and-mate	4.0	766.0	3496.0	9.0	8.0	8391.0	25431.0
MUX9509.WHB9246.unmapped-both-read-and-mate	5.0	810.0	9850.0	114.0	16.0	29411.0	47570.0
MUX9509.WHB9247.unmapped-both-read-and-mate	11.0	545.0	5240.0	124.0	16.0	59298.0	60703.0
MUX9509.WHB9248.unmapped-both-read-and-mate	10.0	654.0	3069.0	37.0	10.0	21043.0	36175.0
MUX9509.WHB9249.unmapped-both-read-and-mate	3.0	716.0	2164.0	57.0	13.0	14529.0	32209.0
MUX9509.WHB9252.unmapped-both-read-and-mate	3.0	619.0	2294.0	31.0	5.0	8528.0	25504.0
MUX9510.WHB9250.unmapped-both-read-and-mate	8.0	596.0	2187.0	83.0	9.0	19528.0	30112.0
MUX9510.WHB9251.unmapped-both-read-and-mate	1.0	622.0	1701.0	34.0	2.0	9880.0	23237.0
MUX9510.WHB9254.unmapped-both-read-and-mate	6.0	624.0	6546.0	125.0	6.0	33117.0	40621.0
MUX9510.WHB9256.unmapped-both-read-and-mate	7.0	590.0	3706.0	87.0	11.0	18570.0	32461.0
MUX9510.WHB9257.unmapped-both-read-and-mate	6.0	544.0	5180.0	53.0	9.0	17579.0	28280.0
MUX9511.WHB9253.unmapped-both-read-and-mate	9.0	603.0	4700.0	104.0	14.0	34634.0	45695.0
MUX9511.WHB9255.unmapped-both-read-and-mate	7.0	621.0	2832.0	110.0	7.0	24726.0	35905.0
MUX9511.WHB9258.unmapped-both-read-and-mate	7.0	661.0	4017.0	45.0	10.0	16428.0	29606.0
MUX9511.WHB9259.unmapped-both-read-and-mate	6.0	592.0	3337.0	38.0	7.0	23123.0	32720.0
MUX9511.WHB9261.unmapped-both-read-and-mate	3.0	592.0	2739.0	47.0	7.0	15095.0	28895.0
MUX9512.WHB9260.unmapped-both-read-and-mate	2.0	670.0	1839.0	36.0	6.0	9363.0	26472.0
MUX9512.WHB9262.unmapped-both-read-and-mate	5.0	697.0	3248.0	36.0	7.0	15698.0	32692.0
MUX9512.WHB9263.unmapped-both-read-and-mate	nan	656.0	2836.0	31.0	1.0	12024.0	25883.0
MUX9512.WHB9265.unmapped-both-read-and-mate	4.0	659.0	2153.0	109.0	9.0	26346.0	37980.0
MUX9512.WHB9268.unmapped-both-read-and-mate	8.0	714.0	3983.0	44.0	5.0	17315.0	35027.0
MUX9513.WHB9264.unmapped-both-read-and-mate	5.0	513.0	3025.0	194.0	17.0	40909.0	42621.0
MUX9513.WHB9267.unmapped-both-read-and-mate	3.0	523.0	2065.0	82.0	2.0	17389.0	25353.0
MUX9513.WHB9269.unmapped-both-read-and-mate	10.0	600.0	7403.0	169.0	15.0	33246.0	38714.0
MUX9513.WHB9270.unmapped-both-read-and-mate	14.0	697.0	11387.0	151.0	25.0	36221.0	45045.0
MUX9513.WHB9286.unmapped-both-read-and-mate	2.0	531.0	2293.0	63.0	8.0	14522.0	24983.0
MUX9514.WHB9271.unmapped-both-read-and-mate	11.0	581.0	2911.0	56.0	8.0	26795.0	33054.0
MUX9514.WHB9272.unmapped-both-read-and-mate	6.0	580.0	3721.0	94.0	12.0	28929.0	38019.0
MUX9514.WHB9273.unmapped-both-read-and-mate	3.0	584.0	1810.0	55.0	2.0	16000.0	27608.0
MUX9514.WHB9274.unmapped-both-read-and-mate	5.0	544.0	1840.0	72.0	8.0	15548.0	27460.0
MUX9514.WHB9275.unmapped-both-read-and-mate	3.0	553.0	2184.0	27.0	8.0	8347.0	17429.0
MUX9515.WHB9276.unmapped-both-read-and-mate	6.0	533.0	2601.0	42.0	6.0	11736.0	21264.0
MUX9515.WHB9277.unmapped-both-read-and-mate	10.0	517.0	3877.0	99.0	10.0	33144.0	37257.0
MUX9515.WHB9279.unmapped-both-read-and-mate	3.0	495.0	1713.0	73.0	2.0	16011.0	25371.0
MUX9515.WHB9280.unmapped-both-read-and-mate	10.0	556.0	3739.0	50.0	9.0	19096.0	27587.0
MUX9515.WHB9281.unmapped-both-read-and-mate	4.0	642.0	5170.0	66.0	2.0	19528.0	30513.0
MUX9516.WHB9282.unmapped-both-read-and-mate	8.0	644.0	8300.0	100.0	25.0	34884.0	43256.0
MUX9516.WHB9283.unmapped-both-read-and-mate	5.0	540.0	1149.0	49.0	5.0	16620.0	24553.0
MUX9516.WHB9284.unmapped-both-read-and-mate	6.0	578.0	2716.0	34.0	6.0	17109.0	27211.0
MUX9516.WHB9285.unmapped-both-read-and-mate	5.0	729.0	2832.0	59.0	31.0	19019.0	39751.0
MUX9516.WHB9288.unmapped-both-read-and-mate	1.0	621.0	2300.0	37.0	11.0	11708.0	27409.0
MUX9517.WHB9289.unmapped-both-read-and-mate	9.0	390.0	4142.0	135.0	22.0	34962.0	34023.0
MUX9517.WHB9290.unmapped-both-read-and-mate	7.0	407.0	3244.0	125.0	10.0	26864.0	26980.0
MUX9517.WHB9291.unmapped-both-read-and-mate	7.0	305.0	3183.0	80.0	14.0	18930.0	19656.0
MUX9517.WHB9292.unmapped-both-read-and-mate	6.0	346.0	3810.0	102.0	13.0	21295.0	21424.0
MUX9517.WHB9293.unmapped-both-read-and-mate	7.0	384.0	8043.0	66.0	10.0	20115.0	21267.0
MUX9518.WHB9294.unmapped-both-read-and-mate	8.0	338.0	8027.0	147.0	20.0	25729.0	22574.0
MUX9518.WHB9295.unmapped-both-read-and-mate	12.0	405.0	5295.0	112.0	14.0	63057.0	45693.0
MUX9518.WHB9296.unmapped-both-read-and-mate	8.0	348.0	4669.0	115.0	12.0	40381.0	30014.0
MUX9518.WHB9300.unmapped-both-read-and-mate	1.0	343.0	2202.0	61.0	6.0	16111.0	15089.0
MUX9518.WHB9306.unmapped-both-read-and-mate	8.0	313.0	4270.0	52.0	14.0	24058.0	19625.0
MUX9519.WHB9297.unmapped-both-read-and-mate	3.0	386.0	3908.0	70.0	13.0	18915.0	18318.0
MUX9519.WHB9298.unmapped-both-read-and-mate	3.0	377.0	3311.0	36.0	5.0	11732.0	13171.0
MUX9519.WHB9299.unmapped-both-read-and-mate	2.0	364.0	2499.0	53.0	5.0	11124.0	11247.0
MUX9519.WHB9301.unmapped-both-read-and-mate	5.0	413.0	3062.0	51.0	9.0	21428.0	20157.0
MUX9519.WHB9302.unmapped-both-read-and-mate	4.0	365.0	5012.0	89.0	13.0	21817.0	22256.0
MUX9520.WHB9303.unmapped-both-read-and-mate	1.0	364.0	3922.0	53.0	15.0	21339.0	20161.0
MUX9520.WHB9304.unmapped-both-read-and-mate	3.0	385.0	3854.0	94.0	14.0	24028.0	20841.0
MUX9520.WHB9305.unmapped-both-read-and-mate	12.0	458.0	6883.0	108.0	19.0	33365.0	28429.0
MUX9520.WHB9307.unmapped-both-read-and-mate	14.0	402.0	4362.0	146.0	20.0	64360.0	47018.0
MUX9520.WHB9308.unmapped-both-read-and-mate	10.0	483.0	4974.0	63.0	7.0	25313.0	21734.0
MUX9521.WHB9309.unmapped-both-read-and-mate	3.0	379.0	2069.0	52.0	9.0	14536.0	15674.0
MUX9521.WHB9310.unmapped-both-read-and-mate	4.0	463.0	3040.0	37.0	17.0	15872.0	17465.0
MUX9521.WHB9311.unmapped-both-read-and-mate	1.0	449.0	2296.0	46.0	3.0	11809.0	12268.0
MUX9521.WHB9312.unmapped-both-read-and-mate	5.0	413.0	2422.0	62.0	1.0	16408.0	15435.0
MUX9521.WHB9313.unmapped-both-read-and-mate	14.0	360.0	6827.0	54.0	14.0	33565.0	29880.0
MUX9522.WHB9314.unmapped-both-read-and-mate	8.0	410.0	3268.0	49.0	11.0	18031.0	16924.0
MUX9522.WHB9315.unmapped-both-read-and-mate	2.0	356.0	1023.0	34.0	3.0	7177.0	8132.0
MUX9522.WHB9316.unmapped-both-read-and-mate	9.0	389.0	4339.0	97.0	7.0	30667.0	24276.0
MUX9522.WHB9317.unmapped-both-read-and-mate	28.0	348.0	13008.0	159.0	40.0	73461.0	54484.0
MUX9522.WHB9318.unmapped-both-read-and-mate	8.0	463.0	8074.0	92.0	10.0	31416.0	26581.0
MUX9523.WHB9319.unmapped-both-read-and-mate	7.0	409.0	3205.0	75.0	4.0	38105.0	26372.0
MUX9523.WHB9320.unmapped-both-read-and-mate	2.0	416.0	1864.0	19.0	8.0	11268.0	11742.0
MUX9523.WHB9321.unmapped-both-read-and-mate	6.0	485.0	1662.0	5.0	5.0	9592.0	12149.0
MUX9523.WHB9322.unmapped-both-read-and-mate	3.0	475.0	2212.0	2.0	1.0	9722.0	11841.0
MUX9523.WHB9323.unmapped-both-read-and-mate	4.0	452.0	2559.0	13.0	5.0	14349.0	14828.0
MUX9524.WHB9324.unmapped-both-read-and-mate	4.0	377.0	1789.0	10.0	6.0	10696.0	10735.0
MUX9524.WHB9326.unmapped-both-read-and-mate	nan	426.0	1408.0	2.0	2.0	4416.0	7060.0
MUX9524.WHB9327.unmapped-both-read-and-mate	nan	402.0	2.0	nan	1.0	1567.0	4065.0
MUX9524.WHB9328.unmapped-both-read-and-mate	6.0	442.0	1885.0	2.0	8.0	12755.0	13794.0
MUX9524.WHB9329.unmapped-both-read-and-mate	6.0	456.0	2328.0	19.0	5.0	21369.0	17699.0
MUX9525.WHB9330.unmapped-both-read-and-mate	6.0	466.0	3393.0	11.0	12.0	32498.0	25217.0
MUX9525.WHB9331.unmapped-both-read-and-mate	4.0	389.0	2992.0	12.0	11.0	34829.0	27074.0
MUX9525.WHB9332.unmapped-both-read-and-mate	8.0	399.0	3024.0	5.0	7.0	18680.0	17054.0
MUX9525.WHB9333.unmapped-both-read-and-mate	nan	455.0	1565.0	1.0	2.0	6775.0	7992.0
MUX9525.WHB9334.unmapped-both-read-and-mate	4.0	411.0	1682.0	25.0	nan	10543.0	10441.0
MUX9526.WHB9335.unmapped-both-read-and-mate	1.0	376.0	2122.0	3.0	3.0	13395.0	12118.0
MUX9526.WHB9336.unmapped-both-read-and-mate	5.0	401.0	1680.0	7.0	10.0	9214.0	10872.0
MUX9526.WHB9337.unmapped-both-read-and-mate	4.0	417.0	2872.0	16.0	3.0	16355.0	15080.0
MUX9526.WHB9338.unmapped-both-read-and-mate	1.0	361.0	1894.0	5.0	6.0	10786.0	12346.0
MUX9526.WHB9340.unmapped-both-read-and-mate	9.0	456.0	2253.0	16.0	7.0	18237.0	15549.0
MUX9527.WHB9342.unmapped-both-read-and-mate	nan	367.0	1.0	nan	nan	201.0	2817.0
MUX9527.WHB9343.unmapped-both-read-and-mate	1.0	373.0	1540.0	11.0	8.0	12171.0	12251.0
MUX9527.WHB9344.unmapped-both-read-and-mate	1.0	456.0	1791.0	6.0	2.0	12818.0	12033.0
MUX9527.WHB9345.unmapped-both-read-and-mate	4.0	489.0	2632.0	23.0	4.0	25546.0	20515.0
MUX9527.WHB9346.unmapped-both-read-and-mate	8.0	414.0	2783.0	8.0	15.0	21782.0	19338.0
MUX9528.WHB9348.unmapped-both-read-and-mate	1.0	364.0	2513.0	15.0	4.0	20338.0	19278.0
MUX9528.WHB9349.unmapped-both-read-and-mate	5.0	446.0	2990.0	15.0	8.0	23679.0	23471.0
MUX9528.WHB9350.unmapped-both-read-and-mate	3.0	378.0	1546.0	9.0	3.0	11134.0	10929.0
MUX9528.WHB9351.unmapped-both-read-and-mate	3.0	395.0	1765.0	5.0	6.0	16843.0	17293.0
MUX9528.WHB9352.unmapped-both-read-and-mate	9.0	514.0	2760.0	8.0	7.0	24857.0	25978.0
MUX9529.WHB9210.unmapped-both-read-and-mate	4.0	880.0	2019.0	4.0	3.0	6733.0	34662.0
MUX9529.WHB9212.unmapped-both-read-and-mate	nan	830.0	1855.0	nan	3.0	4090.0	33857.0
MUX9529.WHB9213.unmapped-both-read-and-mate	1.0	565.0	1422.0	3.0	3.0	5679.0	28679.0
MUX9529.WHB9215.unmapped-both-read-and-mate	2.0	715.0	1419.0	5.0	5.0	6564.0	26608.0
MUX9529.WHB9216.unmapped-both-read-and-mate	4.0	839.0	1256.0	6.0	3.0	4130.0	33150.0
MUX9530.WHB9211.unmapped-both-read-and-mate	nan	777.0	1221.0	5.0	1.0	2652.0	29454.0
MUX9530.WHB9225.unmapped-both-read-and-mate	nan	901.0	2168.0	39.0	8.0	12375.0	36016.0
MUX9530.WHB9226.unmapped-both-read-and-mate	4.0	933.0	2564.0	40.0	8.0	15613.0	41673.0
MUX9530.WHB9227.unmapped-both-read-and-mate	3.0	767.0	2076.0	29.0	8.0	10133.0	31415.0
MUX9531.WHB9217.unmapped-both-read-and-mate	2.0	907.0	1441.0	3.0	4.0	5396.0	37592.0
MUX9531.WHB9218.unmapped-both-read-and-mate	3.0	985.0	2203.0	3.0	6.0	8791.0	47789.0
MUX9531.WHB9220.unmapped-both-read-and-mate	3.0	944.0	1723.0	3.0	3.0	7522.0	39708.0
MUX9531.WHB9223.unmapped-both-read-and-mate	4.0	1260.0	2488.0	1.0	6.0	9043.0	55272.0
MUX9531.WHB9224.unmapped-both-read-and-mate	4.0	1309.0	2767.0	1.0	7.0	6171.0	56460.0
MUX9532.WHB8778.unmapped-both-read-and-mate	nan	651.0	1.0	nan	nan	463.0	19388.0
MUX9532.WHB8779.unmapped-both-read-and-mate	nan	699.0	1.0	nan	nan	197.0	22877.0
MUX9532.WHB8780.unmapped-both-read-and-mate	nan	699.0	1.0	nan	nan	1610.0	23076.0
MUX9532.WHH7145.unmapped-both-read-and-mate	3.0	797.0	2050.0	14.0	1.0	9456.0	30582.0
MUX9532.WHH7149.unmapped-both-read-and-mate	2.0	720.0	1755.0	17.0	2.0	5419.0	26138.0
MUX9534.WHB9228.unmapped-both-read-and-mate	4.0	678.0	2060.0	45.0	4.0	14024.0	32239.0
MUX9534.WHB9231.unmapped-both-read-and-mate	nan	600.0	3733.0	27.0	8.0	14423.0	32192.0
MUX9534.WHB9232.unmapped-both-read-and-mate	8.0	634.0	3272.0	32.0	8.0	15824.0	35834.0
MUX9534.WHB9233.unmapped-both-read-and-mate	2.0	752.0	4642.0	41.0	4.0	17003.0	42566.0
MUX9535.WHB9235.unmapped-both-read-and-mate	4.0	582.0	6622.0	111.0	10.0	30399.0	39541.0
MUX9535.WHB9237.unmapped-both-read-and-mate	5.0	704.0	3991.0	29.0	17.0	13447.0	34188.0
MUX9535.WHB9238.unmapped-both-read-and-mate	2.0	727.0	2374.0	40.0	2.0	11475.0	34648.0
MUX9535.WHB9241.unmapped-both-read-and-mate	10.0	580.0	3179.0	57.0	9.0	19852.0	40551.0
MUX9535.WHB9244.unmapped-both-read-and-mate	2.0	645.0	3674.0	34.0	12.0	14706.0	33582.0
MUX9536.WHB9236.unmapped-both-read-and-mate	1.0	793.0	1156.0	6.0	nan	9429.0	32918.0
MUX9536.WHB9239.unmapped-both-read-and-mate	3.0	761.0	2136.0	27.0	7.0	9268.0	33365.0
MUX9536.WHB9240.unmapped-both-read-and-mate	1.0	491.0	2237.0	34.0	4.0	10512.0	24980.0
MUX9536.WHB9243.unmapped-both-read-and-mate	3.0	627.0	1596.0	59.0	nan	14610.0	30724.0
MUX9536.WHB9245.unmapped-both-read-and-mate	15.0	689.0	11559.0	131.0	27.0	46699.0	62767.0
MUX9537.WHB8794.unmapped-both-read-and-mate	nan	561.0	2.0	nan	nan	179.0	18625.0
MUX9537.WHB9234.unmapped-both-read-and-mate	8.0	654.0	6191.0	75.0	13.0	30067.0	40105.0
MUX9537.WHH7174.unmapped-both-read-and-mate	5.0	563.0	2127.0	13.0	2.0	8993.0	24519.0
MUX9542.WHB9353.unmapped-both-read-and-mate	3.0	814.0	2013.0	1.0	2.0	1745.0	28008.0
MUX9542.WHB9357.unmapped-both-read-and-mate	6.0	658.0	2696.0	nan	4.0	1130.0	22973.0
MUX9542.WHB9358.unmapped-both-read-and-mate	nan	787.0	1575.0	nan	3.0	1852.0	25639.0
MUX9542.WHB9359.unmapped-both-read-and-mate	1.0	837.0	2919.0	nan	4.0	3895.0	33260.0
MUX9542.WHB9360.unmapped-both-read-and-mate	1.0	875.0	2951.0	1.0	2.0	2968.0	30229.0
MUX9543.WHB9356.unmapped-both-read-and-mate	2.0	769.0	2562.0	nan	2.0	1118.0	25738.0
MUX9543.WHB9361.unmapped-both-read-and-mate	1.0	786.0	3908.0	1.0	5.0	1363.0	26370.0
MUX9543.WHB9362.unmapped-both-read-and-mate	nan	835.0	2328.0	nan	3.0	736.0	27378.0
MUX9543.WHB9364.unmapped-both-read-and-mate	2.0	773.0	2102.0	nan	1.0	1395.0	26892.0
MUX9543.WHB9365.unmapped-both-read-and-mate	1.0	728.0	1665.0	1.0	1.0	755.0	23243.0
MUX9544.WHB9366.unmapped-both-read-and-mate	nan	764.0	1992.0	nan	4.0	785.0	26024.0
MUX9544.WHB9367.unmapped-both-read-and-mate	nan	952.0	2009.0	nan	1.0	1617.0	35854.0
MUX9544.WHB9368.unmapped-both-read-and-mate	nan	917.0	2473.0	1.0	3.0	5865.0	40976.0
MUX9544.WHB9369.unmapped-both-read-and-mate	nan	616.0	1606.0	nan	nan	1414.0	25064.0
MUX9544.WHB9370.unmapped-both-read-and-mate	nan	814.0	2423.0	nan	1.0	2806.0	29637.0
MUX9545.WHB9374.unmapped-both-read-and-mate	nan	830.0	2165.0	nan	2.0	1405.0	29232.0
MUX9545.WHB9375.unmapped-both-read-and-mate	1.0	957.0	2487.0	2.0	1.0	2407.0	37533.0
MUX9545.WHB9376.unmapped-both-read-and-mate	nan	960.0	1409.0	nan	nan	1560.0	35573.0
MUX9545.WHB9377.unmapped-both-read-and-mate	2.0	861.0	3358.0	2.0	1.0	4757.0	34636.0
MUX9545.WHB9378.unmapped-both-read-and-mate	nan	854.0	2110.0	nan	6.0	758.0	33422.0
MUX9546.WHB9379.unmapped-both-read-and-mate	nan	730.0	1735.0	nan	nan	562.0	21846.0
MUX9546.WHB9380.unmapped-both-read-and-mate	nan	765.0	1.0	nan	1.0	1132.0	27141.0
MUX9546.WHB9382.unmapped-both-read-and-mate	1.0	704.0	2157.0	nan	2.0	650.0	21335.0
MUX9546.WHB9383.unmapped-both-read-and-mate	nan	702.0	1831.0	1.0	nan	2255.0	27466.0
MUX9546.WHB9384.unmapped-both-read-and-mate	3.0	911.0	2732.0	nan	2.0	9995.0	39838.0
MUX9547.WHB9372.unmapped-both-read-and-mate	1.0	627.0	1811.0	nan	nan	1106.0	20919.0
MUX9547.WHB9373.unmapped-both-read-and-mate	nan	633.0	2140.0	nan	1.0	812.0	22462.0
MUX9547.WHB9386.unmapped-both-read-and-mate	nan	756.0	2296.0	nan	1.0	2120.0	25850.0
MUX9547.WHB9388.unmapped-both-read-and-mate	nan	579.0	1895.0	nan	3.0	590.0	18618.0
MUX9547.WHB9396.unmapped-both-read-and-mate	1.0	852.0	5117.0	1.0	2.0	1730.0	33024.0
MUX9548.WHB9385.unmapped-both-read-and-mate	nan	855.0	1705.0	3.0	1.0	1093.0	29105.0
MUX9548.WHB9389.unmapped-both-read-and-mate	1.0	677.0	2807.0	nan	2.0	3073.0	22140.0
MUX9548.WHB9390.unmapped-both-read-and-mate	nan	691.0	2648.0	nan	2.0	823.0	27623.0
MUX9548.WHB9391.unmapped-both-read-and-mate	1.0	807.0	2380.0	4.0	2.0	3427.0	28998.0
MUX9548.WHB9392.unmapped-both-read-and-mate	nan	778.0	2562.0	1.0	2.0	2889.0	25927.0
MUX9549.WHB9393.unmapped-both-read-and-mate	nan	606.0	2119.0	nan	2.0	701.0	17274.0
MUX9549.WHB9394.unmapped-both-read-and-mate	3.0	739.0	3753.0	3.0	2.0	1182.0	27228.0
MUX9549.WHB9395.unmapped-both-read-and-mate	nan	759.0	2753.0	1.0	4.0	931.0	24062.0
MUX9549.WHB9397.unmapped-both-read-and-mate	1.0	917.0	3334.0	1.0	2.0	1045.0	32579.0
MUX9549.WHB9398.unmapped-both-read-and-mate	1.0	641.0	2320.0	nan	2.0	915.0	23456.0
MUX9560.WHB9443.unmapped-both-read-and-mate	3.0	580.0	1430.0	4.0	2.0	11327.0	23751.0
MUX9560.WHB9444.unmapped-both-read-and-mate	nan	645.0	1984.0	12.0	5.0	13679.0	28860.0
MUX9560.WHB9445.unmapped-both-read-and-mate	4.0	567.0	1635.0	5.0	4.0	20070.0	29779.0
