Sample	Proteobacteria	Chordata	Actinobacteria	Firmicutes	Bacteroidetes	Other	Unclassified
MUX10059.WHB7647.unmapped-both-read-and-mate	2203.0	439.0	27.0	3.0	11.0	35.0	8058.0
MUX10059.WHB7648.unmapped-both-read-and-mate	2281.0	465.0	44.0	10.0	nan	25.0	10989.0
MUX10060.WHB6580.unmapped-both-read-and-mate	1065.0	460.0	17.0	7.0	nan	14.0	10060.0
MUX10060.WHB6581.unmapped-both-read-and-mate	1530.0	544.0	24.0	8.0	nan	15.0	12722.0
MUX10060.WHB6589.unmapped-both-read-and-mate	1447.0	714.0	24.0	11.0	3.0	14.0	15592.0
MUX10060.WHB6590.unmapped-both-read-and-mate	1627.0	600.0	32.0	20.0	nan	7.0	12541.0
MUX10060.WHB7649.unmapped-both-read-and-mate	3048.0	517.0	45.0	3.0	2.0	23.0	12762.0
MUX10061.WHB6593.unmapped-both-read-and-mate	2130.0	449.0	48.0	17.0	nan	13.0	12574.0
MUX10061.WHB6594.unmapped-both-read-and-mate	2779.0	563.0	27.0	16.0	1.0	21.0	15787.0
MUX10061.WHB6595.unmapped-both-read-and-mate	1230.0	562.0	16.0	13.0	3.0	9.0	13446.0
MUX10061.WHB6599.unmapped-both-read-and-mate	1329.0	504.0	21.0	8.0	1.0	13.0	13433.0
MUX10061.WHB6601.unmapped-both-read-and-mate	1600.0	540.0	29.0	16.0	1.0	12.0	16475.0
MUX10062.WHB6597.unmapped-both-read-and-mate	2721.0	704.0	24.0	15.0	11.0	14.0	15010.0
MUX10062.WHB6598.unmapped-both-read-and-mate	2241.0	512.0	19.0	12.0	3.0	19.0	11337.0
MUX10062.WHB6600.unmapped-both-read-and-mate	1651.0	537.0	16.0	12.0	1.0	12.0	13913.0
MUX10062.WHB6602.unmapped-both-read-and-mate	2438.0	566.0	21.0	16.0	nan	13.0	14212.0
MUX10062.WHB6603.unmapped-both-read-and-mate	1184.0	546.0	10.0	10.0	1.0	8.0	12646.0
MUX10063.WHB6605.unmapped-both-read-and-mate	3347.0	509.0	26.0	12.0	4.0	39.0	12518.0
MUX10063.WHB6607.unmapped-both-read-and-mate	3480.0	557.0	37.0	12.0	1.0	15.0	13262.0
MUX10063.WHB6610.unmapped-both-read-and-mate	1520.0	508.0	25.0	4.0	nan	25.0	12713.0
MUX10063.WHB6611.unmapped-both-read-and-mate	3348.0	494.0	36.0	10.0	1.0	21.0	12382.0
MUX10063.WHB6612.unmapped-both-read-and-mate	2181.0	536.0	17.0	19.0	nan	15.0	13091.0
MUX10064.WHB6606.unmapped-both-read-and-mate	2905.0	618.0	28.0	7.0	nan	19.0	13850.0
MUX10064.WHB6609.unmapped-both-read-and-mate	3268.0	727.0	26.0	13.0	1.0	19.0	15059.0
MUX10064.WHB6613.unmapped-both-read-and-mate	1540.0	476.0	35.0	10.0	nan	12.0	11359.0
MUX10064.WHB6614.unmapped-both-read-and-mate	1414.0	532.0	23.0	11.0	nan	9.0	10049.0
MUX10064.WHB6615.unmapped-both-read-and-mate	2275.0	684.0	26.0	16.0	2.0	19.0	13854.0
MUX10065.WHB6641.unmapped-both-read-and-mate	1997.0	490.0	54.0	12.0	3.0	10.0	9605.0
MUX10065.WHB6642.unmapped-both-read-and-mate	1033.0	448.0	41.0	11.0	3.0	11.0	8788.0
MUX10065.WHB6643.unmapped-both-read-and-mate	1243.0	406.0	21.0	6.0	nan	20.0	10751.0
MUX10065.WHB6644.unmapped-both-read-and-mate	1187.0	529.0	78.0	22.0	4.0	8.0	10473.0
MUX10065.WHB6645.unmapped-both-read-and-mate	1889.0	541.0	23.0	8.0	nan	12.0	10697.0
MUX10066.WHB6646.unmapped-both-read-and-mate	3727.0	450.0	44.0	15.0	1.0	30.0	11458.0
MUX10066.WHB6647.unmapped-both-read-and-mate	1833.0	392.0	19.0	8.0	1.0	10.0	10659.0
MUX10066.WHB6648.unmapped-both-read-and-mate	3041.0	358.0	24.0	16.0	nan	18.0	9104.0
MUX10066.WHB6649.unmapped-both-read-and-mate	4017.0	341.0	52.0	13.0	nan	22.0	11214.0
MUX10066.WHB6650.unmapped-both-read-and-mate	2453.0	424.0	25.0	15.0	1.0	21.0	11018.0
MUX10067.WHB6651.unmapped-both-read-and-mate	1732.0	508.0	38.0	891.0	3.0	14.0	9180.0
MUX10067.WHB6653.unmapped-both-read-and-mate	4258.0	441.0	48.0	18.0	3.0	29.0	10154.0
MUX10067.WHB6654.unmapped-both-read-and-mate	2756.0	506.0	45.0	14.0	1.0	24.0	11606.0
MUX10067.WHB6656.unmapped-both-read-and-mate	1331.0	537.0	77.0	12.0	1.0	9.0	9666.0
MUX10067.WHB6657.unmapped-both-read-and-mate	1869.0	527.0	24.0	21.0	2.0	18.0	9943.0
MUX10068.WHB6655.unmapped-both-read-and-mate	2099.0	379.0	22.0	4.0	nan	15.0	9111.0
MUX10068.WHB6658.unmapped-both-read-and-mate	2015.0	410.0	23.0	17.0	7.0	16.0	11201.0
MUX10068.WHB6659.unmapped-both-read-and-mate	2444.0	418.0	22.0	9.0	1.0	13.0	10162.0
MUX10068.WHB6660.unmapped-both-read-and-mate	3152.0	430.0	28.0	15.0	2.0	15.0	12686.0
MUX10068.WHB6662.unmapped-both-read-and-mate	2436.0	433.0	35.0	18.0	nan	17.0	10030.0
MUX10071.WHB6781.unmapped-both-read-and-mate	933.0	357.0	23.0	4.0	2.0	3.0	3994.0
MUX10071.WHB6782.unmapped-both-read-and-mate	536.0	367.0	13.0	4.0	1.0	5.0	3372.0
MUX10071.WHB6783.unmapped-both-read-and-mate	826.0	340.0	12.0	1.0	1.0	4.0	3227.0
MUX10071.WHB6784.unmapped-both-read-and-mate	714.0	288.0	14.0	7.0	1.0	3.0	3220.0
MUX10071.WHB6785.unmapped-both-read-and-mate	678.0	363.0	29.0	6.0	3.0	12.0	3600.0
MUX10072.WHB6787.unmapped-both-read-and-mate	2296.0	287.0	64.0	4.0	3.0	11.0	4058.0
MUX10072.WHB6788.unmapped-both-read-and-mate	2687.0	326.0	46.0	10.0	5.0	14.0	4635.0
MUX10072.WHB6791.unmapped-both-read-and-mate	756.0	332.0	16.0	5.0	1.0	11.0	3134.0
MUX10072.WHB6793.unmapped-both-read-and-mate	1152.0	337.0	38.0	4.0	2.0	12.0	3409.0
MUX10072.WHB6796.unmapped-both-read-and-mate	1913.0	365.0	40.0	12.0	4.0	10.0	4320.0
MUX10073.WHB6786.unmapped-both-read-and-mate	782.0	330.0	25.0	7.0	4.0	4.0	3282.0
MUX10073.WHB6789.unmapped-both-read-and-mate	675.0	288.0	17.0	7.0	nan	6.0	3172.0
MUX10073.WHB6790.unmapped-both-read-and-mate	1215.0	292.0	39.0	12.0	6.0	10.0	3609.0
MUX10073.WHB6794.unmapped-both-read-and-mate	1082.0	352.0	17.0	4.0	4.0	6.0	3498.0
MUX10073.WHB6795.unmapped-both-read-and-mate	739.0	363.0	16.0	2.0	1.0	11.0	3663.0
MUX10074.WHB6797.unmapped-both-read-and-mate	1206.0	424.0	20.0	11.0	3.0	19.0	4328.0
MUX10074.WHB6798.unmapped-both-read-and-mate	560.0	360.0	19.0	nan	4.0	11.0	3185.0
MUX10074.WHB6799.unmapped-both-read-and-mate	804.0	339.0	10.0	7.0	2.0	6.0	3353.0
MUX10074.WHB6800.unmapped-both-read-and-mate	934.0	328.0	28.0	5.0	nan	9.0	2918.0
MUX10074.WHB6801.unmapped-both-read-and-mate	767.0	329.0	15.0	nan	3.0	1.0	3126.0
MUX10075.WHB6802.unmapped-both-read-and-mate	946.0	298.0	19.0	5.0	nan	7.0	3562.0
MUX10075.WHB6803.unmapped-both-read-and-mate	963.0	318.0	14.0	1.0	nan	6.0	3298.0
MUX10075.WHB6804.unmapped-both-read-and-mate	770.0	320.0	16.0	2.0	4.0	12.0	3278.0
MUX10075.WHB6805.unmapped-both-read-and-mate	667.0	315.0	7.0	3.0	1.0	4.0	3195.0
MUX10075.WHB6806.unmapped-both-read-and-mate	533.0	259.0	13.0	1.0	nan	3.0	2908.0
MUX10076.WHB6807.unmapped-both-read-and-mate	652.0	307.0	12.0	nan	2.0	5.0	2821.0
MUX10076.WHB6808.unmapped-both-read-and-mate	419.0	328.0	28.0	1.0	2.0	2.0	2678.0
MUX10076.WHB6809.unmapped-both-read-and-mate	774.0	298.0	28.0	5.0	1.0	4.0	2894.0
MUX10076.WHB6810.unmapped-both-read-and-mate	650.0	325.0	17.0	2.0	1.0	1.0	2956.0
MUX10076.WHB6811.unmapped-both-read-and-mate	566.0	387.0	15.0	2.0	nan	3.0	3285.0
MUX10077.WHB6812.unmapped-both-read-and-mate	705.0	387.0	17.0	3.0	1.0	7.0	3295.0
MUX10077.WHB6813.unmapped-both-read-and-mate	539.0	443.0	35.0	5.0	nan	15.0	3637.0
MUX10077.WHB6817.unmapped-both-read-and-mate	884.0	290.0	18.0	4.0	4.0	10.0	2805.0
MUX10077.WHB6818.unmapped-both-read-and-mate	807.0	316.0	34.0	6.0	nan	7.0	3010.0
MUX10077.WHB6819.unmapped-both-read-and-mate	593.0	276.0	16.0	2.0	2.0	3.0	2707.0
MUX10078.WHB6814.unmapped-both-read-and-mate	867.0	321.0	31.0	6.0	1.0	11.0	3457.0
MUX10078.WHB6815.unmapped-both-read-and-mate	1229.0	322.0	43.0	6.0	4.0	4.0	3717.0
MUX10078.WHB6816.unmapped-both-read-and-mate	768.0	297.0	8.0	10.0	1.0	8.0	3068.0
MUX10078.WHB6820.unmapped-both-read-and-mate	1103.0	421.0	26.0	1.0	nan	10.0	4272.0
MUX10078.WHB6823.unmapped-both-read-and-mate	436.0	325.0	7.0	3.0	nan	4.0	3009.0
MUX10079.WHB6821.unmapped-both-read-and-mate	539.0	501.0	29.0	18.0	5.0	6.0	16368.0
MUX10079.WHB6822.unmapped-both-read-and-mate	826.0	455.0	23.0	2.0	3.0	6.0	15268.0
MUX10079.WHB6825.unmapped-both-read-and-mate	530.0	449.0	19.0	9.0	3.0	5.0	14094.0
MUX10079.WHB6826.unmapped-both-read-and-mate	429.0	606.0	10.0	5.0	2.0	4.0	19179.0
MUX10080.WHB6827.unmapped-both-read-and-mate	674.0	477.0	8.0	3.0	1.0	5.0	13140.0
MUX10080.WHB6828.unmapped-both-read-and-mate	941.0	485.0	17.0	6.0	2.0	7.0	16653.0
MUX10080.WHB6829.unmapped-both-read-and-mate	558.0	505.0	17.0	9.0	nan	8.0	15092.0
MUX10080.WHB6830.unmapped-both-read-and-mate	388.0	560.0	9.0	3.0	1.0	3.0	15846.0
MUX10080.WHB6834.unmapped-both-read-and-mate	647.0	467.0	11.0	3.0	5.0	4.0	13824.0
MUX10081.WHB6831.unmapped-both-read-and-mate	875.0	498.0	25.0	5.0	3.0	5.0	15088.0
MUX10081.WHB6833.unmapped-both-read-and-mate	613.0	502.0	13.0	3.0	3.0	0.0	15036.0
MUX10081.WHB6835.unmapped-both-read-and-mate	665.0	477.0	13.0	2.0	3.0	0.0	13078.0
MUX10081.WHB6837.unmapped-both-read-and-mate	723.0	479.0	71.0	17.0	1.0	5.0	14313.0
MUX10082.WHB6836.unmapped-both-read-and-mate	731.0	743.0	17.0	4.0	1.0	11.0	20371.0
MUX10082.WHB6838.unmapped-both-read-and-mate	479.0	557.0	9.0	4.0	2.0	4.0	17321.0
MUX10082.WHB6839.unmapped-both-read-and-mate	352.0	331.0	6.0	1.0	1.0	4.0	8837.0
MUX10082.WHB6840.unmapped-both-read-and-mate	755.0	441.0	11.0	3.0	1.0	8.0	13878.0
MUX10083.WHB6842.unmapped-both-read-and-mate	1089.0	699.0	24.0	7.0	2.0	15.0	25374.0
MUX10083.WHB6846.unmapped-both-read-and-mate	885.0	448.0	19.0	2.0	2.0	7.0	16847.0
MUX10083.WHB6848.unmapped-both-read-and-mate	1106.0	552.0	39.0	5.0	2.0	8.0	17920.0
MUX10083.WHB6849.unmapped-both-read-and-mate	709.0	386.0	105.0	15.0	1.0	7.0	11957.0
MUX10084.WHB6843.unmapped-both-read-and-mate	856.0	491.0	20.0	10.0	2.0	6.0	15277.0
MUX10084.WHB6845.unmapped-both-read-and-mate	908.0	561.0	28.0	13.0	2.0	3.0	17604.0
MUX10084.WHB6847.unmapped-both-read-and-mate	784.0	343.0	18.0	4.0	1.0	10.0	13857.0
MUX10084.WHB6850.unmapped-both-read-and-mate	593.0	369.0	30.0	5.0	1.0	6.0	12583.0
MUX10084.WHB6852.unmapped-both-read-and-mate	542.0	448.0	12.0	3.0	2.0	6.0	14728.0
MUX10085.WHB6844.unmapped-both-read-and-mate	645.0	525.0	22.0	3.0	nan	8.0	17529.0
MUX10085.WHB6853.unmapped-both-read-and-mate	1050.0	564.0	62.0	6.0	3.0	19.0	18205.0
MUX10085.WHB6854.unmapped-both-read-and-mate	424.0	453.0	9.0	1.0	nan	6.0	12098.0
MUX10085.WHB6855.unmapped-both-read-and-mate	810.0	455.0	27.0	5.0	10.0	4.0	11206.0
MUX10086.WHB6857.unmapped-both-read-and-mate	823.0	341.0	14.0	3.0	1.0	9.0	13972.0
MUX10086.WHB6858.unmapped-both-read-and-mate	515.0	532.0	11.0	1.0	1.0	3.0	13241.0
MUX10086.WHB6861.unmapped-both-read-and-mate	445.0	489.0	12.0	2.0	2.0	2.0	14045.0
MUX10092.WHB6862.unmapped-both-read-and-mate	711.0	314.0	13.0	3.0	nan	2.0	2917.0
MUX10092.WHB6863.unmapped-both-read-and-mate	758.0	304.0	7.0	4.0	1.0	7.0	3288.0
MUX10092.WHB6864.unmapped-both-read-and-mate	1640.0	274.0	31.0	2.0	3.0	11.0	3908.0
MUX10092.WHB6865.unmapped-both-read-and-mate	810.0	330.0	6.0	4.0	2.0	7.0	3437.0
MUX10092.WHB6866.unmapped-both-read-and-mate	522.0	291.0	9.0	2.0	nan	5.0	2801.0
MUX10093.WHB6871.unmapped-both-read-and-mate	851.0	234.0	15.0	4.0	1.0	6.0	2563.0
MUX10093.WHB6872.unmapped-both-read-and-mate	1619.0	283.0	31.0	2.0	4.0	23.0	4624.0
MUX10093.WHB6875.unmapped-both-read-and-mate	3011.0	311.0	28.0	94.0	1.0	3471.0	3038.0
MUX10093.WHB6876.unmapped-both-read-and-mate	1546.0	271.0	128.0	50.0	2.0	876.0	3049.0
MUX10094.WHB6867.unmapped-both-read-and-mate	518.0	332.0	7.0	1.0	5.0	4.0	2679.0
MUX10094.WHB6868.unmapped-both-read-and-mate	729.0	329.0	13.0	2.0	nan	5.0	3137.0
MUX10094.WHB6869.unmapped-both-read-and-mate	834.0	322.0	29.0	2.0	2.0	16.0	3222.0
MUX10094.WHB6870.unmapped-both-read-and-mate	554.0	275.0	11.0	2.0	1.0	2.0	2848.0
MUX10094.WHB6873.unmapped-both-read-and-mate	991.0	302.0	20.0	4.0	2.0	13.0	3264.0
MUX10095.WHB6877.unmapped-both-read-and-mate	688.0	289.0	18.0	5.0	5.0	12.0	3029.0
MUX10095.WHB6881.unmapped-both-read-and-mate	1312.0	252.0	23.0	9.0	3.0	11.0	3971.0
MUX10095.WHB6882.unmapped-both-read-and-mate	675.0	357.0	11.0	1.0	1.0	3.0	3275.0
MUX10095.WHB6883.unmapped-both-read-and-mate	1716.0	318.0	32.0	7.0	5.0	10.0	3788.0
MUX10095.WHB6886.unmapped-both-read-and-mate	885.0	299.0	10.0	5.0	nan	7.0	3020.0
MUX10096.WHB6879.unmapped-both-read-and-mate	2657.0	227.0	43.0	7.0	4.0	19.0	4142.0
MUX10096.WHB6889.unmapped-both-read-and-mate	920.0	260.0	23.0	1.0	1.0	6.0	2972.0
MUX10096.WHB6890.unmapped-both-read-and-mate	1294.0	300.0	29.0	10.0	1.0	15.0	3463.0
MUX10096.WHB6891.unmapped-both-read-and-mate	1575.0	279.0	23.0	2.0	nan	20.0	3931.0
MUX10096.WHB6892.unmapped-both-read-and-mate	2411.0	377.0	41.0	3.0	1.0	25.0	4998.0
MUX10097.WHB6878.unmapped-both-read-and-mate	1012.0	277.0	22.0	6.0	2.0	13.0	3370.0
MUX10097.WHB6880.unmapped-both-read-and-mate	1167.0	272.0	12.0	4.0	1.0	5.0	3420.0
MUX10097.WHB6884.unmapped-both-read-and-mate	892.0	328.0	13.0	4.0	1.0	7.0	3118.0
MUX10097.WHB6885.unmapped-both-read-and-mate	1660.0	290.0	201.0	41.0	22.0	15.0	4165.0
MUX10097.WHB6887.unmapped-both-read-and-mate	1117.0	305.0	21.0	4.0	1.0	5.0	3511.0
MUX10098.WHB6888.unmapped-both-read-and-mate	2215.0	333.0	20.0	7.0	2.0	18.0	4373.0
MUX10098.WHB6893.unmapped-both-read-and-mate	1239.0	184.0	29.0	4.0	2.0	5.0	3245.0
MUX10098.WHB6894.unmapped-both-read-and-mate	903.0	239.0	39.0	2.0	2.0	16.0	3547.0
MUX10098.WHB6895.unmapped-both-read-and-mate	3987.0	295.0	32.0	7.0	nan	27.0	5382.0
MUX10098.WHB6896.unmapped-both-read-and-mate	1151.0	290.0	24.0	4.0	1.0	13.0	3318.0
MUX10099.WHB6897.unmapped-both-read-and-mate	419.0	278.0	11.0	7.0	nan	7.0	2822.0
MUX10099.WHB6898.unmapped-both-read-and-mate	617.0	385.0	15.0	2.0	1.0	6.0	3498.0
MUX10099.WHB6899.unmapped-both-read-and-mate	607.0	290.0	31.0	13.0	3.0	8.0	3052.0
MUX10099.WHB6900.unmapped-both-read-and-mate	1173.0	355.0	23.0	2.0	1.0	8.0	3524.0
MUX10100.WHB6902.unmapped-both-read-and-mate	477.0	430.0	12.0	2.0	3.0	5.0	12901.0
MUX10100.WHB6903.unmapped-both-read-and-mate	709.0	749.0	9.0	7.0	3.0	9.0	26902.0
MUX10100.WHB6904.unmapped-both-read-and-mate	429.0	566.0	13.0	1.0	nan	13.0	20115.0
MUX10100.WHB6905.unmapped-both-read-and-mate	749.0	743.0	21.0	15.0	nan	7.0	27262.0
MUX10100.WHB6906.unmapped-both-read-and-mate	579.0	739.0	14.0	4.0	2.0	6.0	27993.0
MUX10101.WHB6907.unmapped-both-read-and-mate	736.0	676.0	24.0	1.0	1.0	12.0	22278.0
MUX10101.WHB6908.unmapped-both-read-and-mate	631.0	629.0	25.0	7.0	nan	10.0	19090.0
MUX10101.WHB6909.unmapped-both-read-and-mate	1067.0	392.0	16.0	10.0	nan	9.0	13243.0
MUX10101.WHB6910.unmapped-both-read-and-mate	579.0	508.0	16.0	4.0	nan	2.0	14407.0
MUX10101.WHB6911.unmapped-both-read-and-mate	640.0	535.0	20.0	8.0	4.0	6.0	16468.0
MUX10102.WHB6912.unmapped-both-read-and-mate	1425.0	591.0	12.0	6.0	1.0	3214.0	19091.0
MUX10102.WHB6913.unmapped-both-read-and-mate	4715.0	357.0	60.0	13.0	4.0	24.0	17338.0
MUX10102.WHB6914.unmapped-both-read-and-mate	465.0	598.0	8.0	1.0	3.0	9.0	18596.0
MUX10102.WHB6915.unmapped-both-read-and-mate	995.0	609.0	14.0	3.0	1.0	9.0	21672.0
MUX10102.WHB6916.unmapped-both-read-and-mate	564.0	554.0	17.0	5.0	1.0	14.0	18157.0
MUX10103.WHB6917.unmapped-both-read-and-mate	483.0	618.0	13.0	4.0	2.0	4.0	20403.0
MUX10103.WHB6918.unmapped-both-read-and-mate	388.0	510.0	10.0	4.0	1.0	7.0	16248.0
MUX10103.WHB6919.unmapped-both-read-and-mate	468.0	518.0	10.0	2.0	1.0	6.0	16662.0
MUX10103.WHB6920.unmapped-both-read-and-mate	1150.0	655.0	23.0	8.0	3.0	30.0	20768.0
MUX10103.WHB6921.unmapped-both-read-and-mate	922.0	514.0	12.0	nan	1.0	10.0	17706.0
MUX10104.WHB6922.unmapped-both-read-and-mate	1344.0	662.0	22.0	nan	nan	18.0	22217.0
MUX10104.WHB6923.unmapped-both-read-and-mate	1165.0	482.0	15.0	7.0	2.0	199.0	14549.0
MUX10104.WHB6924.unmapped-both-read-and-mate	1243.0	705.0	28.0	8.0	2.0	8.0	22730.0
MUX10104.WHB6925.unmapped-both-read-and-mate	684.0	563.0	17.0	1.0	3.0	7.0	18890.0
MUX10104.WHB6926.unmapped-both-read-and-mate	835.0	494.0	23.0	3.0	4.0	9.0	15532.0
MUX10105.WHB6927.unmapped-both-read-and-mate	499.0	419.0	30.0	nan	1.0	12.0	12496.0
MUX10105.WHB6928.unmapped-both-read-and-mate	787.0	459.0	175.0	3.0	1.0	13.0	14289.0
MUX10105.WHB6929.unmapped-both-read-and-mate	1066.0	486.0	22.0	4.0	2.0	3278.0	17111.0
MUX10105.WHB6930.unmapped-both-read-and-mate	486.0	463.0	12.0	3.0	1.0	8.0	12509.0
MUX10105.WHB6931.unmapped-both-read-and-mate	1437.0	502.0	82.0	10.0	1.0	17.0	15514.0
MUX10106.WHB6932.unmapped-both-read-and-mate	428.0	484.0	18.0	1.0	1.0	8.0	13647.0
MUX10106.WHB6933.unmapped-both-read-and-mate	514.0	630.0	50.0	8.0	nan	14.0	16746.0
MUX10106.WHB6935.unmapped-both-read-and-mate	451.0	541.0	16.0	1.0	nan	8.0	15015.0
MUX10106.WHB6936.unmapped-both-read-and-mate	1249.0	777.0	20.0	10.0	4.0	21.0	17159.0
MUX10107.WHB6937.unmapped-both-read-and-mate	441.0	592.0	9.0	4.0	nan	8.0	16481.0
MUX10107.WHB6938.unmapped-both-read-and-mate	538.0	425.0	26.0	1.0	2.0	12.0	14785.0
MUX10107.WHB6939.unmapped-both-read-and-mate	709.0	623.0	11.0	1.0	1.0	15.0	17893.0
MUX10107.WHB6940.unmapped-both-read-and-mate	500.0	494.0	18.0	3.0	1.0	6.0	19360.0
MUX10107.WHB6941.unmapped-both-read-and-mate	540.0	468.0	6.0	4.0	1.0	4.0	13652.0
MUX10108.WHB6942.unmapped-both-read-and-mate	623.0	427.0	17.0	1.0	nan	21.0	7299.0
MUX10108.WHB6943.unmapped-both-read-and-mate	657.0	349.0	13.0	6.0	3.0	8.0	6424.0
MUX10108.WHB6944.unmapped-both-read-and-mate	659.0	408.0	13.0	12.0	3.0	10.0	7398.0
MUX10108.WHB6945.unmapped-both-read-and-mate	615.0	445.0	16.0	6.0	nan	7.0	7323.0
MUX10108.WHB6946.unmapped-both-read-and-mate	586.0	348.0	6.0	3.0	nan	15.0	6337.0
MUX10109.WHB6947.unmapped-both-read-and-mate	731.0	470.0	20.0	8.0	2.0	9.0	8641.0
MUX10109.WHB6949.unmapped-both-read-and-mate	869.0	393.0	20.0	3.0	nan	11.0	7156.0
MUX10109.WHB6950.unmapped-both-read-and-mate	529.0	345.0	10.0	1.0	nan	8.0	6596.0
MUX10109.WHB6951.unmapped-both-read-and-mate	726.0	389.0	22.0	87.0	1.0	3.0	6582.0
MUX10109.WHB6952.unmapped-both-read-and-mate	489.0	399.0	22.0	nan	1.0	4.0	7917.0
MUX10110.WHB6953.unmapped-both-read-and-mate	636.0	450.0	12.0	3.0	1.0	9.0	7324.0
MUX10110.WHB6954.unmapped-both-read-and-mate	751.0	417.0	14.0	2.0	1.0	6.0	7961.0
MUX10110.WHB6955.unmapped-both-read-and-mate	1593.0	373.0	61.0	4.0	1.0	9.0	8122.0
MUX10110.WHB6956.unmapped-both-read-and-mate	395.0	348.0	8.0	2.0	1.0	8.0	6858.0
MUX10110.WHB6957.unmapped-both-read-and-mate	812.0	463.0	18.0	nan	1.0	8.0	7561.0
MUX10111.WHB6948.unmapped-both-read-and-mate	620.0	505.0	12.0	2.0	1.0	13.0	8695.0
MUX10111.WHB6976.unmapped-both-read-and-mate	296.0	544.0	4.0	3.0	4.0	7.0	7641.0
MUX10111.WHB6977.unmapped-both-read-and-mate	619.0	463.0	19.0	2.0	4.0	12.0	6749.0
MUX10111.WHB6982.unmapped-both-read-and-mate	678.0	491.0	48.0	19.0	25.0	7.0	7315.0
MUX10111.WHB6983.unmapped-both-read-and-mate	435.0	427.0	21.0	3.0	1.0	10.0	6886.0
MUX10112.WHB6958.unmapped-both-read-and-mate	542.0	398.0	16.0	3.0	1.0	3.0	7394.0
MUX10112.WHB6959.unmapped-both-read-and-mate	1000.0	447.0	18.0	7.0	nan	14.0	10311.0
MUX10112.WHB6960.unmapped-both-read-and-mate	656.0	438.0	13.0	1.0	1.0	4.0	8641.0
MUX10112.WHB6961.unmapped-both-read-and-mate	716.0	372.0	41.0	12.0	2.0	6.0	7691.0
MUX10112.WHB6962.unmapped-both-read-and-mate	635.0	472.0	9.0	6.0	1.0	4.0	9751.0
MUX10113.WHB6963.unmapped-both-read-and-mate	864.0	359.0	11.0	5.0	1.0	11.0	7556.0
MUX10113.WHB6964.unmapped-both-read-and-mate	963.0	438.0	64.0	7.0	5.0	10.0	8199.0
MUX10113.WHB6966.unmapped-both-read-and-mate	795.0	387.0	28.0	2.0	3.0	8.0	7094.0
MUX10113.WHB6967.unmapped-both-read-and-mate	752.0	425.0	17.0	4.0	nan	11.0	7464.0
MUX10114.WHB6968.unmapped-both-read-and-mate	1029.0	417.0	15.0	4.0	1.0	26.0	8669.0
MUX10114.WHB6969.unmapped-both-read-and-mate	556.0	277.0	6.0	3.0	1.0	7.0	4931.0
MUX10114.WHB6970.unmapped-both-read-and-mate	657.0	402.0	16.0	3.0	1.0	11.0	7695.0
MUX10114.WHB6971.unmapped-both-read-and-mate	680.0	417.0	20.0	3.0	2.0	3.0	9212.0
MUX10114.WHB6972.unmapped-both-read-and-mate	2672.0	368.0	98.0	18.0	32.0	30.0	9059.0
MUX10115.WHB6973.unmapped-both-read-and-mate	172.0	626.0	2.0	7.0	2.0	6.0	9362.0
MUX10115.WHB6974.unmapped-both-read-and-mate	208.0	596.0	8.0	10.0	4.0	1.0	9057.0
MUX10115.WHB6985.unmapped-both-read-and-mate	272.0	565.0	10.0	6.0	3.0	9.0	9010.0
MUX10115.WHB6986.unmapped-both-read-and-mate	404.0	579.0	15.0	6.0	4.0	6.0	8051.0
MUX10115.WHB6994.unmapped-both-read-and-mate	491.0	471.0	12.0	2.0	1.0	9.0	9936.0
MUX10116.WHB6989.unmapped-both-read-and-mate	337.0	309.0	14.0	9.0	1.0	5.0	3557.0
MUX10116.WHB6990.unmapped-both-read-and-mate	530.0	429.0	15.0	9.0	nan	2.0	3924.0
MUX10116.WHB6995.unmapped-both-read-and-mate	868.0	393.0	18.0	7.0	2.0	10.0	4281.0
MUX10117.WHB6996.unmapped-both-read-and-mate	663.0	325.0	15.0	6.0	nan	11.0	3504.0
MUX10117.WHB7000.unmapped-both-read-and-mate	1365.0	441.0	42.0	18.0	7.0	30.0	5313.0
MUX10117.WHB7001.unmapped-both-read-and-mate	665.0	281.0	204.0	90.0	7.0	13.0	3318.0
MUX10117.WHB7002.unmapped-both-read-and-mate	238.0	374.0	2.0	4.0	nan	7.0	3366.0
MUX10117.WHB7004.unmapped-both-read-and-mate	404.0	425.0	13.0	3.0	nan	18.0	3781.0
MUX10118.WHB6997.unmapped-both-read-and-mate	492.0	421.0	10.0	5.0	5.0	5.0	3921.0
MUX10118.WHB6998.unmapped-both-read-and-mate	548.0	351.0	7.0	8.0	3.0	6.0	4631.0
MUX10118.WHB7009.unmapped-both-read-and-mate	416.0	358.0	11.0	3.0	4.0	6.0	3610.0
MUX10118.WHB7010.unmapped-both-read-and-mate	1129.0	361.0	36.0	3.0	4.0	6.0	4080.0
MUX10118.WHB7014.unmapped-both-read-and-mate	441.0	347.0	6.0	4.0	nan	7.0	3323.0
MUX10119.WHB7005.unmapped-both-read-and-mate	285.0	669.0	32.0	10.0	5.0	10.0	4988.0
MUX10119.WHB7006.unmapped-both-read-and-mate	732.0	290.0	15.0	6.0	2.0	7.0	3580.0
MUX10119.WHB7007.unmapped-both-read-and-mate	418.0	298.0	13.0	2.0	nan	2.0	3007.0
MUX10119.WHB7008.unmapped-both-read-and-mate	510.0	311.0	23.0	5.0	3.0	28.0	3029.0
