Sample	Pseudomonas	Homo	Sphingomonas	Sphingobium	Alcaligenes	Other	Unclassified
MUX10060.WHB6590.unmapped-both-read-and-mate	9.0	600.0	7.0	8.0	nan	1662.0	12541.0
MUX10060.WHB7649.unmapped-both-read-and-mate	10.0	517.0	8.0	12.0	1.0	3090.0	12762.0
MUX10061.WHB6593.unmapped-both-read-and-mate	7.0	449.0	4.0	5.0	nan	2192.0	12574.0
MUX10061.WHB6594.unmapped-both-read-and-mate	16.0	563.0	9.0	14.0	nan	2805.0	15787.0
MUX10061.WHB6595.unmapped-both-read-and-mate	8.0	562.0	3.0	3.0	nan	1257.0	13446.0
MUX10061.WHB6599.unmapped-both-read-and-mate	7.0	504.0	1.0	6.0	1.0	1357.0	13433.0
MUX10061.WHB6601.unmapped-both-read-and-mate	11.0	540.0	3.0	4.0	nan	1640.0	16475.0
MUX10062.WHB6597.unmapped-both-read-and-mate	10.0	704.0	10.0	3.0	nan	2762.0	15010.0
MUX10062.WHB6598.unmapped-both-read-and-mate	13.0	512.0	7.0	9.0	nan	2265.0	11337.0
MUX10062.WHB6600.unmapped-both-read-and-mate	8.0	537.0	8.0	4.0	nan	1672.0	13913.0
MUX10062.WHB6602.unmapped-both-read-and-mate	14.0	566.0	6.0	14.0	nan	2454.0	14212.0
MUX10062.WHB6603.unmapped-both-read-and-mate	8.0	546.0	2.0	5.0	nan	1198.0	12646.0
MUX10063.WHB6605.unmapped-both-read-and-mate	17.0	509.0	7.0	6.0	1.0	3397.0	12518.0
MUX10063.WHB6607.unmapped-both-read-and-mate	17.0	557.0	16.0	12.0	nan	3500.0	13262.0
MUX10063.WHB6610.unmapped-both-read-and-mate	12.0	508.0	4.0	3.0	1.0	1554.0	12713.0
MUX10063.WHB6611.unmapped-both-read-and-mate	16.0	494.0	14.0	7.0	nan	3379.0	12382.0
MUX10063.WHB6612.unmapped-both-read-and-mate	13.0	536.0	8.0	3.0	1.0	2207.0	13091.0
MUX10064.WHB6606.unmapped-both-read-and-mate	22.0	618.0	5.0	5.0	nan	2927.0	13850.0
MUX10064.WHB6609.unmapped-both-read-and-mate	16.0	727.0	6.0	10.0	nan	3295.0	15059.0
MUX10064.WHB6613.unmapped-both-read-and-mate	10.0	476.0	8.0	5.0	nan	1574.0	11359.0
MUX10064.WHB6614.unmapped-both-read-and-mate	6.0	532.0	2.0	3.0	nan	1446.0	10049.0
MUX10064.WHB6615.unmapped-both-read-and-mate	14.0	684.0	4.0	5.0	nan	2315.0	13854.0
MUX10065.WHB6641.unmapped-both-read-and-mate	22.0	490.0	9.0	6.0	1.0	2038.0	9605.0
MUX10065.WHB6642.unmapped-both-read-and-mate	3.0	448.0	2.0	1.0	nan	1093.0	8788.0
MUX10065.WHB6643.unmapped-both-read-and-mate	8.0	406.0	5.0	12.0	nan	1265.0	10751.0
MUX10065.WHB6644.unmapped-both-read-and-mate	8.0	529.0	4.0	6.0	nan	1281.0	10473.0
MUX10065.WHB6645.unmapped-both-read-and-mate	3.0	541.0	6.0	9.0	nan	1914.0	10697.0
MUX10066.WHB6646.unmapped-both-read-and-mate	21.0	450.0	13.0	9.0	nan	3774.0	11458.0
MUX10066.WHB6647.unmapped-both-read-and-mate	18.0	392.0	4.0	4.0	nan	1845.0	10659.0
MUX10066.WHB6648.unmapped-both-read-and-mate	14.0	358.0	15.0	7.0	nan	3063.0	9104.0
MUX10066.WHB6649.unmapped-both-read-and-mate	20.0	341.0	13.0	9.0	1.0	4061.0	11214.0
MUX10066.WHB6650.unmapped-both-read-and-mate	15.0	424.0	7.0	7.0	nan	2486.0	11018.0
MUX10067.WHB6651.unmapped-both-read-and-mate	9.0	508.0	8.0	3.0	nan	2658.0	9180.0
MUX10067.WHB6653.unmapped-both-read-and-mate	13.0	441.0	6.0	19.0	nan	4318.0	10154.0
MUX10067.WHB6654.unmapped-both-read-and-mate	13.0	506.0	11.0	3.0	nan	2813.0	11606.0
MUX10067.WHB6656.unmapped-both-read-and-mate	3.0	537.0	6.0	2.0	nan	1419.0	9666.0
MUX10067.WHB6657.unmapped-both-read-and-mate	17.0	527.0	3.0	3.0	nan	1911.0	9943.0
MUX10068.WHB6655.unmapped-both-read-and-mate	31.0	379.0	3.0	7.0	nan	2099.0	9111.0
MUX10068.WHB6658.unmapped-both-read-and-mate	10.0	410.0	3.0	9.0	nan	2056.0	11201.0
MUX10068.WHB6659.unmapped-both-read-and-mate	13.0	418.0	4.0	6.0	nan	2466.0	10162.0
MUX10068.WHB6660.unmapped-both-read-and-mate	22.0	430.0	8.0	12.0	nan	3170.0	12686.0
MUX10068.WHB6662.unmapped-both-read-and-mate	28.0	433.0	2.0	15.0	nan	2461.0	10030.0
MUX10071.WHB6781.unmapped-both-read-and-mate	8.0	357.0	16.0	3.0	nan	938.0	3994.0
MUX10071.WHB6782.unmapped-both-read-and-mate	2.0	367.0	12.0	4.0	nan	541.0	3372.0
MUX10071.WHB6783.unmapped-both-read-and-mate	6.0	340.0	3.0	3.0	nan	832.0	3227.0
MUX10071.WHB6784.unmapped-both-read-and-mate	3.0	288.0	10.0	6.0	nan	720.0	3220.0
MUX10071.WHB6785.unmapped-both-read-and-mate	7.0	363.0	9.0	17.0	nan	695.0	3600.0
MUX10072.WHB6787.unmapped-both-read-and-mate	17.0	287.0	35.0	7.0	nan	2319.0	4058.0
MUX10072.WHB6788.unmapped-both-read-and-mate	20.0	326.0	47.0	16.0	nan	2679.0	4635.0
MUX10072.WHB6791.unmapped-both-read-and-mate	7.0	332.0	9.0	4.0	nan	769.0	3134.0
MUX10072.WHB6793.unmapped-both-read-and-mate	11.0	337.0	22.0	9.0	1.0	1165.0	3409.0
MUX10072.WHB6796.unmapped-both-read-and-mate	14.0	365.0	24.0	2.0	2.0	1937.0	4320.0
MUX10073.WHB6786.unmapped-both-read-and-mate	9.0	330.0	6.0	2.0	nan	805.0	3282.0
MUX10073.WHB6789.unmapped-both-read-and-mate	7.0	288.0	3.0	5.0	nan	690.0	3172.0
MUX10073.WHB6790.unmapped-both-read-and-mate	15.0	292.0	15.0	8.0	nan	1244.0	3609.0
MUX10073.WHB6794.unmapped-both-read-and-mate	10.0	352.0	12.0	8.0	nan	1083.0	3498.0
MUX10073.WHB6795.unmapped-both-read-and-mate	2.0	363.0	5.0	9.0	nan	753.0	3663.0
MUX10074.WHB6797.unmapped-both-read-and-mate	9.0	424.0	17.0	5.0	nan	1228.0	4328.0
MUX10074.WHB6798.unmapped-both-read-and-mate	2.0	360.0	8.0	13.0	1.0	570.0	3185.0
MUX10074.WHB6799.unmapped-both-read-and-mate	7.0	339.0	6.0	2.0	nan	814.0	3353.0
MUX10074.WHB6800.unmapped-both-read-and-mate	8.0	328.0	8.0	6.0	nan	954.0	2918.0
MUX10074.WHB6801.unmapped-both-read-and-mate	1.0	329.0	9.0	5.0	nan	771.0	3126.0
MUX10075.WHB6802.unmapped-both-read-and-mate	9.0	298.0	5.0	4.0	nan	959.0	3562.0
MUX10075.WHB6803.unmapped-both-read-and-mate	6.0	318.0	16.0	2.0	nan	960.0	3298.0
MUX10075.WHB6804.unmapped-both-read-and-mate	5.0	320.0	9.0	2.0	nan	788.0	3278.0
MUX10075.WHB6805.unmapped-both-read-and-mate	1.0	315.0	8.0	8.0	nan	665.0	3195.0
MUX10075.WHB6806.unmapped-both-read-and-mate	3.0	259.0	2.0	4.0	nan	541.0	2908.0
MUX10076.WHB6807.unmapped-both-read-and-mate	5.0	307.0	5.0	6.0	nan	655.0	2821.0
MUX10076.WHB6808.unmapped-both-read-and-mate	7.0	328.0	4.0	nan	nan	441.0	2678.0
MUX10076.WHB6809.unmapped-both-read-and-mate	6.0	298.0	17.0	8.0	nan	781.0	2894.0
MUX10076.WHB6810.unmapped-both-read-and-mate	7.0	325.0	10.0	2.0	nan	652.0	2956.0
MUX10076.WHB6811.unmapped-both-read-and-mate	3.0	387.0	2.0	5.0	nan	576.0	3285.0
MUX10077.WHB6812.unmapped-both-read-and-mate	6.0	387.0	9.0	4.0	nan	714.0	3295.0
MUX10077.WHB6813.unmapped-both-read-and-mate	5.0	443.0	nan	5.0	nan	584.0	3637.0
MUX10077.WHB6817.unmapped-both-read-and-mate	7.0	290.0	8.0	1.0	nan	904.0	2805.0
MUX10077.WHB6818.unmapped-both-read-and-mate	4.0	316.0	3.0	2.0	nan	845.0	3010.0
MUX10077.WHB6819.unmapped-both-read-and-mate	2.0	276.0	4.0	5.0	nan	605.0	2707.0
MUX10078.WHB6814.unmapped-both-read-and-mate	5.0	321.0	10.0	4.0	nan	897.0	3457.0
MUX10078.WHB6815.unmapped-both-read-and-mate	2.0	322.0	16.0	1.0	nan	1267.0	3717.0
MUX10078.WHB6816.unmapped-both-read-and-mate	3.0	297.0	3.0	3.0	nan	786.0	3068.0
MUX10078.WHB6820.unmapped-both-read-and-mate	12.0	421.0	6.0	7.0	nan	1115.0	4272.0
MUX10078.WHB6823.unmapped-both-read-and-mate	nan	325.0	12.0	2.0	nan	436.0	3009.0
MUX10079.WHB6821.unmapped-both-read-and-mate	1.0	501.0	8.0	6.0	1.0	581.0	16368.0
MUX10079.WHB6822.unmapped-both-read-and-mate	6.0	455.0	7.0	10.0	nan	837.0	15268.0
MUX10079.WHB6825.unmapped-both-read-and-mate	3.0	449.0	9.0	6.0	nan	548.0	14094.0
MUX10079.WHB6826.unmapped-both-read-and-mate	2.0	606.0	3.0	1.0	nan	444.0	19179.0
MUX10080.WHB6827.unmapped-both-read-and-mate	5.0	477.0	5.0	6.0	nan	675.0	13140.0
MUX10080.WHB6828.unmapped-both-read-and-mate	4.0	485.0	12.0	8.0	nan	949.0	16653.0
MUX10080.WHB6829.unmapped-both-read-and-mate	3.0	505.0	4.0	2.0	nan	583.0	15092.0
MUX10080.WHB6830.unmapped-both-read-and-mate	2.0	560.0	6.0	1.0	nan	395.0	15846.0
MUX10080.WHB6834.unmapped-both-read-and-mate	5.0	467.0	5.0	2.0	nan	658.0	13824.0
MUX10081.WHB6831.unmapped-both-read-and-mate	26.0	498.0	10.0	3.0	nan	874.0	15088.0
MUX10081.WHB6833.unmapped-both-read-and-mate	8.0	502.0	8.0	5.0	1.0	610.0	15036.0
MUX10081.WHB6835.unmapped-both-read-and-mate	6.0	477.0	6.0	2.0	nan	669.0	13078.0
MUX10081.WHB6837.unmapped-both-read-and-mate	10.0	479.0	29.0	8.0	nan	770.0	14313.0
MUX10082.WHB6836.unmapped-both-read-and-mate	8.0	743.0	14.0	12.0	nan	730.0	20371.0
MUX10082.WHB6838.unmapped-both-read-and-mate	4.0	557.0	5.0	4.0	nan	485.0	17321.0
MUX10082.WHB6839.unmapped-both-read-and-mate	3.0	331.0	5.0	1.0	nan	355.0	8837.0
MUX10082.WHB6840.unmapped-both-read-and-mate	8.0	441.0	9.0	4.0	nan	757.0	13878.0
MUX10083.WHB6842.unmapped-both-read-and-mate	9.0	699.0	3.0	8.0	nan	1117.0	25374.0
MUX10083.WHB6846.unmapped-both-read-and-mate	1.0	448.0	9.0	2.0	nan	903.0	16847.0
MUX10083.WHB6848.unmapped-both-read-and-mate	9.0	552.0	14.0	1.0	nan	1136.0	17920.0
MUX10083.WHB6849.unmapped-both-read-and-mate	3.0	386.0	3.0	4.0	nan	827.0	11957.0
MUX10084.WHB6843.unmapped-both-read-and-mate	7.0	491.0	17.0	nan	nan	870.0	15277.0
MUX10084.WHB6845.unmapped-both-read-and-mate	12.0	561.0	6.0	3.0	nan	933.0	17604.0
MUX10084.WHB6847.unmapped-both-read-and-mate	8.0	343.0	15.0	2.0	nan	792.0	13857.0
MUX10084.WHB6850.unmapped-both-read-and-mate	1.0	369.0	5.0	2.0	nan	627.0	12583.0
MUX10084.WHB6852.unmapped-both-read-and-mate	4.0	448.0	7.0	1.0	nan	553.0	14728.0
MUX10085.WHB6844.unmapped-both-read-and-mate	1.0	525.0	5.0	1.0	nan	671.0	17529.0
MUX10085.WHB6853.unmapped-both-read-and-mate	2.0	564.0	14.0	2.0	nan	1122.0	18205.0
MUX10085.WHB6854.unmapped-both-read-and-mate	5.0	453.0	10.0	5.0	nan	420.0	12098.0
MUX10085.WHB6855.unmapped-both-read-and-mate	4.0	455.0	12.0	4.0	nan	836.0	11206.0
MUX10086.WHB6857.unmapped-both-read-and-mate	10.0	341.0	8.0	2.0	nan	830.0	13972.0
MUX10086.WHB6858.unmapped-both-read-and-mate	5.0	532.0	nan	nan	nan	526.0	13241.0
MUX10086.WHB6861.unmapped-both-read-and-mate	4.0	489.0	4.0	nan	nan	455.0	14045.0
MUX10092.WHB6862.unmapped-both-read-and-mate	8.0	314.0	13.0	2.0	nan	706.0	2917.0
MUX10092.WHB6863.unmapped-both-read-and-mate	3.0	304.0	8.0	4.0	nan	762.0	3288.0
MUX10092.WHB6864.unmapped-both-read-and-mate	6.0	274.0	88.0	24.0	nan	1569.0	3908.0
MUX10092.WHB6865.unmapped-both-read-and-mate	9.0	330.0	11.0	5.0	1.0	803.0	3437.0
MUX10092.WHB6866.unmapped-both-read-and-mate	2.0	291.0	5.0	2.0	nan	529.0	2801.0
MUX10093.WHB6871.unmapped-both-read-and-mate	5.0	234.0	9.0	2.0	nan	861.0	2563.0
MUX10093.WHB6872.unmapped-both-read-and-mate	13.0	283.0	23.0	9.0	1.0	1633.0	4624.0
MUX10093.WHB6875.unmapped-both-read-and-mate	12.0	311.0	9.0	4.0	nan	6580.0	3038.0
MUX10093.WHB6876.unmapped-both-read-and-mate	38.0	271.0	9.0	3.0	nan	2552.0	3049.0
MUX10094.WHB6867.unmapped-both-read-and-mate	3.0	332.0	9.0	nan	nan	523.0	2679.0
MUX10094.WHB6868.unmapped-both-read-and-mate	3.0	329.0	9.0	5.0	nan	732.0	3137.0
MUX10094.WHB6869.unmapped-both-read-and-mate	5.0	322.0	9.0	3.0	nan	866.0	3222.0
MUX10094.WHB6870.unmapped-both-read-and-mate	2.0	275.0	11.0	5.0	nan	552.0	2848.0
MUX10094.WHB6873.unmapped-both-read-and-mate	4.0	302.0	6.0	6.0	nan	1014.0	3264.0
MUX10095.WHB6877.unmapped-both-read-and-mate	10.0	289.0	9.0	7.0	1.0	701.0	3029.0
MUX10095.WHB6881.unmapped-both-read-and-mate	13.0	252.0	22.0	7.0	nan	1316.0	3971.0
MUX10095.WHB6882.unmapped-both-read-and-mate	4.0	357.0	6.0	2.0	nan	679.0	3275.0
MUX10095.WHB6883.unmapped-both-read-and-mate	17.0	318.0	12.0	12.0	nan	1729.0	3788.0
MUX10095.WHB6886.unmapped-both-read-and-mate	5.0	299.0	14.0	8.0	nan	880.0	3020.0
MUX10096.WHB6879.unmapped-both-read-and-mate	19.0	227.0	14.0	11.0	nan	2686.0	4142.0
MUX10096.WHB6889.unmapped-both-read-and-mate	9.0	260.0	10.0	1.0	nan	931.0	2972.0
MUX10096.WHB6890.unmapped-both-read-and-mate	15.0	300.0	15.0	13.0	nan	1306.0	3463.0
MUX10096.WHB6891.unmapped-both-read-and-mate	10.0	279.0	14.0	17.0	nan	1579.0	3931.0
MUX10096.WHB6892.unmapped-both-read-and-mate	12.0	377.0	26.0	7.0	nan	2436.0	4998.0
MUX10097.WHB6878.unmapped-both-read-and-mate	5.0	277.0	12.0	6.0	nan	1032.0	3370.0
MUX10097.WHB6880.unmapped-both-read-and-mate	4.0	272.0	20.0	6.0	nan	1159.0	3420.0
MUX10097.WHB6884.unmapped-both-read-and-mate	7.0	328.0	6.0	5.0	nan	899.0	3118.0
MUX10097.WHB6885.unmapped-both-read-and-mate	12.0	290.0	26.0	7.0	nan	1894.0	4165.0
MUX10097.WHB6887.unmapped-both-read-and-mate	3.0	305.0	9.0	8.0	nan	1128.0	3511.0
MUX10098.WHB6888.unmapped-both-read-and-mate	12.0	333.0	22.0	10.0	nan	2218.0	4373.0
MUX10098.WHB6893.unmapped-both-read-and-mate	3.0	184.0	15.0	6.0	nan	1255.0	3245.0
MUX10098.WHB6894.unmapped-both-read-and-mate	9.0	239.0	16.0	5.0	nan	932.0	3547.0
MUX10098.WHB6895.unmapped-both-read-and-mate	27.0	295.0	17.0	6.0	nan	4003.0	5382.0
MUX10098.WHB6896.unmapped-both-read-and-mate	8.0	290.0	19.0	4.0	nan	1162.0	3318.0
MUX10099.WHB6897.unmapped-both-read-and-mate	3.0	278.0	4.0	1.0	nan	436.0	2822.0
MUX10099.WHB6898.unmapped-both-read-and-mate	8.0	385.0	12.0	4.0	nan	617.0	3498.0
MUX10099.WHB6899.unmapped-both-read-and-mate	2.0	290.0	5.0	5.0	nan	650.0	3052.0
MUX10099.WHB6900.unmapped-both-read-and-mate	6.0	355.0	13.0	4.0	nan	1184.0	3524.0
MUX10100.WHB6902.unmapped-both-read-and-mate	6.0	430.0	9.0	1.0	nan	483.0	12901.0
MUX10100.WHB6903.unmapped-both-read-and-mate	7.0	749.0	3.0	2.0	nan	725.0	26902.0
MUX10100.WHB6904.unmapped-both-read-and-mate	9.0	566.0	3.0	4.0	nan	440.0	20115.0
MUX10100.WHB6905.unmapped-both-read-and-mate	5.0	743.0	5.0	3.0	nan	779.0	27262.0
MUX10100.WHB6906.unmapped-both-read-and-mate	6.0	739.0	10.0	4.0	nan	585.0	27993.0
MUX10101.WHB6907.unmapped-both-read-and-mate	7.0	676.0	5.0	3.0	nan	759.0	22278.0
MUX10101.WHB6908.unmapped-both-read-and-mate	3.0	629.0	8.0	6.0	nan	656.0	19090.0
MUX10101.WHB6909.unmapped-both-read-and-mate	4.0	392.0	14.0	4.0	nan	1080.0	13243.0
MUX10101.WHB6910.unmapped-both-read-and-mate	4.0	508.0	2.0	4.0	nan	591.0	14407.0
MUX10101.WHB6911.unmapped-both-read-and-mate	1.0	535.0	3.0	3.0	nan	671.0	16468.0
MUX10102.WHB6912.unmapped-both-read-and-mate	5.0	591.0	17.0	6.0	nan	4630.0	19091.0
MUX10102.WHB6913.unmapped-both-read-and-mate	38.0	357.0	40.0	19.0	1.0	4718.0	17338.0
MUX10102.WHB6914.unmapped-both-read-and-mate	8.0	598.0	3.0	1.0	nan	474.0	18596.0
MUX10102.WHB6915.unmapped-both-read-and-mate	6.0	609.0	15.0	12.0	nan	989.0	21672.0
MUX10102.WHB6916.unmapped-both-read-and-mate	1.0	554.0	2.0	5.0	nan	593.0	18157.0
MUX10103.WHB6917.unmapped-both-read-and-mate	7.0	618.0	3.0	1.0	1.0	494.0	20403.0
MUX10103.WHB6918.unmapped-both-read-and-mate	nan	510.0	5.0	1.0	nan	404.0	16248.0
MUX10103.WHB6919.unmapped-both-read-and-mate	2.0	518.0	6.0	4.0	nan	475.0	16662.0
MUX10103.WHB6920.unmapped-both-read-and-mate	9.0	655.0	5.0	2.0	nan	1198.0	20768.0
MUX10103.WHB6921.unmapped-both-read-and-mate	7.0	514.0	7.0	4.0	nan	927.0	17706.0
MUX10104.WHB6922.unmapped-both-read-and-mate	7.0	662.0	19.0	5.0	1.0	1352.0	22217.0
MUX10104.WHB6923.unmapped-both-read-and-mate	5.0	482.0	13.0	6.0	nan	1364.0	14549.0
MUX10104.WHB6924.unmapped-both-read-and-mate	7.0	705.0	30.0	5.0	nan	1247.0	22730.0
MUX10104.WHB6925.unmapped-both-read-and-mate	1.0	563.0	3.0	4.0	nan	704.0	18890.0
MUX10104.WHB6926.unmapped-both-read-and-mate	10.0	494.0	4.0	2.0	nan	858.0	15532.0
MUX10105.WHB6927.unmapped-both-read-and-mate	7.0	419.0	8.0	3.0	nan	524.0	12496.0
MUX10105.WHB6928.unmapped-both-read-and-mate	23.0	459.0	12.0	1.0	1.0	942.0	14289.0
MUX10105.WHB6929.unmapped-both-read-and-mate	11.0	486.0	7.0	3.0	1.0	4350.0	17111.0
MUX10105.WHB6930.unmapped-both-read-and-mate	6.0	463.0	4.0	1.0	nan	499.0	12509.0
MUX10105.WHB6931.unmapped-both-read-and-mate	7.0	502.0	9.0	7.0	nan	1524.0	15514.0
MUX10106.WHB6932.unmapped-both-read-and-mate	6.0	484.0	6.0	4.0	nan	440.0	13647.0
MUX10106.WHB6933.unmapped-both-read-and-mate	7.0	630.0	20.0	2.0	nan	557.0	16746.0
MUX10106.WHB6935.unmapped-both-read-and-mate	5.0	541.0	4.0	1.0	nan	466.0	15015.0
MUX10106.WHB6936.unmapped-both-read-and-mate	2.0	777.0	15.0	6.0	nan	1281.0	17159.0
MUX10107.WHB6937.unmapped-both-read-and-mate	5.0	592.0	7.0	nan	nan	450.0	16481.0
MUX10107.WHB6938.unmapped-both-read-and-mate	4.0	425.0	4.0	2.0	nan	569.0	14785.0
MUX10107.WHB6939.unmapped-both-read-and-mate	6.0	623.0	12.0	3.0	nan	716.0	17893.0
MUX10107.WHB6940.unmapped-both-read-and-mate	2.0	494.0	4.0	3.0	nan	519.0	19360.0
MUX10107.WHB6941.unmapped-both-read-and-mate	4.0	468.0	8.0	1.0	nan	542.0	13652.0
MUX10108.WHB6942.unmapped-both-read-and-mate	4.0	427.0	2.0	nan	nan	656.0	7299.0
MUX10108.WHB6943.unmapped-both-read-and-mate	1.0	349.0	14.0	3.0	nan	669.0	6424.0
MUX10108.WHB6944.unmapped-both-read-and-mate	nan	408.0	9.0	8.0	nan	680.0	7398.0
MUX10108.WHB6945.unmapped-both-read-and-mate	6.0	445.0	5.0	1.0	nan	632.0	7323.0
MUX10108.WHB6946.unmapped-both-read-and-mate	2.0	348.0	6.0	1.0	nan	601.0	6337.0
MUX10109.WHB6947.unmapped-both-read-and-mate	9.0	470.0	3.0	4.0	nan	754.0	8641.0
MUX10109.WHB6949.unmapped-both-read-and-mate	11.0	393.0	16.0	2.0	nan	874.0	7156.0
MUX10109.WHB6950.unmapped-both-read-and-mate	4.0	345.0	5.0	1.0	nan	538.0	6596.0
MUX10109.WHB6951.unmapped-both-read-and-mate	6.0	389.0	5.0	1.0	nan	827.0	6582.0
MUX10109.WHB6952.unmapped-both-read-and-mate	6.0	399.0	8.0	3.0	nan	499.0	7917.0
MUX10110.WHB6953.unmapped-both-read-and-mate	9.0	450.0	9.0	nan	nan	643.0	7324.0
MUX10110.WHB6954.unmapped-both-read-and-mate	11.0	417.0	4.0	nan	nan	759.0	7961.0
MUX10110.WHB6955.unmapped-both-read-and-mate	12.0	373.0	24.0	20.0	nan	1612.0	8122.0
MUX10110.WHB6956.unmapped-both-read-and-mate	3.0	348.0	2.0	nan	nan	409.0	6858.0
MUX10110.WHB6957.unmapped-both-read-and-mate	8.0	463.0	16.0	8.0	nan	807.0	7561.0
MUX10111.WHB6948.unmapped-both-read-and-mate	4.0	505.0	13.0	2.0	nan	629.0	8695.0
MUX10111.WHB6976.unmapped-both-read-and-mate	6.0	544.0	4.0	2.0	nan	302.0	7641.0
MUX10111.WHB6977.unmapped-both-read-and-mate	11.0	463.0	12.0	3.0	nan	630.0	6749.0
MUX10111.WHB6982.unmapped-both-read-and-mate	1.0	491.0	3.0	2.0	nan	771.0	7315.0
MUX10111.WHB6983.unmapped-both-read-and-mate	3.0	427.0	10.0	3.0	nan	454.0	6886.0
MUX10112.WHB6958.unmapped-both-read-and-mate	5.0	398.0	8.0	6.0	nan	546.0	7394.0
MUX10112.WHB6959.unmapped-both-read-and-mate	8.0	447.0	10.0	1.0	1.0	1019.0	10311.0
MUX10112.WHB6960.unmapped-both-read-and-mate	3.0	438.0	11.0	3.0	nan	658.0	8641.0
MUX10112.WHB6961.unmapped-both-read-and-mate	2.0	372.0	3.0	2.0	nan	770.0	7691.0
MUX10112.WHB6962.unmapped-both-read-and-mate	3.0	472.0	6.0	nan	nan	646.0	9751.0
MUX10113.WHB6963.unmapped-both-read-and-mate	9.0	359.0	17.0	12.0	nan	854.0	7556.0
MUX10113.WHB6964.unmapped-both-read-and-mate	13.0	438.0	18.0	6.0	1.0	1011.0	8199.0
MUX10113.WHB6966.unmapped-both-read-and-mate	6.0	387.0	9.0	9.0	nan	812.0	7094.0
MUX10113.WHB6967.unmapped-both-read-and-mate	5.0	425.0	6.0	1.0	nan	772.0	7464.0
MUX10114.WHB6968.unmapped-both-read-and-mate	11.0	417.0	9.0	7.0	nan	1048.0	8669.0
MUX10114.WHB6969.unmapped-both-read-and-mate	4.0	277.0	7.0	nan	nan	562.0	4931.0
MUX10114.WHB6970.unmapped-both-read-and-mate	7.0	402.0	7.0	nan	nan	674.0	7695.0
MUX10114.WHB6971.unmapped-both-read-and-mate	2.0	417.0	7.0	5.0	nan	694.0	9212.0
MUX10114.WHB6972.unmapped-both-read-and-mate	16.0	368.0	15.0	6.0	nan	2813.0	9059.0
MUX10115.WHB6973.unmapped-both-read-and-mate	2.0	626.0	1.0	nan	nan	186.0	9362.0
MUX10115.WHB6974.unmapped-both-read-and-mate	1.0	596.0	nan	1.0	nan	229.0	9057.0
MUX10115.WHB6985.unmapped-both-read-and-mate	3.0	565.0	nan	nan	nan	297.0	9010.0
MUX10115.WHB6986.unmapped-both-read-and-mate	3.0	579.0	6.0	1.0	nan	425.0	8051.0
MUX10115.WHB6994.unmapped-both-read-and-mate	3.0	471.0	9.0	nan	1.0	502.0	9936.0
MUX10116.WHB6989.unmapped-both-read-and-mate	5.0	309.0	8.0	1.0	nan	352.0	3557.0
MUX10116.WHB6990.unmapped-both-read-and-mate	7.0	429.0	2.0	1.0	nan	546.0	3924.0
MUX10116.WHB6995.unmapped-both-read-and-mate	10.0	393.0	7.0	3.0	nan	885.0	4281.0
MUX10117.WHB6996.unmapped-both-read-and-mate	3.0	325.0	6.0	11.0	nan	675.0	3504.0
MUX10117.WHB7000.unmapped-both-read-and-mate	15.0	441.0	2.0	5.0	nan	1440.0	5313.0
MUX10117.WHB7001.unmapped-both-read-and-mate	7.0	281.0	2.0	nan	nan	970.0	3318.0
MUX10117.WHB7002.unmapped-both-read-and-mate	4.0	374.0	2.0	nan	nan	245.0	3366.0
MUX10117.WHB7004.unmapped-both-read-and-mate	3.0	425.0	1.0	nan	nan	434.0	3781.0
MUX10118.WHB6997.unmapped-both-read-and-mate	3.0	421.0	7.0	nan	nan	507.0	3921.0
MUX10118.WHB6998.unmapped-both-read-and-mate	1.0	351.0	9.0	1.0	nan	561.0	4631.0
MUX10118.WHB7009.unmapped-both-read-and-mate	1.0	358.0	6.0	1.0	nan	432.0	3610.0
MUX10118.WHB7010.unmapped-both-read-and-mate	21.0	361.0	10.0	4.0	nan	1143.0	4080.0
MUX10118.WHB7014.unmapped-both-read-and-mate	6.0	347.0	3.0	nan	nan	449.0	3323.0
MUX10119.WHB7005.unmapped-both-read-and-mate	1.0	669.0	2.0	1.0	nan	338.0	4988.0
MUX10119.WHB7006.unmapped-both-read-and-mate	5.0	290.0	7.0	3.0	nan	747.0	3580.0
MUX10119.WHB7007.unmapped-both-read-and-mate	9.0	298.0	5.0	1.0	nan	420.0	3007.0
MUX10119.WHB7008.unmapped-both-read-and-mate	6.0	311.0	2.0	2.0	nan	559.0	3029.0
MUX10119.WHB7012.unmapped-both-read-and-mate	6.0	296.0	20.0	7.0	1.0	1429.0	3676.0
MUX10120.WHB7013.unmapped-both-read-and-mate	51.0	359.0	3.0	2.0	nan	1004.0	3487.0
MUX10120.WHB7017.unmapped-both-read-and-mate	3.0	335.0	2.0	2.0	nan	440.0	3015.0
MUX10120.WHB7018.unmapped-both-read-and-mate	5.0	282.0	5.0	3.0	nan	1065.0	3430.0
MUX10120.WHB7019.unmapped-both-read-and-mate	2.0	319.0	5.0	3.0	nan	416.0	2796.0
MUX10120.WHB7020.unmapped-both-read-and-mate	3.0	317.0	9.0	3.0	nan	768.0	3238.0
MUX10121.WHB7016.unmapped-both-read-and-mate	1.0	421.0	4.0	nan	nan	398.0	3648.0
MUX10121.WHB7021.unmapped-both-read-and-mate	nan	391.0	4.0	1.0	nan	369.0	3367.0
