Sample	Pseudomonas	Homo	Sphingomonas	Sphingobium	Alcaligenes	Other	Unclassified
MUX9232.WHB4627.unmapped-both-read-and-mate	10.0	715.0	12.0	2.0	nan	255.0	23786.0
MUX9233.WHB4616.unmapped-both-read-and-mate	29.0	915.0	22.0	7.0	1.0	2883.0	31713.0
MUX9233.WHB4623.unmapped-both-read-and-mate	22.0	810.0	14.0	1.0	nan	358.0	24016.0
MUX9233.WHB4626.unmapped-both-read-and-mate	5.0	653.0	9.0	1.0	nan	273.0	19024.0
MUX9233.WHB4628.unmapped-both-read-and-mate	4.0	829.0	12.0	1.0	nan	434.0	26466.0
MUX9234.WHB4629.unmapped-both-read-and-mate	6.0	860.0	8.0	1.0	nan	544.0	25110.0
MUX9234.WHB4630.unmapped-both-read-and-mate	1.0	871.0	5.0	4.0	nan	258.0	31504.0
MUX9234.WHB4631.unmapped-both-read-and-mate	6.0	676.0	6.0	2.0	nan	302.0	22638.0
MUX9234.WHB4633.unmapped-both-read-and-mate	20.0	813.0	5.0	2.0	nan	369.0	26415.0
MUX9235.WHB4634.unmapped-both-read-and-mate	8.0	596.0	21.0	6.0	nan	544.0	9953.0
MUX9235.WHB4635.unmapped-both-read-and-mate	26.0	619.0	10.0	nan	nan	289.0	9622.0
MUX9235.WHB4637.unmapped-both-read-and-mate	14.0	785.0	6.0	1.0	nan	3198.0	12344.0
MUX9235.WHB4638.unmapped-both-read-and-mate	6.0	700.0	23.0	8.0	nan	215.0	12428.0
MUX9235.WHB4639.unmapped-both-read-and-mate	4.0	726.0	9.0	2.0	nan	154.0	10605.0
MUX9236.WHB4636.unmapped-both-read-and-mate	5.0	806.0	4.0	2.0	1.0	248.0	11144.0
MUX9236.WHB4640.unmapped-both-read-and-mate	1.0	545.0	21.0	1.0	nan	413.0	9641.0
MUX9236.WHB4644.unmapped-both-read-and-mate	7.0	739.0	20.0	2.0	nan	463.0	10945.0
MUX9236.WHB4645.unmapped-both-read-and-mate	6.0	657.0	23.0	2.0	nan	445.0	10521.0
MUX9236.WHB4649.unmapped-both-read-and-mate	38.0	535.0	14.0	4.0	nan	459.0	8771.0
MUX9237.WHB4641.unmapped-both-read-and-mate	5.0	1268.0	18.0	6.0	nan	566.0	49959.0
MUX9237.WHB4642.unmapped-both-read-and-mate	6.0	1349.0	8.0	nan	nan	235.0	61471.0
MUX9237.WHB4643.unmapped-both-read-and-mate	nan	1767.0	4.0	2.0	nan	242.0	72358.0
MUX9237.WHB4646.unmapped-both-read-and-mate	17.0	1431.0	26.0	5.0	nan	525.0	63823.0
MUX9238.WHB4650.unmapped-both-read-and-mate	10.0	1296.0	7.0	3.0	nan	251.0	52101.0
MUX9238.WHB4651.unmapped-both-read-and-mate	45.0	1314.0	21.0	2.0	nan	532.0	50714.0
MUX9238.WHB4652.unmapped-both-read-and-mate	13.0	1931.0	29.0	10.0	nan	925.0	73803.0
MUX9238.WHB4653.unmapped-both-read-and-mate	4.0	1110.0	9.0	2.0	nan	147.0	40665.0
MUX9239.WHB4654.unmapped-both-read-and-mate	10.0	1301.0	14.0	5.0	nan	300.0	50044.0
MUX9239.WHB4655.unmapped-both-read-and-mate	3.0	1166.0	5.0	1.0	nan	166.0	51401.0
MUX9239.WHB4656.unmapped-both-read-and-mate	4.0	1049.0	18.0	2.0	nan	266.0	39070.0
MUX9239.WHB4657.unmapped-both-read-and-mate	7.0	890.0	52.0	4.0	nan	746.0	34485.0
MUX9239.WHB4658.unmapped-both-read-and-mate	16.0	1390.0	63.0	15.0	nan	1604.0	55474.0
MUX9240.WHB4659.unmapped-both-read-and-mate	40.0	1191.0	56.0	15.0	nan	1371.0	42734.0
MUX9240.WHB4660.unmapped-both-read-and-mate	22.0	1172.0	11.0	3.0	nan	691.0	40751.0
MUX9240.WHB4661.unmapped-both-read-and-mate	7.0	1248.0	48.0	5.0	nan	1151.0	43945.0
MUX9240.WHB4662.unmapped-both-read-and-mate	14.0	1149.0	23.0	6.0	nan	759.0	36317.0
MUX9240.WHB4663.unmapped-both-read-and-mate	18.0	1023.0	25.0	4.0	nan	656.0	42955.0
MUX9241.WHB4718.unmapped-both-read-and-mate	4.0	467.0	nan	1.0	nan	167.0	10013.0
MUX9241.WHB4719.unmapped-both-read-and-mate	2.0	647.0	30.0	9.0	nan	520.0	10698.0
MUX9241.WHB4720.unmapped-both-read-and-mate	2.0	575.0	8.0	1.0	nan	165.0	9455.0
MUX9241.WHB4836.unmapped-both-read-and-mate	13.0	946.0	54.0	8.0	nan	974.0	12144.0
MUX9242.WHB4664.unmapped-both-read-and-mate	9.0	792.0	28.0	2.0	nan	617.0	12336.0
MUX9242.WHB4665.unmapped-both-read-and-mate	7.0	901.0	34.0	10.0	nan	721.0	14427.0
MUX9242.WHB4666.unmapped-both-read-and-mate	3.0	598.0	18.0	2.0	nan	318.0	9895.0
MUX9242.WHB4667.unmapped-both-read-and-mate	nan	615.0	11.0	3.0	nan	393.0	10144.0
MUX9242.WHB4668.unmapped-both-read-and-mate	10.0	652.0	11.0	3.0	nan	365.0	11332.0
MUX9244.WHB4679.unmapped-both-read-and-mate	20.0	1130.0	36.0	5.0	nan	779.0	38489.0
MUX9244.WHB4680.unmapped-both-read-and-mate	39.0	1155.0	41.0	11.0	nan	526.0	36497.0
MUX9244.WHB4682.unmapped-both-read-and-mate	7.0	1154.0	48.0	9.0	2.0	1529.0	49673.0
MUX9244.WHB4683.unmapped-both-read-and-mate	1.0	1066.0	4.0	nan	nan	171.0	37659.0
MUX9245.WHB4681.unmapped-both-read-and-mate	17.0	1053.0	50.0	3.0	nan	719.0	38666.0
MUX9245.WHB4685.unmapped-both-read-and-mate	10.0	992.0	8.0	1.0	nan	220.0	31953.0
MUX9245.WHB4687.unmapped-both-read-and-mate	14.0	1419.0	20.0	4.0	nan	291.0	52287.0
MUX9245.WHB4689.unmapped-both-read-and-mate	7.0	1036.0	9.0	1.0	nan	267.0	32533.0
MUX9245.WHB4690.unmapped-both-read-and-mate	11.0	1191.0	7.0	nan	nan	517.0	39283.0
MUX9246.WHB4686.unmapped-both-read-and-mate	11.0	1139.0	13.0	nan	nan	199.0	40251.0
MUX9246.WHB4688.unmapped-both-read-and-mate	26.0	895.0	29.0	11.0	1.0	432.0	28969.0
MUX9246.WHB4691.unmapped-both-read-and-mate	5.0	802.0	2.0	1.0	nan	172.0	26161.0
MUX9246.WHB4693.unmapped-both-read-and-mate	6.0	962.0	nan	nan	nan	196.0	33838.0
MUX9246.WHB4694.unmapped-both-read-and-mate	25.0	1034.0	20.0	1.0	nan	585.0	37990.0
MUX9247.WHB4695.unmapped-both-read-and-mate	20.0	776.0	5.0	1.0	nan	395.0	27488.0
MUX9247.WHB4696.unmapped-both-read-and-mate	5.0	684.0	20.0	3.0	nan	223.0	22607.0
MUX9247.WHB4697.unmapped-both-read-and-mate	3.0	997.0	4.0	1.0	nan	227.0	35402.0
MUX9247.WHB4698.unmapped-both-read-and-mate	4.0	1015.0	11.0	3.0	nan	434.0	32852.0
MUX9247.WHB4699.unmapped-both-read-and-mate	5.0	1062.0	16.0	1.0	nan	382.0	35309.0
MUX9254.WHB4669.unmapped-both-read-and-mate	6.0	600.0	20.0	4.0	nan	615.0	7407.0
MUX9254.WHB4670.unmapped-both-read-and-mate	15.0	686.0	21.0	3.0	nan	785.0	7925.0
MUX9254.WHB4671.unmapped-both-read-and-mate	14.0	561.0	22.0	3.0	nan	524.0	6879.0
MUX9254.WHB4672.unmapped-both-read-and-mate	17.0	475.0	10.0	3.0	nan	262.0	5027.0
MUX9254.WHB4673.unmapped-both-read-and-mate	9.0	546.0	119.0	7.0	nan	613.0	5351.0
MUX9255.WHB4675.unmapped-both-read-and-mate	3.0	585.0	5.0	4.0	nan	575.0	6153.0
MUX9255.WHB4676.unmapped-both-read-and-mate	4.0	553.0	14.0	3.0	nan	321.0	5847.0
MUX9255.WHB4677.unmapped-both-read-and-mate	62.0	611.0	28.0	1.0	nan	573.0	6365.0
MUX9255.WHB4678.unmapped-both-read-and-mate	3.0	573.0	18.0	4.0	nan	362.0	5563.0
MUX9260.WHB4700.unmapped-both-read-and-mate	5.0	713.0	5.0	nan	1.0	450.0	14366.0
MUX9260.WHB4701.unmapped-both-read-and-mate	11.0	825.0	6.0	3.0	1.0	330.0	16546.0
MUX9260.WHB4704.unmapped-both-read-and-mate	7.0	867.0	165.0	7.0	nan	431.0	17074.0
MUX9260.WHB4705.unmapped-both-read-and-mate	1.0	652.0	6.0	1.0	nan	215.0	13952.0
MUX9260.WHB4708.unmapped-both-read-and-mate	4.0	777.0	12.0	nan	nan	187.0	18165.0
MUX9261.WHB4702.unmapped-both-read-and-mate	14.0	800.0	13.0	4.0	nan	356.0	14874.0
MUX9261.WHB4703.unmapped-both-read-and-mate	10.0	652.0	9.0	1.0	nan	252.0	13184.0
MUX9261.WHB4706.unmapped-both-read-and-mate	11.0	724.0	6.0	4.0	nan	6778.0	15894.0
MUX9261.WHB4707.unmapped-both-read-and-mate	37.0	725.0	15.0	3.0	nan	289.0	14505.0
MUX9261.WHB4710.unmapped-both-read-and-mate	6.0	758.0	4.0	nan	nan	217.0	15909.0
MUX9262.WHB4709.unmapped-both-read-and-mate	2.0	793.0	8.0	4.0	nan	322.0	14779.0
MUX9262.WHB4711.unmapped-both-read-and-mate	8.0	692.0	12.0	1.0	nan	220.0	12189.0
MUX9262.WHB4712.unmapped-both-read-and-mate	2.0	658.0	6.0	1.0	nan	159.0	12372.0
MUX9262.WHB4713.unmapped-both-read-and-mate	1.0	825.0	15.0	4.0	nan	195.0	13121.0
MUX9262.WHB4714.unmapped-both-read-and-mate	5.0	891.0	80.0	19.0	1.0	3351.0	14764.0
MUX9263.WHB4722.unmapped-both-read-and-mate	nan	781.0	16.0	9.0	nan	527.0	15408.0
MUX9263.WHB4726.unmapped-both-read-and-mate	13.0	795.0	10.0	1.0	nan	338.0	16964.0
MUX9263.WHB4727.unmapped-both-read-and-mate	14.0	784.0	12.0	2.0	nan	324.0	15153.0
MUX9263.WHB4728.unmapped-both-read-and-mate	6.0	801.0	5.0	3.0	nan	271.0	15360.0
MUX9264.WHB4715.unmapped-both-read-and-mate	10.0	683.0	6.0	5.0	nan	322.0	8552.0
MUX9264.WHB4716.unmapped-both-read-and-mate	7.0	521.0	9.0	4.0	nan	308.0	6341.0
MUX9264.WHB4717.unmapped-both-read-and-mate	35.0	473.0	25.0	3.0	nan	478.0	5937.0
MUX9264.WHB4729.unmapped-both-read-and-mate	11.0	561.0	8.0	4.0	nan	268.0	6583.0
MUX9264.WHB4745.unmapped-both-read-and-mate	8.0	676.0	11.0	3.0	nan	362.0	6485.0
MUX9265.WHB4723.unmapped-both-read-and-mate	8.0	643.0	15.0	3.0	nan	405.0	5870.0
MUX9265.WHB4724.unmapped-both-read-and-mate	12.0	601.0	7.0	nan	nan	162.0	5848.0
MUX9265.WHB4725.unmapped-both-read-and-mate	18.0	605.0	5.0	1.0	nan	140.0	5311.0
MUX9265.WHB4730.unmapped-both-read-and-mate	9.0	750.0	18.0	2.0	nan	362.0	7394.0
MUX9265.WHB4731.unmapped-both-read-and-mate	8.0	686.0	8.0	3.0	nan	296.0	7076.0
MUX9276.WHB4733.unmapped-both-read-and-mate	8.0	1038.0	23.0	2.0	nan	544.0	37055.0
MUX9276.WHB4734.unmapped-both-read-and-mate	20.0	1270.0	23.0	5.0	nan	776.0	39044.0
MUX9276.WHB4735.unmapped-both-read-and-mate	14.0	1701.0	24.0	8.0	nan	734.0	57875.0
MUX9276.WHB4736.unmapped-both-read-and-mate	6.0	1049.0	22.0	4.0	nan	704.0	31487.0
MUX9276.WHB4740.unmapped-both-read-and-mate	6.0	1082.0	12.0	2.0	nan	341.0	38535.0
MUX9277.WHB4732.unmapped-both-read-and-mate	2.0	1290.0	23.0	4.0	nan	547.0	45150.0
MUX9277.WHB4737.unmapped-both-read-and-mate	11.0	1171.0	10.0	1.0	nan	301.0	42368.0
MUX9277.WHB4738.unmapped-both-read-and-mate	5.0	1237.0	52.0	6.0	nan	712.0	52650.0
MUX9277.WHB4739.unmapped-both-read-and-mate	10.0	1190.0	16.0	1.0	nan	516.0	39557.0
MUX9277.WHB4742.unmapped-both-read-and-mate	8.0	1252.0	5.0	9.0	nan	802.0	50173.0
MUX9278.WHB4741.unmapped-both-read-and-mate	8.0	1096.0	22.0	3.0	nan	532.0	27430.0
MUX9278.WHB4743.unmapped-both-read-and-mate	5.0	842.0	9.0	3.0	nan	455.0	19310.0
MUX9278.WHB4744.unmapped-both-read-and-mate	8.0	803.0	13.0	nan	nan	583.0	25669.0
MUX9278.WHB4749.unmapped-both-read-and-mate	4.0	999.0	12.0	2.0	nan	394.0	23517.0
MUX9279.WHB4746.unmapped-both-read-and-mate	3.0	952.0	10.0	2.0	nan	531.0	24727.0
MUX9279.WHB4747.unmapped-both-read-and-mate	4.0	772.0	4.0	nan	nan	165.0	22380.0
MUX9279.WHB4748.unmapped-both-read-and-mate	11.0	1240.0	15.0	4.0	nan	656.0	37709.0
MUX9279.WHB4750.unmapped-both-read-and-mate	4.0	1138.0	16.0	2.0	nan	333.0	33730.0
MUX9279.WHB4752.unmapped-both-read-and-mate	11.0	1295.0	24.0	11.0	nan	4036.0	35713.0
MUX9280.WHB4753.unmapped-both-read-and-mate	5.0	682.0	21.0	2.0	nan	284.0	8404.0
MUX9280.WHB4754.unmapped-both-read-and-mate	40.0	1005.0	22.0	4.0	nan	634.0	12426.0
MUX9280.WHB4755.unmapped-both-read-and-mate	42.0	826.0	34.0	7.0	nan	343.0	8114.0
MUX9280.WHB4757.unmapped-both-read-and-mate	5.0	607.0	5.0	1.0	nan	230.0	7734.0
MUX9280.WHB4758.unmapped-both-read-and-mate	9.0	631.0	8.0	nan	nan	304.0	8089.0
MUX9281.WHB4756.unmapped-both-read-and-mate	9.0	829.0	17.0	3.0	nan	441.0	9798.0
MUX9281.WHB4759.unmapped-both-read-and-mate	4.0	548.0	10.0	nan	nan	393.0	6583.0
MUX9281.WHB4760.unmapped-both-read-and-mate	6.0	587.0	23.0	4.0	nan	291.0	8037.0
MUX9281.WHB4762.unmapped-both-read-and-mate	2.0	515.0	18.0	2.0	nan	254.0	5666.0
MUX9282.WHB4774.unmapped-both-read-and-mate	3.0	472.0	12.0	1.0	nan	375.0	5209.0
MUX9282.WHB4775.unmapped-both-read-and-mate	2.0	636.0	21.0	2.0	nan	530.0	5590.0
MUX9282.WHB4777.unmapped-both-read-and-mate	7.0	730.0	84.0	7.0	nan	4618.0	5400.0
MUX9282.WHB4778.unmapped-both-read-and-mate	17.0	572.0	136.0	16.0	nan	2329.0	7695.0
MUX9282.WHB4779.unmapped-both-read-and-mate	13.0	579.0	35.0	6.0	nan	446.0	6044.0
MUX9283.WHB4772.unmapped-both-read-and-mate	7.0	661.0	8.0	1.0	nan	443.0	6953.0
MUX9283.WHB4776.unmapped-both-read-and-mate	24.0	771.0	76.0	11.0	nan	7439.0	23929.0
MUX9283.WHB4782.unmapped-both-read-and-mate	13.0	894.0	158.0	17.0	1.0	2110.0	8047.0
MUX9283.WHB4784.unmapped-both-read-and-mate	23.0	843.0	83.0	7.0	nan	1332.0	8812.0
MUX9283.WHB4787.unmapped-both-read-and-mate	3.0	566.0	37.0	7.0	nan	644.0	5322.0
MUX9284.WHB4763.unmapped-both-read-and-mate	8.0	1001.0	22.0	10.0	nan	412.0	14703.0
MUX9284.WHB4764.unmapped-both-read-and-mate	12.0	981.0	10.0	nan	nan	614.0	17675.0
MUX9284.WHB4765.unmapped-both-read-and-mate	18.0	910.0	27.0	3.0	nan	711.0	18564.0
MUX9284.WHB4769.unmapped-both-read-and-mate	5.0	842.0	17.0	7.0	nan	353.0	14207.0
MUX9284.WHB4770.unmapped-both-read-and-mate	7.0	941.0	10.0	nan	nan	252.0	16908.0
MUX9285.WHB4766.unmapped-both-read-and-mate	5.0	860.0	6.0	1.0	nan	216.0	13685.0
MUX9285.WHB4767.unmapped-both-read-and-mate	4.0	1203.0	92.0	11.0	nan	1759.0	19547.0
MUX9285.WHB4768.unmapped-both-read-and-mate	9.0	889.0	35.0	7.0	nan	492.0	11778.0
MUX9285.WHB4771.unmapped-both-read-and-mate	3.0	643.0	2.0	nan	nan	178.0	11928.0
MUX9285.WHB4773.unmapped-both-read-and-mate	5.0	762.0	3.0	3.0	nan	253.0	11009.0
MUX9286.WHB4780.unmapped-both-read-and-mate	5.0	848.0	130.0	36.0	nan	1029.0	13722.0
MUX9286.WHB4781.unmapped-both-read-and-mate	2.0	907.0	38.0	4.0	nan	770.0	15734.0
MUX9286.WHB4783.unmapped-both-read-and-mate	9.0	1060.0	68.0	16.0	nan	1472.0	17034.0
MUX9286.WHB4786.unmapped-both-read-and-mate	12.0	750.0	14.0	3.0	nan	464.0	14365.0
MUX9286.WHB4788.unmapped-both-read-and-mate	7.0	858.0	18.0	4.0	nan	406.0	13744.0
MUX9287.WHB4785.unmapped-both-read-and-mate	10.0	843.0	101.0	19.0	nan	1604.0	14779.0
MUX9287.WHB4792.unmapped-both-read-and-mate	5.0	637.0	54.0	2.0	nan	787.0	9458.0
MUX9287.WHB4797.unmapped-both-read-and-mate	3.0	842.0	16.0	4.0	nan	462.0	14801.0
MUX9287.WHB4806.unmapped-both-read-and-mate	1.0	779.0	9.0	nan	nan	195.0	13727.0
MUX9287.WHB4814.unmapped-both-read-and-mate	10.0	1659.0	14.0	3.0	nan	437.0	23670.0
MUX9292.WHB4789.unmapped-both-read-and-mate	3.0	1007.0	52.0	4.0	nan	880.0	26419.0
MUX9292.WHB4790.unmapped-both-read-and-mate	6.0	892.0	18.0	3.0	nan	364.0	23989.0
MUX9292.WHB4791.unmapped-both-read-and-mate	9.0	857.0	141.0	14.0	nan	969.0	21425.0
MUX9292.WHB4793.unmapped-both-read-and-mate	5.0	1003.0	148.0	12.0	nan	730.0	27783.0
MUX9292.WHB4794.unmapped-both-read-and-mate	335.0	1507.0	129.0	17.0	nan	1945.0	43432.0
MUX9293.WHB4796.unmapped-both-read-and-mate	11.0	991.0	45.0	6.0	nan	1821.0	25874.0
MUX9293.WHB4798.unmapped-both-read-and-mate	15.0	1107.0	168.0	36.0	nan	2262.0	31918.0
MUX9293.WHB4801.unmapped-both-read-and-mate	8.0	1060.0	20.0	6.0	nan	376.0	24843.0
MUX9293.WHB4802.unmapped-both-read-and-mate	4.0	862.0	9.0	2.0	nan	278.0	21183.0
MUX9295.WHB4795.unmapped-both-read-and-mate	6.0	2138.0	92.0	15.0	1.0	1395.0	87537.0
MUX9295.WHB4799.unmapped-both-read-and-mate	13.0	1847.0	80.0	8.0	nan	857.0	75544.0
MUX9295.WHB4803.unmapped-both-read-and-mate	7.0	1308.0	4.0	1.0	nan	159.0	47021.0
MUX9295.WHB4804.unmapped-both-read-and-mate	5.0	1164.0	11.0	3.0	nan	267.0	50570.0
MUX9295.WHB4805.unmapped-both-read-and-mate	3.0	1404.0	7.0	1.0	nan	164.0	52474.0
MUX9296.WHB4807.unmapped-both-read-and-mate	1.0	1632.0	21.0	4.0	nan	429.0	62049.0
MUX9296.WHB4808.unmapped-both-read-and-mate	12.0	1242.0	11.0	3.0	nan	241.0	46858.0
MUX9296.WHB4809.unmapped-both-read-and-mate	5.0	1463.0	25.0	5.0	nan	321.0	54925.0
MUX9296.WHB4811.unmapped-both-read-and-mate	1.0	1622.0	11.0	9.0	nan	316.0	62697.0
MUX9296.WHB4812.unmapped-both-read-and-mate	11.0	1946.0	20.0	3.0	nan	405.0	69038.0
MUX9297.WHB4810.unmapped-both-read-and-mate	5.0	1463.0	12.0	2.0	nan	359.0	60267.0
MUX9297.WHB4813.unmapped-both-read-and-mate	3.0	1264.0	11.0	1.0	nan	111.0	47439.0
MUX9297.WHB4815.unmapped-both-read-and-mate	6.0	1827.0	7.0	3.0	nan	152.0	58618.0
MUX9297.WHB4816.unmapped-both-read-and-mate	3.0	1385.0	nan	nan	nan	88.0	44188.0
MUX9297.WHB4817.unmapped-both-read-and-mate	3.0	1730.0	4.0	1.0	nan	319.0	55375.0
MUX9298.WHB4818.unmapped-both-read-and-mate	7.0	1356.0	8.0	3.0	nan	180.0	48556.0
MUX9298.WHB4820.unmapped-both-read-and-mate	4.0	1358.0	5.0	2.0	nan	146.0	44057.0
MUX9298.WHB4821.unmapped-both-read-and-mate	5.0	1481.0	7.0	1.0	nan	183.0	46854.0
MUX9298.WHB4823.unmapped-both-read-and-mate	1.0	1766.0	3.0	nan	nan	98.0	58532.0
MUX9298.WHB4827.unmapped-both-read-and-mate	8.0	1480.0	10.0	nan	nan	138.0	43065.0
MUX9305.WHB4819.unmapped-both-read-and-mate	3.0	1187.0	6.0	nan	nan	149.0	19732.0
MUX9305.WHB4822.unmapped-both-read-and-mate	1.0	1252.0	2.0	6.0	nan	93.0	20779.0
MUX9305.WHB4825.unmapped-both-read-and-mate	3.0	1063.0	1.0	nan	nan	45.0	18247.0
MUX9305.WHB4831.unmapped-both-read-and-mate	4.0	1250.0	8.0	2.0	nan	182.0	20235.0
MUX9306.WHB4826.unmapped-both-read-and-mate	5.0	1281.0	6.0	nan	nan	145.0	19091.0
MUX9306.WHB4829.unmapped-both-read-and-mate	7.0	1556.0	8.0	2.0	nan	173.0	22075.0
MUX9306.WHB4830.unmapped-both-read-and-mate	2.0	1118.0	9.0	1.0	nan	257.0	18029.0
MUX9306.WHB4832.unmapped-both-read-and-mate	4.0	1023.0	5.0	nan	nan	125.0	15765.0
MUX9306.WHB4834.unmapped-both-read-and-mate	2.0	1377.0	1.0	nan	nan	121.0	18157.0
MUX9307.WHB4828.unmapped-both-read-and-mate	311.0	1385.0	178.0	82.0	nan	1112.0	38458.0
MUX9307.WHB4833.unmapped-both-read-and-mate	1.0	1292.0	7.0	nan	nan	160.0	36474.0
MUX9307.WHB4835.unmapped-both-read-and-mate	nan	1255.0	1.0	2.0	nan	91.0	32698.0
MUX9307.WHB4837.unmapped-both-read-and-mate	3.0	1386.0	5.0	nan	nan	163.0	38491.0
MUX9307.WHB4838.unmapped-both-read-and-mate	26.0	1026.0	2.0	nan	nan	130.0	27032.0
MUX9308.WHB4839.unmapped-both-read-and-mate	2.0	1288.0	6.0	1.0	nan	133.0	34376.0
MUX9308.WHB4841.unmapped-both-read-and-mate	4.0	1112.0	9.0	1.0	nan	106.0	26534.0
MUX9308.WHB4842.unmapped-both-read-and-mate	4.0	1184.0	14.0	1.0	nan	380.0	29918.0
MUX9308.WHB4843.unmapped-both-read-and-mate	2.0	1161.0	11.0	nan	nan	290.0	30414.0
MUX9308.WHB4844.unmapped-both-read-and-mate	3.0	1552.0	9.0	3.0	nan	285.0	42305.0
MUX9309.WHB4840.unmapped-both-read-and-mate	4.0	1275.0	14.0	5.0	nan	201.0	28067.0
MUX9309.WHB4845.unmapped-both-read-and-mate	1.0	1493.0	6.0	nan	1.0	359.0	35850.0
MUX9309.WHB4846.unmapped-both-read-and-mate	8.0	797.0	6.0	nan	nan	133.0	18829.0
MUX9309.WHB4847.unmapped-both-read-and-mate	1.0	1279.0	7.0	1.0	nan	116.0	30329.0
MUX9309.WHB4848.unmapped-both-read-and-mate	3.0	1527.0	19.0	4.0	nan	259.0	42166.0
MUX9310.WHB4849.unmapped-both-read-and-mate	11.0	1130.0	45.0	5.0	nan	1601.0	27631.0
MUX9310.WHB4850.unmapped-both-read-and-mate	6.0	1245.0	46.0	6.0	nan	894.0	30627.0
MUX9310.WHB4851.unmapped-both-read-and-mate	6.0	1419.0	11.0	6.0	nan	10390.0	34113.0
MUX9310.WHB4852.unmapped-both-read-and-mate	nan	1376.0	1.0	1.0	nan	117.0	31501.0
MUX9310.WHB4853.unmapped-both-read-and-mate	5.0	1594.0	51.0	12.0	nan	1004.0	37572.0
MUX9333.WHB4081.unmapped-both-read-and-mate	35.0	593.0	6.0	12.0	1.0	3373.0	9787.0
MUX9333.WHB4085.unmapped-both-read-and-mate	39.0	602.0	7.0	7.0	nan	3120.0	10005.0
MUX9333.WHB4086.unmapped-both-read-and-mate	40.0	712.0	10.0	7.0	nan	3518.0	11596.0
MUX9333.WHB4087.unmapped-both-read-and-mate	25.0	684.0	6.0	5.0	nan	2769.0	9684.0
MUX9333.WHB4088.unmapped-both-read-and-mate	27.0	588.0	6.0	9.0	nan	2835.0	9690.0
MUX9334.WHB4089.unmapped-both-read-and-mate	62.0	738.0	17.0	8.0	nan	3996.0	13477.0
MUX9334.WHB4090.unmapped-both-read-and-mate	20.0	610.0	7.0	13.0	nan	3333.0	10557.0
MUX9334.WHB4091.unmapped-both-read-and-mate	35.0	702.0	8.0	3.0	nan	2499.0	10201.0
MUX9334.WHB4092.unmapped-both-read-and-mate	23.0	670.0	16.0	7.0	nan	2617.0	10077.0
MUX9340.WHB4094.unmapped-both-read-and-mate	30.0	1345.0	11.0	8.0	nan	2969.0	64269.0
MUX9340.WHB4095.unmapped-both-read-and-mate	36.0	1316.0	5.0	4.0	nan	2569.0	54316.0
MUX9340.WHB4096.unmapped-both-read-and-mate	23.0	1163.0	6.0	4.0	nan	2895.0	49772.0
MUX9340.WHB4100.unmapped-both-read-and-mate	49.0	1363.0	16.0	9.0	nan	3682.0	54664.0
MUX9340.WHB4101.unmapped-both-read-and-mate	36.0	1266.0	10.0	10.0	nan	2940.0	50260.0
MUX9341.WHB4097.unmapped-both-read-and-mate	43.0	1544.0	12.0	15.0	2.0	5141.0	64934.0
MUX9341.WHB4098.unmapped-both-read-and-mate	39.0	1531.0	15.0	6.0	nan	3795.0	60528.0
MUX9341.WHB4099.unmapped-both-read-and-mate	41.0	1735.0	7.0	5.0	nan	3411.0	75529.0
MUX9341.WHB4102.unmapped-both-read-and-mate	30.0	1253.0	6.0	2.0	nan	3276.0	54784.0
MUX9366.WHB6104.unmapped-both-read-and-mate	79.0	565.0	226.0	25.0	4459.0	3136.0	7365.0
MUX9366.WHB6105.unmapped-both-read-and-mate	68.0	448.0	130.0	3.0	3794.0	1875.0	5749.0
MUX9366.WHB6108.unmapped-both-read-and-mate	49.0	282.0	61.0	16.0	1401.0	3344.0	5184.0
MUX9366.WHB6109.unmapped-both-read-and-mate	36.0	312.0	188.0	10.0	1401.0	3951.0	5457.0
MUX9366.WHB6113.unmapped-both-read-and-mate	49.0	398.0	249.0	18.0	1939.0	4767.0	7305.0
MUX9367.WHB6115.unmapped-both-read-and-mate	86.0	556.0	258.0	22.0	2543.0	2758.0	7199.0
MUX9367.WHB6117.unmapped-both-read-and-mate	82.0	601.0	177.0	19.0	3884.0	2675.0	7724.0
MUX9367.WHB6118.unmapped-both-read-and-mate	68.0	288.0	207.0	27.0	1444.0	6125.0	5789.0
MUX9367.WHB6120.unmapped-both-read-and-mate	84.0	506.0	387.0	35.0	3608.0	2962.0	7449.0
MUX9367.WHB6122.unmapped-both-read-and-mate	73.0	724.0	297.0	22.0	3325.0	3503.0	10049.0
MUX9368.WHB6106.unmapped-both-read-and-mate	45.0	435.0	177.0	11.0	2536.0	3176.0	6452.0
MUX9368.WHB6107.unmapped-both-read-and-mate	54.0	515.0	183.0	34.0	1665.0	2549.0	6157.0
MUX9368.WHB6110.unmapped-both-read-and-mate	108.0	330.0	232.0	34.0	2231.0	6572.0	7787.0
MUX9368.WHB6114.unmapped-both-read-and-mate	40.0	460.0	63.0	5.0	1829.0	1914.0	5811.0
MUX9368.WHB6116.unmapped-both-read-and-mate	69.0	418.0	313.0	33.0	1767.0	4772.0	7285.0
MUX9369.WHB6111.unmapped-both-read-and-mate	71.0	394.0	368.0	24.0	2121.0	3285.0	5955.0
MUX9369.WHB6112.unmapped-both-read-and-mate	68.0	431.0	202.0	32.0	2393.0	4859.0	7958.0
MUX9369.WHB6119.unmapped-both-read-and-mate	65.0	378.0	360.0	29.0	1833.0	5849.0	7299.0
