Sample	Pseudomonadaceae	Sphingomonadaceae	Hominidae	Alcaligenaceae	Bradyrhizobiaceae	Other	Unclassified
MUX9234.WHB4629.unmapped-both-read-and-mate	6.0	11.0	860.0	2.0	299.0	241.0	25110.0
MUX9234.WHB4630.unmapped-both-read-and-mate	1.0	11.0	871.0	nan	129.0	127.0	31504.0
MUX9234.WHB4631.unmapped-both-read-and-mate	6.0	13.0	676.0	nan	157.0	140.0	22638.0
MUX9234.WHB4633.unmapped-both-read-and-mate	20.0	9.0	813.0	nan	255.0	112.0	26415.0
MUX9235.WHB4634.unmapped-both-read-and-mate	8.0	39.0	596.0	nan	235.0	297.0	9953.0
MUX9235.WHB4635.unmapped-both-read-and-mate	26.0	13.0	619.0	1.0	125.0	160.0	9622.0
MUX9235.WHB4637.unmapped-both-read-and-mate	14.0	13.0	785.0	nan	119.0	3073.0	12344.0
MUX9235.WHB4638.unmapped-both-read-and-mate	6.0	32.0	700.0	nan	131.0	83.0	12428.0
MUX9235.WHB4639.unmapped-both-read-and-mate	4.0	14.0	726.0	nan	86.0	65.0	10605.0
MUX9236.WHB4636.unmapped-both-read-and-mate	5.0	8.0	806.0	2.0	90.0	155.0	11144.0
MUX9236.WHB4640.unmapped-both-read-and-mate	1.0	24.0	545.0	1.0	206.0	204.0	9641.0
MUX9236.WHB4644.unmapped-both-read-and-mate	7.0	27.0	739.0	2.0	287.0	169.0	10945.0
MUX9236.WHB4645.unmapped-both-read-and-mate	6.0	32.0	657.0	1.0	282.0	155.0	10521.0
MUX9236.WHB4649.unmapped-both-read-and-mate	38.0	26.0	535.0	2.0	186.0	263.0	8771.0
MUX9237.WHB4641.unmapped-both-read-and-mate	5.0	32.0	1268.0	1.0	374.0	183.0	49959.0
MUX9237.WHB4642.unmapped-both-read-and-mate	6.0	15.0	1349.0	nan	120.0	108.0	61471.0
MUX9237.WHB4643.unmapped-both-read-and-mate	nan	8.0	1767.0	2.0	126.0	112.0	72358.0
MUX9237.WHB4646.unmapped-both-read-and-mate	17.0	38.0	1431.0	nan	267.0	251.0	63823.0
MUX9238.WHB4650.unmapped-both-read-and-mate	10.0	12.0	1296.0	nan	141.0	108.0	52101.0
MUX9238.WHB4651.unmapped-both-read-and-mate	45.0	28.0	1314.0	nan	340.0	187.0	50714.0
MUX9238.WHB4652.unmapped-both-read-and-mate	13.0	49.0	1931.0	nan	597.0	318.0	73803.0
MUX9238.WHB4653.unmapped-both-read-and-mate	4.0	11.0	1110.0	nan	93.0	54.0	40665.0
MUX9239.WHB4654.unmapped-both-read-and-mate	10.0	24.0	1301.0	nan	155.0	140.0	50044.0
MUX9239.WHB4655.unmapped-both-read-and-mate	3.0	9.0	1166.0	1.0	87.0	75.0	51401.0
MUX9239.WHB4656.unmapped-both-read-and-mate	4.0	22.0	1049.0	1.0	159.0	104.0	39070.0
MUX9239.WHB4657.unmapped-both-read-and-mate	7.0	65.0	890.0	1.0	470.0	266.0	34485.0
MUX9239.WHB4658.unmapped-both-read-and-mate	16.0	90.0	1390.0	3.0	869.0	720.0	55474.0
MUX9240.WHB4659.unmapped-both-read-and-mate	40.0	99.0	1191.0	2.0	891.0	450.0	42734.0
MUX9240.WHB4660.unmapped-both-read-and-mate	22.0	19.0	1172.0	4.0	325.0	357.0	40751.0
MUX9240.WHB4661.unmapped-both-read-and-mate	8.0	75.0	1248.0	nan	730.0	398.0	43945.0
MUX9240.WHB4662.unmapped-both-read-and-mate	14.0	44.0	1149.0	3.0	451.0	290.0	36317.0
MUX9240.WHB4663.unmapped-both-read-and-mate	18.0	38.0	1023.0	nan	210.0	437.0	42955.0
MUX9241.WHB4718.unmapped-both-read-and-mate	4.0	1.0	467.0	1.0	53.0	113.0	10013.0
MUX9241.WHB4719.unmapped-both-read-and-mate	2.0	49.0	647.0	1.0	350.0	159.0	10698.0
MUX9241.WHB4720.unmapped-both-read-and-mate	2.0	14.0	575.0	4.0	99.0	57.0	9455.0
MUX9241.WHB4836.unmapped-both-read-and-mate	13.0	69.0	946.0	4.0	684.0	279.0	12144.0
MUX9242.WHB4664.unmapped-both-read-and-mate	9.0	42.0	792.0	2.0	402.0	201.0	12336.0
MUX9242.WHB4665.unmapped-both-read-and-mate	7.0	57.0	901.0	nan	486.0	222.0	14427.0
MUX9242.WHB4666.unmapped-both-read-and-mate	3.0	23.0	598.0	nan	181.0	134.0	9895.0
MUX9242.WHB4667.unmapped-both-read-and-mate	nan	15.0	615.0	1.0	239.0	152.0	10144.0
MUX9242.WHB4668.unmapped-both-read-and-mate	10.0	19.0	652.0	nan	255.0	105.0	11332.0
MUX9244.WHB4679.unmapped-both-read-and-mate	20.0	50.0	1130.0	nan	561.0	209.0	38489.0
MUX9244.WHB4680.unmapped-both-read-and-mate	40.0	63.0	1155.0	nan	354.0	160.0	36497.0
MUX9244.WHB4682.unmapped-both-read-and-mate	7.0	71.0	1154.0	3.0	1008.0	506.0	49673.0
MUX9244.WHB4683.unmapped-both-read-and-mate	1.0	8.0	1066.0	1.0	62.0	104.0	37659.0
MUX9245.WHB4681.unmapped-both-read-and-mate	17.0	68.0	1053.0	1.0	505.0	198.0	38666.0
MUX9245.WHB4685.unmapped-both-read-and-mate	10.0	13.0	992.0	1.0	86.0	129.0	31953.0
MUX9245.WHB4687.unmapped-both-read-and-mate	14.0	27.0	1419.0	nan	135.0	153.0	52287.0
MUX9245.WHB4689.unmapped-both-read-and-mate	7.0	15.0	1036.0	nan	142.0	120.0	32533.0
MUX9245.WHB4690.unmapped-both-read-and-mate	11.0	11.0	1191.0	nan	141.0	372.0	39283.0
MUX9246.WHB4686.unmapped-both-read-and-mate	11.0	13.0	1139.0	nan	99.0	100.0	40251.0
MUX9246.WHB4688.unmapped-both-read-and-mate	26.0	47.0	895.0	1.0	255.0	170.0	28969.0
MUX9246.WHB4691.unmapped-both-read-and-mate	5.0	11.0	802.0	nan	93.0	71.0	26161.0
MUX9246.WHB4693.unmapped-both-read-and-mate	6.0	nan	962.0	nan	112.0	84.0	33838.0
MUX9246.WHB4694.unmapped-both-read-and-mate	25.0	28.0	1034.0	1.0	197.0	380.0	37990.0
MUX9247.WHB4695.unmapped-both-read-and-mate	20.0	8.0	776.0	nan	211.0	182.0	27488.0
MUX9247.WHB4696.unmapped-both-read-and-mate	5.0	25.0	684.0	nan	124.0	97.0	22607.0
MUX9247.WHB4697.unmapped-both-read-and-mate	3.0	5.0	997.0	nan	125.0	102.0	35402.0
MUX9247.WHB4698.unmapped-both-read-and-mate	4.0	17.0	1015.0	2.0	147.0	282.0	32852.0
MUX9247.WHB4699.unmapped-both-read-and-mate	5.0	21.0	1062.0	1.0	222.0	155.0	35309.0
MUX9254.WHB4669.unmapped-both-read-and-mate	6.0	30.0	600.0	1.0	461.0	147.0	7407.0
MUX9254.WHB4670.unmapped-both-read-and-mate	15.0	33.0	686.0	2.0	283.0	491.0	7925.0
MUX9254.WHB4671.unmapped-both-read-and-mate	14.0	29.0	561.0	1.0	330.0	189.0	6879.0
MUX9254.WHB4672.unmapped-both-read-and-mate	17.0	19.0	475.0	nan	177.0	79.0	5027.0
MUX9254.WHB4673.unmapped-both-read-and-mate	9.0	141.0	546.0	1.0	370.0	227.0	5351.0
MUX9255.WHB4675.unmapped-both-read-and-mate	3.0	10.0	585.0	1.0	95.0	478.0	6153.0
MUX9255.WHB4676.unmapped-both-read-and-mate	4.0	24.0	553.0	nan	182.0	132.0	5847.0
MUX9255.WHB4677.unmapped-both-read-and-mate	62.0	45.0	611.0	2.0	353.0	202.0	6365.0
MUX9255.WHB4678.unmapped-both-read-and-mate	3.0	28.0	573.0	nan	256.0	100.0	5563.0
MUX9260.WHB4700.unmapped-both-read-and-mate	5.0	6.0	713.0	1.0	252.0	197.0	14366.0
MUX9260.WHB4701.unmapped-both-read-and-mate	11.0	12.0	825.0	5.0	182.0	141.0	16546.0
MUX9260.WHB4704.unmapped-both-read-and-mate	7.0	177.0	867.0	nan	107.0	319.0	17074.0
MUX9260.WHB4705.unmapped-both-read-and-mate	1.0	8.0	652.0	1.0	86.0	127.0	13952.0
MUX9260.WHB4708.unmapped-both-read-and-mate	4.0	13.0	777.0	nan	103.0	83.0	18165.0
MUX9261.WHB4702.unmapped-both-read-and-mate	14.0	19.0	800.0	2.0	173.0	179.0	14874.0
MUX9261.WHB4703.unmapped-both-read-and-mate	10.0	17.0	652.0	nan	142.0	103.0	13184.0
MUX9261.WHB4706.unmapped-both-read-and-mate	11.0	17.0	724.0	5.0	80.0	6686.0	15894.0
MUX9261.WHB4707.unmapped-both-read-and-mate	37.0	29.0	725.0	3.0	134.0	141.0	14505.0
MUX9261.WHB4710.unmapped-both-read-and-mate	6.0	10.0	758.0	3.0	125.0	83.0	15909.0
MUX9262.WHB4709.unmapped-both-read-and-mate	2.0	16.0	793.0	1.0	199.0	118.0	14779.0
MUX9262.WHB4711.unmapped-both-read-and-mate	8.0	19.0	692.0	3.0	124.0	87.0	12189.0
MUX9262.WHB4712.unmapped-both-read-and-mate	2.0	8.0	658.0	1.0	86.0	71.0	12372.0
MUX9262.WHB4713.unmapped-both-read-and-mate	1.0	25.0	825.0	nan	130.0	59.0	13121.0
MUX9262.WHB4714.unmapped-both-read-and-mate	5.0	123.0	891.0	7.0	1764.0	1557.0	14764.0
MUX9263.WHB4722.unmapped-both-read-and-mate	nan	36.0	781.0	2.0	355.0	159.0	15408.0
MUX9263.WHB4726.unmapped-both-read-and-mate	13.0	16.0	795.0	nan	220.0	113.0	16964.0
MUX9263.WHB4727.unmapped-both-read-and-mate	14.0	21.0	784.0	nan	155.0	162.0	15153.0
MUX9263.WHB4728.unmapped-both-read-and-mate	6.0	13.0	801.0	4.0	134.0	128.0	15360.0
MUX9264.WHB4715.unmapped-both-read-and-mate	10.0	16.0	683.0	nan	108.0	209.0	8552.0
MUX9264.WHB4716.unmapped-both-read-and-mate	7.0	20.0	521.0	2.0	199.0	100.0	6341.0
MUX9264.WHB4717.unmapped-both-read-and-mate	35.0	36.0	473.0	nan	338.0	132.0	5937.0
MUX9264.WHB4729.unmapped-both-read-and-mate	11.0	14.0	561.0	1.0	160.0	105.0	6583.0
MUX9264.WHB4745.unmapped-both-read-and-mate	8.0	18.0	676.0	2.0	201.0	155.0	6485.0
MUX9265.WHB4723.unmapped-both-read-and-mate	8.0	25.0	643.0	1.0	157.0	240.0	5870.0
MUX9265.WHB4724.unmapped-both-read-and-mate	12.0	8.0	601.0	nan	98.0	63.0	5848.0
MUX9265.WHB4725.unmapped-both-read-and-mate	18.0	6.0	605.0	nan	59.0	81.0	5311.0
MUX9265.WHB4730.unmapped-both-read-and-mate	9.0	26.0	750.0	2.0	143.0	211.0	7394.0
MUX9265.WHB4731.unmapped-both-read-and-mate	8.0	13.0	686.0	1.0	110.0	183.0	7076.0
MUX9276.WHB4733.unmapped-both-read-and-mate	10.0	29.0	1038.0	nan	288.0	250.0	37055.0
MUX9276.WHB4734.unmapped-both-read-and-mate	20.0	33.0	1270.0	1.0	229.0	541.0	39044.0
MUX9276.WHB4735.unmapped-both-read-and-mate	15.0	43.0	1701.0	4.0	315.0	403.0	57875.0
MUX9276.WHB4736.unmapped-both-read-and-mate	6.0	28.0	1049.0	nan	284.0	418.0	31487.0
MUX9276.WHB4740.unmapped-both-read-and-mate	6.0	21.0	1082.0	1.0	139.0	194.0	38535.0
MUX9277.WHB4732.unmapped-both-read-and-mate	2.0	30.0	1290.0	nan	192.0	352.0	45150.0
MUX9277.WHB4737.unmapped-both-read-and-mate	11.0	15.0	1171.0	nan	130.0	167.0	42368.0
MUX9277.WHB4738.unmapped-both-read-and-mate	5.0	70.0	1237.0	nan	401.0	299.0	52650.0
MUX9277.WHB4739.unmapped-both-read-and-mate	10.0	22.0	1190.0	nan	182.0	329.0	39557.0
MUX9277.WHB4742.unmapped-both-read-and-mate	8.0	18.0	1252.0	nan	220.0	578.0	50173.0
MUX9278.WHB4741.unmapped-both-read-and-mate	8.0	30.0	1096.0	3.0	193.0	331.0	27430.0
MUX9278.WHB4743.unmapped-both-read-and-mate	5.0	17.0	842.0	nan	115.0	335.0	19310.0
MUX9278.WHB4744.unmapped-both-read-and-mate	9.0	15.0	803.0	nan	110.0	470.0	25669.0
MUX9278.WHB4749.unmapped-both-read-and-mate	4.0	17.0	999.0	2.0	185.0	204.0	23517.0
MUX9279.WHB4746.unmapped-both-read-and-mate	3.0	15.0	952.0	nan	101.0	427.0	24727.0
MUX9279.WHB4747.unmapped-both-read-and-mate	4.0	7.0	772.0	nan	60.0	102.0	22380.0
MUX9279.WHB4748.unmapped-both-read-and-mate	11.0	21.0	1240.0	1.0	413.0	240.0	37709.0
MUX9279.WHB4750.unmapped-both-read-and-mate	4.0	23.0	1138.0	nan	147.0	181.0	33730.0
MUX9279.WHB4752.unmapped-both-read-and-mate	11.0	45.0	1295.0	nan	200.0	3826.0	35713.0
MUX9280.WHB4753.unmapped-both-read-and-mate	5.0	27.0	682.0	nan	149.0	131.0	8404.0
MUX9280.WHB4754.unmapped-both-read-and-mate	40.0	36.0	1005.0	nan	210.0	414.0	12426.0
MUX9280.WHB4755.unmapped-both-read-and-mate	42.0	49.0	826.0	nan	151.0	184.0	8114.0
MUX9280.WHB4757.unmapped-both-read-and-mate	5.0	7.0	607.0	nan	89.0	140.0	7734.0
MUX9280.WHB4758.unmapped-both-read-and-mate	9.0	13.0	631.0	nan	138.0	161.0	8089.0
MUX9281.WHB4756.unmapped-both-read-and-mate	9.0	34.0	829.0	nan	176.0	251.0	9798.0
MUX9281.WHB4759.unmapped-both-read-and-mate	4.0	14.0	548.0	nan	158.0	231.0	6583.0
MUX9281.WHB4760.unmapped-both-read-and-mate	6.0	35.0	587.0	1.0	114.0	168.0	8037.0
MUX9281.WHB4762.unmapped-both-read-and-mate	2.0	22.0	515.0	nan	128.0	124.0	5666.0
MUX9282.WHB4774.unmapped-both-read-and-mate	3.0	17.0	472.0	1.0	166.0	204.0	5209.0
MUX9282.WHB4775.unmapped-both-read-and-mate	2.0	29.0	636.0	2.0	264.0	258.0	5590.0
MUX9282.WHB4777.unmapped-both-read-and-mate	7.0	119.0	730.0	4.0	812.0	3774.0	5400.0
MUX9282.WHB4778.unmapped-both-read-and-mate	17.0	183.0	572.0	3.0	1321.0	974.0	7695.0
MUX9282.WHB4779.unmapped-both-read-and-mate	13.0	50.0	579.0	2.0	205.0	230.0	6044.0
MUX9283.WHB4772.unmapped-both-read-and-mate	7.0	13.0	661.0	nan	217.0	222.0	6953.0
MUX9283.WHB4776.unmapped-both-read-and-mate	24.0	118.0	771.0	8.0	877.0	6523.0	23929.0
MUX9283.WHB4782.unmapped-both-read-and-mate	13.0	214.0	894.0	4.0	1382.0	686.0	8047.0
MUX9283.WHB4784.unmapped-both-read-and-mate	23.0	105.0	843.0	4.0	868.0	445.0	8812.0
MUX9283.WHB4787.unmapped-both-read-and-mate	3.0	58.0	566.0	2.0	399.0	229.0	5322.0
MUX9284.WHB4763.unmapped-both-read-and-mate	8.0	42.0	1001.0	nan	182.0	220.0	14703.0
MUX9284.WHB4764.unmapped-both-read-and-mate	12.0	14.0	981.0	nan	85.0	525.0	17675.0
MUX9284.WHB4765.unmapped-both-read-and-mate	18.0	39.0	910.0	nan	212.0	490.0	18564.0
MUX9284.WHB4769.unmapped-both-read-and-mate	5.0	30.0	842.0	nan	158.0	189.0	14207.0
MUX9284.WHB4770.unmapped-both-read-and-mate	7.0	15.0	941.0	nan	71.0	176.0	16908.0
MUX9285.WHB4766.unmapped-both-read-and-mate	5.0	9.0	860.0	nan	60.0	154.0	13685.0
MUX9285.WHB4767.unmapped-both-read-and-mate	4.0	135.0	1203.0	3.0	1343.0	381.0	19547.0
MUX9285.WHB4768.unmapped-both-read-and-mate	9.0	53.0	889.0	2.0	250.0	229.0	11778.0
MUX9285.WHB4771.unmapped-both-read-and-mate	3.0	4.0	643.0	nan	35.0	141.0	11928.0
MUX9285.WHB4773.unmapped-both-read-and-mate	5.0	12.0	762.0	nan	79.0	168.0	11009.0
MUX9286.WHB4780.unmapped-both-read-and-mate	5.0	214.0	848.0	4.0	524.0	453.0	13722.0
MUX9286.WHB4781.unmapped-both-read-and-mate	2.0	46.0	907.0	1.0	258.0	507.0	15734.0
MUX9286.WHB4783.unmapped-both-read-and-mate	9.0	115.0	1060.0	1.0	906.0	534.0	17034.0
MUX9286.WHB4786.unmapped-both-read-and-mate	12.0	18.0	750.0	nan	203.0	260.0	14365.0
MUX9286.WHB4788.unmapped-both-read-and-mate	7.0	23.0	858.0	nan	185.0	220.0	13744.0
MUX9287.WHB4785.unmapped-both-read-and-mate	10.0	141.0	843.0	nan	879.0	704.0	14779.0
MUX9287.WHB4792.unmapped-both-read-and-mate	5.0	64.0	637.0	nan	526.0	253.0	9458.0
MUX9287.WHB4797.unmapped-both-read-and-mate	3.0	24.0	842.0	2.0	322.0	134.0	14801.0
MUX9287.WHB4806.unmapped-both-read-and-mate	1.0	13.0	779.0	nan	124.0	67.0	13727.0
MUX9287.WHB4814.unmapped-both-read-and-mate	10.0	17.0	1659.0	1.0	66.0	370.0	23670.0
MUX9292.WHB4789.unmapped-both-read-and-mate	3.0	69.0	1007.0	nan	443.0	424.0	26419.0
MUX9292.WHB4790.unmapped-both-read-and-mate	6.0	25.0	892.0	1.0	150.0	209.0	23989.0
MUX9292.WHB4791.unmapped-both-read-and-mate	9.0	164.0	857.0	1.0	324.0	635.0	21425.0
MUX9292.WHB4793.unmapped-both-read-and-mate	5.0	171.0	1003.0	2.0	303.0	414.0	27783.0
MUX9292.WHB4794.unmapped-both-read-and-mate	335.0	182.0	1507.0	1.0	1046.0	862.0	43432.0
MUX9293.WHB4796.unmapped-both-read-and-mate	11.0	54.0	991.0	nan	183.0	1635.0	25874.0
MUX9293.WHB4798.unmapped-both-read-and-mate	15.0	245.0	1107.0	5.0	1569.0	647.0	31918.0
MUX9293.WHB4801.unmapped-both-read-and-mate	8.0	34.0	1060.0	2.0	222.0	144.0	24843.0
MUX9293.WHB4802.unmapped-both-read-and-mate	4.0	16.0	862.0	2.0	106.0	165.0	21183.0
MUX9295.WHB4795.unmapped-both-read-and-mate	6.0	130.0	2138.0	2.0	993.0	378.0	87537.0
MUX9295.WHB4799.unmapped-both-read-and-mate	13.0	101.0	1847.0	nan	528.0	316.0	75544.0
MUX9295.WHB4803.unmapped-both-read-and-mate	7.0	8.0	1308.0	nan	90.0	66.0	47021.0
MUX9295.WHB4804.unmapped-both-read-and-mate	5.0	16.0	1164.0	1.0	98.0	166.0	50570.0
MUX9295.WHB4805.unmapped-both-read-and-mate	3.0	10.0	1404.0	4.0	92.0	66.0	52474.0
MUX9296.WHB4807.unmapped-both-read-and-mate	1.0	28.0	1632.0	nan	146.0	280.0	62049.0
MUX9296.WHB4808.unmapped-both-read-and-mate	12.0	22.0	1242.0	nan	141.0	92.0	46858.0
MUX9296.WHB4809.unmapped-both-read-and-mate	5.0	38.0	1463.0	1.0	210.0	102.0	54925.0
MUX9296.WHB4811.unmapped-both-read-and-mate	1.0	22.0	1622.0	2.0	192.0	120.0	62697.0
MUX9296.WHB4812.unmapped-both-read-and-mate	11.0	27.0	1946.0	nan	193.0	208.0	69038.0
MUX9297.WHB4810.unmapped-both-read-and-mate	5.0	19.0	1463.0	nan	233.0	121.0	60267.0
MUX9297.WHB4813.unmapped-both-read-and-mate	3.0	15.0	1264.0	nan	58.0	50.0	47439.0
MUX9297.WHB4815.unmapped-both-read-and-mate	6.0	14.0	1827.0	nan	56.0	92.0	58618.0
MUX9297.WHB4816.unmapped-both-read-and-mate	3.0	nan	1385.0	nan	39.0	49.0	44188.0
MUX9297.WHB4817.unmapped-both-read-and-mate	3.0	9.0	1730.0	nan	61.0	254.0	55375.0
MUX9298.WHB4818.unmapped-both-read-and-mate	7.0	14.0	1356.0	nan	97.0	80.0	48556.0
MUX9298.WHB4820.unmapped-both-read-and-mate	4.0	8.0	1358.0	nan	72.0	73.0	44057.0
MUX9298.WHB4821.unmapped-both-read-and-mate	5.0	8.0	1481.0	1.0	108.0	74.0	46854.0
MUX9298.WHB4823.unmapped-both-read-and-mate	1.0	4.0	1766.0	nan	40.0	57.0	58532.0
MUX9298.WHB4827.unmapped-both-read-and-mate	8.0	11.0	1480.0	nan	64.0	73.0	43065.0
MUX9305.WHB4819.unmapped-both-read-and-mate	3.0	10.0	1187.0	nan	67.0	78.0	19732.0
MUX9305.WHB4822.unmapped-both-read-and-mate	1.0	8.0	1252.0	3.0	45.0	45.0	20779.0
MUX9305.WHB4825.unmapped-both-read-and-mate	3.0	1.0	1063.0	nan	30.0	15.0	18247.0
MUX9305.WHB4831.unmapped-both-read-and-mate	4.0	10.0	1250.0	nan	74.0	108.0	20235.0
MUX9306.WHB4826.unmapped-both-read-and-mate	5.0	8.0	1281.0	2.0	79.0	62.0	19091.0
MUX9306.WHB4829.unmapped-both-read-and-mate	7.0	12.0	1556.0	nan	104.0	67.0	22075.0
MUX9306.WHB4830.unmapped-both-read-and-mate	2.0	11.0	1118.0	1.0	174.0	81.0	18029.0
MUX9306.WHB4832.unmapped-both-read-and-mate	4.0	7.0	1023.0	nan	57.0	66.0	15765.0
MUX9306.WHB4834.unmapped-both-read-and-mate	2.0	1.0	1377.0	nan	68.0	53.0	18157.0
MUX9307.WHB4828.unmapped-both-read-and-mate	311.0	278.0	1385.0	nan	101.0	993.0	38458.0
MUX9307.WHB4833.unmapped-both-read-and-mate	1.0	7.0	1292.0	nan	102.0	58.0	36474.0
MUX9307.WHB4835.unmapped-both-read-and-mate	nan	5.0	1255.0	nan	42.0	47.0	32698.0
MUX9307.WHB4837.unmapped-both-read-and-mate	3.0	6.0	1386.0	1.0	68.0	93.0	38491.0
MUX9307.WHB4838.unmapped-both-read-and-mate	26.0	4.0	1026.0	1.0	56.0	71.0	27032.0
MUX9308.WHB4839.unmapped-both-read-and-mate	2.0	8.0	1288.0	nan	79.0	53.0	34376.0
MUX9308.WHB4841.unmapped-both-read-and-mate	4.0	11.0	1112.0	1.0	64.0	40.0	26534.0
MUX9308.WHB4842.unmapped-both-read-and-mate	4.0	17.0	1184.0	nan	127.0	251.0	29918.0
MUX9308.WHB4843.unmapped-both-read-and-mate	2.0	12.0	1161.0	1.0	187.0	101.0	30414.0
MUX9308.WHB4844.unmapped-both-read-and-mate	3.0	14.0	1552.0	1.0	165.0	117.0	42305.0
MUX9309.WHB4840.unmapped-both-read-and-mate	4.0	23.0	1275.0	nan	110.0	87.0	28067.0
MUX9309.WHB4845.unmapped-both-read-and-mate	1.0	9.0	1493.0	1.0	130.0	226.0	35850.0
MUX9309.WHB4846.unmapped-both-read-and-mate	8.0	7.0	797.0	nan	65.0	67.0	18829.0
MUX9309.WHB4847.unmapped-both-read-and-mate	1.0	11.0	1279.0	nan	60.0	53.0	30329.0
MUX9309.WHB4848.unmapped-both-read-and-mate	3.0	28.0	1527.0	nan	159.0	95.0	42166.0
MUX9310.WHB4849.unmapped-both-read-and-mate	11.0	59.0	1130.0	nan	495.0	1097.0	27631.0
MUX9310.WHB4850.unmapped-both-read-and-mate	6.0	66.0	1245.0	nan	683.0	197.0	30627.0
MUX9310.WHB4851.unmapped-both-read-and-mate	6.0	23.0	1419.0	1.0	335.0	10048.0	34113.0
MUX9310.WHB4852.unmapped-both-read-and-mate	nan	4.0	1376.0	nan	39.0	76.0	31501.0
MUX9310.WHB4853.unmapped-both-read-and-mate	5.0	86.0	1594.0	nan	717.0	264.0	37572.0
MUX9333.WHB4081.unmapped-both-read-and-mate	35.0	27.0	593.0	15.0	91.0	3259.0	9787.0
MUX9333.WHB4085.unmapped-both-read-and-mate	39.0	19.0	602.0	7.0	113.0	2995.0	10005.0
MUX9333.WHB4086.unmapped-both-read-and-mate	42.0	23.0	712.0	10.0	87.0	3413.0	11596.0
MUX9333.WHB4087.unmapped-both-read-and-mate	25.0	18.0	684.0	3.0	93.0	2666.0	9684.0
MUX9333.WHB4088.unmapped-both-read-and-mate	29.0	23.0	588.0	6.0	87.0	2732.0	9690.0
MUX9334.WHB4089.unmapped-both-read-and-mate	62.0	52.0	738.0	12.0	143.0	3814.0	13477.0
MUX9334.WHB4090.unmapped-both-read-and-mate	20.0	23.0	610.0	7.0	100.0	3223.0	10557.0
MUX9334.WHB4091.unmapped-both-read-and-mate	38.0	15.0	702.0	4.0	65.0	2423.0	10201.0
MUX9334.WHB4092.unmapped-both-read-and-mate	24.0	30.0	670.0	13.0	88.0	2508.0	10077.0
MUX9340.WHB4094.unmapped-both-read-and-mate	30.0	26.0	1345.0	19.0	101.0	2842.0	64269.0
MUX9340.WHB4095.unmapped-both-read-and-mate	36.0	16.0	1316.0	13.0	93.0	2456.0	54316.0
MUX9340.WHB4096.unmapped-both-read-and-mate	23.0	18.0	1163.0	8.0	109.0	2770.0	49772.0
MUX9340.WHB4100.unmapped-both-read-and-mate	51.0	36.0	1363.0	13.0	133.0	3523.0	54664.0
MUX9340.WHB4101.unmapped-both-read-and-mate	36.0	21.0	1266.0	7.0	79.0	2853.0	50260.0
MUX9341.WHB4097.unmapped-both-read-and-mate	43.0	46.0	1544.0	21.0	139.0	4964.0	64934.0
MUX9341.WHB4098.unmapped-both-read-and-mate	39.0	34.0	1531.0	16.0	81.0	3685.0	60528.0
MUX9341.WHB4099.unmapped-both-read-and-mate	41.0	20.0	1735.0	6.0	89.0	3308.0	75529.0
MUX9341.WHB4102.unmapped-both-read-and-mate	30.0	17.0	1253.0	7.0	83.0	3177.0	54784.0
MUX9366.WHB6104.unmapped-both-read-and-mate	79.0	301.0	565.0	4506.0	41.0	2998.0	7365.0
MUX9366.WHB6105.unmapped-both-read-and-mate	70.0	144.0	448.0	3837.0	11.0	1808.0	5749.0
MUX9366.WHB6108.unmapped-both-read-and-mate	49.0	135.0	282.0	1415.0	15.0	3257.0	5184.0
MUX9366.WHB6109.unmapped-both-read-and-mate	36.0	228.0	312.0	1426.0	6.0	3890.0	5457.0
MUX9366.WHB6113.unmapped-both-read-and-mate	50.0	321.0	398.0	1970.0	33.0	4648.0	7305.0
MUX9367.WHB6115.unmapped-both-read-and-mate	87.0	340.0	556.0	2583.0	21.0	2636.0	7199.0
MUX9367.WHB6117.unmapped-both-read-and-mate	82.0	224.0	601.0	3909.0	14.0	2608.0	7724.0
MUX9367.WHB6118.unmapped-both-read-and-mate	69.0	299.0	288.0	1464.0	36.0	6003.0	5789.0
MUX9367.WHB6120.unmapped-both-read-and-mate	84.0	480.0	506.0	3664.0	17.0	2831.0	7449.0
MUX9367.WHB6122.unmapped-both-read-and-mate	73.0	377.0	724.0	3366.0	22.0	3382.0	10049.0
MUX9368.WHB6106.unmapped-both-read-and-mate	45.0	201.0	435.0	2557.0	14.0	3128.0	6452.0
MUX9368.WHB6107.unmapped-both-read-and-mate	54.0	257.0	515.0	1685.0	16.0	2473.0	6157.0
MUX9368.WHB6110.unmapped-both-read-and-mate	110.0	322.0	330.0	2255.0	39.0	6451.0	7787.0
MUX9368.WHB6114.unmapped-both-read-and-mate	40.0	91.0	460.0	1845.0	4.0	1871.0	5811.0
MUX9368.WHB6116.unmapped-both-read-and-mate	69.0	418.0	418.0	1785.0	43.0	4639.0	7285.0
MUX9369.WHB6111.unmapped-both-read-and-mate	71.0	442.0	394.0	2153.0	20.0	3183.0	5955.0
MUX9369.WHB6112.unmapped-both-read-and-mate	70.0	279.0	431.0	2418.0	62.0	4725.0	7958.0
MUX9369.WHB6119.unmapped-both-read-and-mate	66.0	440.0	378.0	1859.0	24.0	5747.0	7299.0
MUX9369.WHB6121.unmapped-both-read-and-mate	123.0	225.0	372.0	1478.0	50.0	24704.0	8305.0
MUX9369.WHB6123.unmapped-both-read-and-mate	56.0	411.0	400.0	1187.0	34.0	5408.0	5718.0
