Sample	Pseudomonadaceae	Sphingomonadaceae	Hominidae	Alcaligenaceae	Bradyrhizobiaceae	Other	Unclassified
MUX9143.WHB4366.unmapped-both-read-and-mate	11.0	46.0	832.0	nan	369.0	376.0	6369.0
MUX9143.WHB4375.unmapped-both-read-and-mate	10.0	31.0	835.0	nan	236.0	140.0	6495.0
MUX9143.WHB4376.unmapped-both-read-and-mate	7.0	3.0	663.0	nan	72.0	209.0	5104.0
MUX9143.WHB4377.unmapped-both-read-and-mate	3.0	24.0	808.0	1.0	243.0	265.0	6548.0
MUX9143.WHB4379.unmapped-both-read-and-mate	2.0	9.0	809.0	1.0	108.0	145.0	6368.0
MUX9144.WHB4368.unmapped-both-read-and-mate	4.0	22.0	751.0	2.0	279.0	245.0	5769.0
MUX9144.WHB4370.unmapped-both-read-and-mate	5.0	30.0	667.0	nan	298.0	999.0	6533.0
MUX9144.WHB4378.unmapped-both-read-and-mate	3.0	19.0	708.0	nan	268.0	318.0	5080.0
MUX9144.WHB4380.unmapped-both-read-and-mate	7.0	24.0	727.0	4.0	241.0	139.0	6022.0
MUX9144.WHB4381.unmapped-both-read-and-mate	3.0	11.0	789.0	1.0	76.0	253.0	5418.0
MUX9145.WHB4382.unmapped-both-read-and-mate	10.0	73.0	836.0	nan	639.0	472.0	12956.0
MUX9145.WHB4383.unmapped-both-read-and-mate	15.0	29.0	702.0	nan	230.0	632.0	11195.0
MUX9145.WHB4384.unmapped-both-read-and-mate	nan	11.0	744.0	nan	57.0	233.0	8475.0
MUX9145.WHB4386.unmapped-both-read-and-mate	16.0	14.0	835.0	1.0	105.0	140.0	10491.0
MUX9145.WHB4387.unmapped-both-read-and-mate	13.0	73.0	801.0	nan	652.0	291.0	9648.0
MUX9146.WHB4388.unmapped-both-read-and-mate	1.0	15.0	692.0	1.0	131.0	124.0	10276.0
MUX9146.WHB4389.unmapped-both-read-and-mate	15.0	20.0	902.0	nan	95.0	380.0	10363.0
MUX9146.WHB4390.unmapped-both-read-and-mate	2.0	21.0	974.0	nan	85.0	245.0	10709.0
MUX9146.WHB4391.unmapped-both-read-and-mate	4.0	52.0	832.0	1.0	452.0	276.0	10622.0
MUX9146.WHB4392.unmapped-both-read-and-mate	41.0	25.0	684.0	nan	173.0	179.0	9531.0
MUX9147.WHB4385.unmapped-both-read-and-mate	16.0	13.0	747.0	nan	82.0	136.0	10344.0
MUX9147.WHB4396.unmapped-both-read-and-mate	1.0	38.0	724.0	nan	339.0	359.0	11171.0
MUX9147.WHB4398.unmapped-both-read-and-mate	67.0	92.0	950.0	7.0	444.0	4265.0	20373.0
MUX9147.WHB4399.unmapped-both-read-and-mate	1.0	39.0	851.0	2.0	305.0	773.0	13135.0
MUX9147.WHB4401.unmapped-both-read-and-mate	12.0	102.0	877.0	nan	873.0	780.0	12813.0
MUX9148.WHB4394.unmapped-both-read-and-mate	4.0	18.0	859.0	nan	147.0	212.0	10887.0
MUX9148.WHB4395.unmapped-both-read-and-mate	5.0	42.0	805.0	nan	216.0	308.0	10401.0
MUX9148.WHB4400.unmapped-both-read-and-mate	4.0	64.0	901.0	1.0	333.0	384.0	11157.0
MUX9148.WHB4402.unmapped-both-read-and-mate	6.0	16.0	820.0	nan	113.0	237.0	10327.0
MUX9148.WHB4403.unmapped-both-read-and-mate	2.0	41.0	795.0	nan	341.0	408.0	10283.0
MUX9149.WHB4404.unmapped-both-read-and-mate	9.0	74.0	468.0	1.0	548.0	883.0	6777.0
MUX9149.WHB4406.unmapped-both-read-and-mate	36.0	23.0	533.0	nan	171.0	385.0	6335.0
MUX9149.WHB4407.unmapped-both-read-and-mate	29.0	50.0	574.0	nan	330.0	432.0	5550.0
MUX9149.WHB4408.unmapped-both-read-and-mate	1.0	40.0	662.0	nan	286.0	334.0	5970.0
MUX9149.WHB4411.unmapped-both-read-and-mate	8.0	111.0	654.0	3.0	1092.0	389.0	7123.0
MUX9150.WHB4409.unmapped-both-read-and-mate	23.0	86.0	556.0	5.0	390.0	760.0	5292.0
MUX9150.WHB4410.unmapped-both-read-and-mate	2.0	88.0	577.0	nan	603.0	624.0	5834.0
MUX9150.WHB4412.unmapped-both-read-and-mate	1.0	38.0	692.0	nan	168.0	331.0	5471.0
MUX9150.WHB4415.unmapped-both-read-and-mate	70.0	57.0	611.0	nan	330.0	630.0	6438.0
MUX9150.WHB4416.unmapped-both-read-and-mate	27.0	33.0	596.0	nan	142.0	569.0	5575.0
MUX9151.WHB4393.unmapped-both-read-and-mate	4.0	11.0	742.0	1.0	43.0	100.0	5588.0
MUX9151.WHB4418.unmapped-both-read-and-mate	20.0	26.0	738.0	1.0	149.0	481.0	6465.0
MUX9151.WHB4419.unmapped-both-read-and-mate	13.0	73.0	657.0	nan	444.0	747.0	6513.0
MUX9151.WHB4420.unmapped-both-read-and-mate	5.0	38.0	812.0	nan	254.0	676.0	5905.0
MUX9151.WHB4423.unmapped-both-read-and-mate	16.0	89.0	723.0	1.0	409.0	519.0	6555.0
MUX9152.WHB4413.unmapped-both-read-and-mate	23.0	9.0	719.0	nan	11.0	101.0	6278.0
MUX9152.WHB4414.unmapped-both-read-and-mate	3.0	55.0	572.0	2.0	485.0	473.0	6720.0
MUX9152.WHB4417.unmapped-both-read-and-mate	6.0	28.0	520.0	3.0	168.0	315.0	5565.0
MUX9152.WHB4421.unmapped-both-read-and-mate	22.0	206.0	690.0	1.0	453.0	886.0	6779.0
MUX9152.WHB4422.unmapped-both-read-and-mate	24.0	68.0	516.0	nan	561.0	479.0	7200.0
MUX9153.WHB4424.unmapped-both-read-and-mate	18.0	89.0	825.0	1.0	468.0	411.0	23433.0
MUX9153.WHB4425.unmapped-both-read-and-mate	68.0	64.0	896.0	nan	428.0	932.0	26060.0
MUX9153.WHB4430.unmapped-both-read-and-mate	15.0	22.0	1193.0	1.0	118.0	824.0	30777.0
MUX9153.WHB4431.unmapped-both-read-and-mate	37.0	71.0	1313.0	8.0	582.0	2289.0	32784.0
MUX9154.WHB4432.unmapped-both-read-and-mate	14.0	25.0	1021.0	4.0	231.0	857.0	25404.0
MUX9154.WHB4433.unmapped-both-read-and-mate	12.0	49.0	1206.0	nan	269.0	871.0	31132.0
MUX9154.WHB4434.unmapped-both-read-and-mate	8.0	23.0	1082.0	1.0	150.0	664.0	23049.0
MUX9154.WHB4435.unmapped-both-read-and-mate	14.0	19.0	1054.0	3.0	164.0	870.0	25364.0
MUX9154.WHB4436.unmapped-both-read-and-mate	4.0	21.0	995.0	2.0	232.0	480.0	26319.0
MUX9155.WHB4438.unmapped-both-read-and-mate	158.0	40.0	2065.0	2.0	210.0	6173.0	47279.0
MUX9155.WHB4439.unmapped-both-read-and-mate	7.0	21.0	1116.0	1.0	152.0	7640.0	26318.0
MUX9155.WHB4441.unmapped-both-read-and-mate	13.0	17.0	1303.0	3.0	100.0	1227.0	32306.0
MUX9155.WHB4442.unmapped-both-read-and-mate	15.0	27.0	1218.0	1.0	194.0	949.0	27503.0
MUX9155.WHB4443.unmapped-both-read-and-mate	4.0	18.0	1218.0	5.0	137.0	651.0	32297.0
MUX9156.WHB4437.unmapped-both-read-and-mate	13.0	38.0	1056.0	5.0	340.0	1548.0	22078.0
MUX9156.WHB4440.unmapped-both-read-and-mate	16.0	18.0	1529.0	5.0	196.0	917.0	23886.0
MUX9156.WHB4444.unmapped-both-read-and-mate	18.0	24.0	1370.0	3.0	119.0	1513.0	29537.0
MUX9156.WHB4445.unmapped-both-read-and-mate	10.0	47.0	993.0	2.0	285.0	1195.0	20026.0
MUX9156.WHB4446.unmapped-both-read-and-mate	5.0	8.0	1229.0	nan	39.0	370.0	20247.0
MUX9158.WHB4427.unmapped-both-read-and-mate	30.0	228.0	1988.0	7.0	3272.0	3742.0	78806.0
MUX9158.WHB4447.unmapped-both-read-and-mate	29.0	12.0	2741.0	1.0	104.0	1333.0	88286.0
MUX9158.WHB4448.unmapped-both-read-and-mate	16.0	14.0	2347.0	nan	133.0	733.0	73647.0
MUX9158.WHB4462.unmapped-both-read-and-mate	21.0	51.0	2348.0	7.0	185.0	1311.0	71086.0
MUX9159.WHB4449.unmapped-both-read-and-mate	5.0	24.0	1889.0	1.0	131.0	650.0	60031.0
MUX9159.WHB4450.unmapped-both-read-and-mate	11.0	11.0	1995.0	3.0	69.0	1941.0	66492.0
MUX9159.WHB4451.unmapped-both-read-and-mate	10.0	16.0	1959.0	4.0	73.0	902.0	62720.0
MUX9159.WHB4452.unmapped-both-read-and-mate	10.0	8.0	2501.0	3.0	91.0	885.0	63562.0
MUX9159.WHB4453.unmapped-both-read-and-mate	4.0	7.0	2537.0	1.0	61.0	374.0	87008.0
MUX9160.WHB4455.unmapped-both-read-and-mate	15.0	5.0	1073.0	1.0	56.0	1196.0	31267.0
MUX9160.WHB4456.unmapped-both-read-and-mate	9.0	23.0	1320.0	2.0	123.0	1221.0	41612.0
MUX9160.WHB4457.unmapped-both-read-and-mate	3.0	7.0	1293.0	nan	13.0	160.0	38234.0
MUX9160.WHB4458.unmapped-both-read-and-mate	5.0	13.0	1564.0	2.0	90.0	628.0	44984.0
MUX9161.WHB4459.unmapped-both-read-and-mate	7.0	18.0	1324.0	2.0	80.0	872.0	40464.0
MUX9161.WHB4460.unmapped-both-read-and-mate	9.0	7.0	1768.0	1.0	71.0	732.0	54643.0
MUX9161.WHB4461.unmapped-both-read-and-mate	9.0	7.0	1305.0	2.0	83.0	671.0	36874.0
MUX9161.WHB4464.unmapped-both-read-and-mate	3.0	13.0	1536.0	2.0	86.0	314.0	40480.0
MUX9161.WHB4465.unmapped-both-read-and-mate	2.0	10.0	1142.0	5.0	70.0	548.0	37855.0
MUX9183.WHB4466.unmapped-both-read-and-mate	4.0	7.0	1040.0	1.0	106.0	399.0	12755.0
MUX9183.WHB4468.unmapped-both-read-and-mate	4.0	20.0	1045.0	2.0	199.0	755.0	15160.0
MUX9183.WHB4473.unmapped-both-read-and-mate	6.0	5.0	1009.0	nan	35.0	676.0	14029.0
MUX9183.WHB4474.unmapped-both-read-and-mate	3.0	3.0	804.0	nan	34.0	119.0	11709.0
MUX9183.WHB4476.unmapped-both-read-and-mate	6.0	8.0	1173.0	nan	76.0	368.0	13271.0
MUX9184.WHB4463.unmapped-both-read-and-mate	8.0	19.0	1067.0	nan	106.0	1038.0	14930.0
MUX9184.WHB4467.unmapped-both-read-and-mate	4.0	20.0	975.0	2.0	123.0	711.0	12852.0
MUX9184.WHB4470.unmapped-both-read-and-mate	14.0	6.0	1130.0	1.0	55.0	588.0	15431.0
MUX9184.WHB4471.unmapped-both-read-and-mate	8.0	5.0	901.0	3.0	80.0	590.0	13137.0
MUX9185.WHB4472.unmapped-both-read-and-mate	3.0	5.0	1218.0	nan	54.0	246.0	25825.0
MUX9185.WHB4475.unmapped-both-read-and-mate	6.0	14.0	1306.0	2.0	80.0	3358.0	27665.0
MUX9185.WHB4477.unmapped-both-read-and-mate	3.0	14.0	1340.0	7.0	108.0	921.0	28707.0
MUX9185.WHB4478.unmapped-both-read-and-mate	nan	3.0	1526.0	nan	22.0	224.0	31920.0
MUX9185.WHB4483.unmapped-both-read-and-mate	51.0	18.0	1384.0	3.0	97.0	898.0	29772.0
MUX9186.WHB4429.unmapped-both-read-and-mate	8.0	35.0	1200.0	2.0	162.0	888.0	18585.0
MUX9186.WHB4481.unmapped-both-read-and-mate	13.0	15.0	1234.0	5.0	72.0	1336.0	19183.0
MUX9186.WHB4486.unmapped-both-read-and-mate	11.0	21.0	1063.0	nan	142.0	775.0	16984.0
MUX9186.WHB4491.unmapped-both-read-and-mate	28.0	17.0	1315.0	7.0	95.0	913.0	22106.0
MUX9186.WHB4492.unmapped-both-read-and-mate	15.0	22.0	1384.0	3.0	146.0	983.0	23671.0
MUX9194.WHB4479.unmapped-both-read-and-mate	18.0	20.0	838.0	1.0	170.0	1569.0	8043.0
MUX9194.WHB4480.unmapped-both-read-and-mate	16.0	16.0	774.0	2.0	77.0	709.0	5810.0
MUX9194.WHB4482.unmapped-both-read-and-mate	5.0	4.0	840.0	1.0	41.0	285.0	5806.0
MUX9194.WHB4484.unmapped-both-read-and-mate	27.0	9.0	917.0	2.0	110.0	918.0	6564.0
MUX9194.WHB4488.unmapped-both-read-and-mate	10.0	6.0	768.0	3.0	51.0	652.0	5917.0
MUX9195.WHB4485.unmapped-both-read-and-mate	6.0	11.0	778.0	4.0	90.0	922.0	7693.0
MUX9195.WHB4487.unmapped-both-read-and-mate	13.0	20.0	798.0	nan	104.0	1073.0	6331.0
MUX9195.WHB4495.unmapped-both-read-and-mate	2.0	10.0	889.0	2.0	94.0	435.0	6645.0
MUX9195.WHB4501.unmapped-both-read-and-mate	6.0	9.0	569.0	1.0	135.0	569.0	5630.0
MUX9195.WHB4536.unmapped-both-read-and-mate	24.0	39.0	565.0	20.0	221.0	2551.0	7669.0
MUX9196.WHB4489.unmapped-both-read-and-mate	2.0	15.0	750.0	1.0	79.0	417.0	6299.0
MUX9196.WHB4490.unmapped-both-read-and-mate	16.0	23.0	865.0	1.0	167.0	1248.0	8313.0
MUX9196.WHB4493.unmapped-both-read-and-mate	14.0	22.0	798.0	4.0	113.0	1358.0	8077.0
MUX9196.WHB4494.unmapped-both-read-and-mate	29.0	26.0	821.0	7.0	161.0	1877.0	9226.0
MUX9196.WHB4496.unmapped-both-read-and-mate	6.0	19.0	782.0	4.0	204.0	769.0	7658.0
MUX9197.WHB4497.unmapped-both-read-and-mate	22.0	12.0	831.0	2.0	138.0	958.0	8694.0
MUX9197.WHB4498.unmapped-both-read-and-mate	4.0	3.0	657.0	nan	42.0	242.0	7070.0
MUX9197.WHB4499.unmapped-both-read-and-mate	2.0	10.0	760.0	nan	145.0	487.0	7917.0
MUX9197.WHB4500.unmapped-both-read-and-mate	17.0	14.0	949.0	12.0	120.0	1741.0	11097.0
MUX9197.WHB4504.unmapped-both-read-and-mate	14.0	23.0	607.0	2.0	116.0	627.0	7764.0
MUX9198.WHB4502.unmapped-both-read-and-mate	11.0	33.0	944.0	3.0	169.0	1237.0	27403.0
MUX9198.WHB4503.unmapped-both-read-and-mate	18.0	20.0	763.0	1.0	97.0	1456.0	26388.0
MUX9198.WHB4505.unmapped-both-read-and-mate	24.0	18.0	1179.0	5.0	208.0	1996.0	41878.0
MUX9198.WHB4506.unmapped-both-read-and-mate	6.0	26.0	1061.0	nan	139.0	1173.0	29049.0
MUX9198.WHB4509.unmapped-both-read-and-mate	16.0	28.0	967.0	6.0	190.0	1367.0	38733.0
MUX9199.WHB4507.unmapped-both-read-and-mate	8.0	15.0	1114.0	1.0	73.0	390.0	35284.0
MUX9199.WHB4508.unmapped-both-read-and-mate	35.0	37.0	1029.0	10.0	166.0	1225.0	30616.0
MUX9199.WHB4511.unmapped-both-read-and-mate	3.0	12.0	898.0	4.0	45.0	284.0	31355.0
MUX9199.WHB4512.unmapped-both-read-and-mate	13.0	20.0	1124.0	6.0	166.0	1369.0	38954.0
MUX9199.WHB4514.unmapped-both-read-and-mate	4.0	10.0	866.0	2.0	110.0	548.0	26514.0
MUX9200.WHB4510.unmapped-both-read-and-mate	23.0	26.0	957.0	2.0	197.0	1445.0	30935.0
MUX9200.WHB4513.unmapped-both-read-and-mate	7.0	25.0	953.0	3.0	221.0	1313.0	29286.0
MUX9200.WHB4515.unmapped-both-read-and-mate	16.0	93.0	944.0	6.0	445.0	2588.0	29637.0
MUX9200.WHB4517.unmapped-both-read-and-mate	14.0	12.0	980.0	1.0	68.0	741.0	26533.0
MUX9200.WHB4518.unmapped-both-read-and-mate	24.0	30.0	889.0	7.0	190.0	1535.0	24706.0
MUX9201.WHB4516.unmapped-both-read-and-mate	60.0	37.0	1026.0	5.0	268.0	3745.0	26910.0
MUX9201.WHB4519.unmapped-both-read-and-mate	10.0	9.0	883.0	4.0	112.0	1190.0	23317.0
MUX9201.WHB4526.unmapped-both-read-and-mate	18.0	36.0	899.0	12.0	283.0	2780.0	25869.0
MUX9201.WHB4527.unmapped-both-read-and-mate	39.0	114.0	1052.0	8.0	974.0	4550.0	27117.0
MUX9201.WHB4528.unmapped-both-read-and-mate	15.0	33.0	748.0	12.0	447.0	2564.0	22034.0
MUX9202.WHB4520.unmapped-both-read-and-mate	14.0	32.0	1380.0	6.0	138.0	1340.0	44927.0
MUX9202.WHB4521.unmapped-both-read-and-mate	15.0	40.0	1487.0	10.0	171.0	1862.0	46832.0
MUX9202.WHB4522.unmapped-both-read-and-mate	18.0	20.0	1515.0	5.0	143.0	1827.0	50118.0
MUX9202.WHB4523.unmapped-both-read-and-mate	6.0	37.0	1598.0	5.0	191.0	919.0	57853.0
MUX9202.WHB4524.unmapped-both-read-and-mate	33.0	25.0	2129.0	3.0	162.0	1625.0	72810.0
MUX9203.WHB4529.unmapped-both-read-and-mate	29.0	37.0	1497.0	7.0	169.0	3240.0	53316.0
MUX9203.WHB4531.unmapped-both-read-and-mate	20.0	38.0	1284.0	7.0	224.0	2942.0	44840.0
MUX9203.WHB4532.unmapped-both-read-and-mate	18.0	25.0	1406.0	2.0	311.0	1886.0	49177.0
MUX9203.WHB4533.unmapped-both-read-and-mate	37.0	66.0	1672.0	9.0	280.0	3178.0	58288.0
MUX9203.WHB4534.unmapped-both-read-and-mate	91.0	240.0	1619.0	24.0	846.0	6511.0	62527.0
MUX9204.WHB4525.unmapped-both-read-and-mate	15.0	41.0	1890.0	8.0	533.0	2602.0	69407.0
MUX9204.WHB4530.unmapped-both-read-and-mate	18.0	37.0	1181.0	6.0	428.0	1966.0	48764.0
MUX9204.WHB4535.unmapped-both-read-and-mate	40.0	54.0	1335.0	14.0	240.0	3669.0	48516.0
MUX9204.WHB4538.unmapped-both-read-and-mate	22.0	32.0	1139.0	6.0	254.0	1877.0	57474.0
MUX9204.WHB4539.unmapped-both-read-and-mate	29.0	142.0	1348.0	11.0	721.0	5528.0	65421.0
MUX9205.WHB4537.unmapped-both-read-and-mate	9.0	40.0	1242.0	6.0	273.0	1350.0	48338.0
MUX9205.WHB4541.unmapped-both-read-and-mate	32.0	84.0	1649.0	11.0	479.0	3135.0	58180.0
MUX9205.WHB4543.unmapped-both-read-and-mate	34.0	157.0	1518.0	14.0	717.0	4175.0	53220.0
MUX9205.WHB4546.unmapped-both-read-and-mate	57.0	100.0	1229.0	12.0	535.0	2963.0	46968.0
MUX9205.WHB4547.unmapped-both-read-and-mate	34.0	96.0	1146.0	23.0	527.0	3466.0	49301.0
MUX9207.WHB4540.unmapped-both-read-and-mate	120.0	69.0	929.0	3.0	353.0	1302.0	18250.0
MUX9207.WHB4542.unmapped-both-read-and-mate	36.0	85.0	900.0	20.0	327.0	3640.0	18776.0
MUX9207.WHB4544.unmapped-both-read-and-mate	86.0	64.0	812.0	17.0	272.0	2196.0	15459.0
MUX9207.WHB4545.unmapped-both-read-and-mate	26.0	100.0	921.0	11.0	488.0	3619.0	17784.0
MUX9207.WHB4548.unmapped-both-read-and-mate	28.0	125.0	910.0	12.0	579.0	2349.0	18136.0
MUX9208.WHB4549.unmapped-both-read-and-mate	50.0	120.0	1189.0	10.0	563.0	26553.0	24501.0
MUX9208.WHB4550.unmapped-both-read-and-mate	35.0	88.0	1087.0	12.0	402.0	3535.0	20932.0
MUX9208.WHB4551.unmapped-both-read-and-mate	34.0	31.0	895.0	10.0	194.0	3192.0	17249.0
MUX9208.WHB4552.unmapped-both-read-and-mate	7.0	104.0	831.0	5.0	516.0	1618.0	17111.0
MUX9208.WHB4553.unmapped-both-read-and-mate	24.0	161.0	991.0	3.0	914.0	3118.0	18408.0
MUX9209.WHB4554.unmapped-both-read-and-mate	22.0	80.0	975.0	9.0	272.0	2402.0	21356.0
MUX9209.WHB4555.unmapped-both-read-and-mate	19.0	86.0	1103.0	10.0	372.0	3086.0	22371.0
MUX9209.WHB4556.unmapped-both-read-and-mate	40.0	108.0	1256.0	17.0	542.0	4184.0	26617.0
MUX9209.WHB4557.unmapped-both-read-and-mate	33.0	88.0	1128.0	16.0	549.0	3238.0	22869.0
MUX9209.WHB4558.unmapped-both-read-and-mate	24.0	75.0	992.0	8.0	410.0	2828.0	20840.0
MUX9210.WHB4559.unmapped-both-read-and-mate	15.0	26.0	893.0	3.0	132.0	1734.0	17683.0
MUX9210.WHB4560.unmapped-both-read-and-mate	27.0	130.0	954.0	5.0	683.0	3208.0	21299.0
MUX9210.WHB4561.unmapped-both-read-and-mate	16.0	104.0	996.0	4.0	484.0	1647.0	20130.0
MUX9210.WHB4562.unmapped-both-read-and-mate	35.0	37.0	891.0	9.0	289.0	3298.0	18009.0
MUX9210.WHB4563.unmapped-both-read-and-mate	15.0	22.0	991.0	10.0	144.0	1865.0	19498.0
MUX9212.WHB4564.unmapped-both-read-and-mate	29.0	30.0	1082.0	9.0	206.0	6298.0	38712.0
MUX9212.WHB4565.unmapped-both-read-and-mate	28.0	30.0	1147.0	4.0	137.0	2760.0	39645.0
MUX9212.WHB4566.unmapped-both-read-and-mate	23.0	24.0	1078.0	4.0	109.0	2387.0	32813.0
MUX9212.WHB4567.unmapped-both-read-and-mate	13.0	17.0	890.0	2.0	96.0	1396.0	33547.0
MUX9212.WHB4568.unmapped-both-read-and-mate	16.0	20.0	863.0	6.0	119.0	1798.0	27044.0
MUX9213.WHB4569.unmapped-both-read-and-mate	17.0	34.0	1086.0	2.0	149.0	2327.0	31214.0
MUX9213.WHB4570.unmapped-both-read-and-mate	22.0	20.0	890.0	4.0	145.0	1819.0	30226.0
MUX9213.WHB4571.unmapped-both-read-and-mate	17.0	31.0	929.0	3.0	144.0	1550.0	30156.0
MUX9213.WHB4572.unmapped-both-read-and-mate	22.0	24.0	944.0	7.0	151.0	2181.0	26276.0
MUX9213.WHB4573.unmapped-both-read-and-mate	60.0	131.0	1359.0	13.0	1037.0	4142.0	46034.0
MUX9214.WHB4574.unmapped-both-read-and-mate	21.0	63.0	1246.0	3.0	326.0	2276.0	38089.0
MUX9214.WHB4575.unmapped-both-read-and-mate	13.0	11.0	996.0	5.0	104.0	1286.0	33584.0
MUX9214.WHB4577.unmapped-both-read-and-mate	44.0	29.0	1048.0	6.0	85.0	1507.0	32951.0
MUX9214.WHB4578.unmapped-both-read-and-mate	15.0	19.0	1020.0	9.0	133.0	1801.0	33645.0
MUX9214.WHB4580.unmapped-both-read-and-mate	18.0	41.0	796.0	8.0	153.0	1798.0	25572.0
MUX9215.WHB4576.unmapped-both-read-and-mate	20.0	27.0	878.0	9.0	153.0	2427.0	25381.0
MUX9215.WHB4579.unmapped-both-read-and-mate	18.0	30.0	991.0	2.0	184.0	2022.0	35108.0
MUX9215.WHB4581.unmapped-both-read-and-mate	27.0	48.0	1174.0	8.0	231.0	4367.0	34621.0
MUX9215.WHB4583.unmapped-both-read-and-mate	38.0	43.0	1209.0	6.0	234.0	2919.0	38625.0
MUX9215.WHB4584.unmapped-both-read-and-mate	18.0	36.0	1086.0	11.0	366.0	2322.0	36490.0
MUX9216.WHB4582.unmapped-both-read-and-mate	31.0	28.0	1225.0	1.0	126.0	1668.0	48711.0
MUX9216.WHB4585.unmapped-both-read-and-mate	14.0	30.0	1103.0	3.0	133.0	1067.0	45908.0
MUX9216.WHB4586.unmapped-both-read-and-mate	20.0	44.0	1425.0	12.0	179.0	3188.0	53756.0
MUX9216.WHB4587.unmapped-both-read-and-mate	7.0	10.0	1218.0	2.0	118.0	1186.0	49532.0
MUX9216.WHB4588.unmapped-both-read-and-mate	42.0	40.0	1516.0	15.0	227.0	2723.0	54334.0
MUX9217.WHB4589.unmapped-both-read-and-mate	12.0	21.0	1272.0	4.0	175.0	1791.0	54100.0
MUX9217.WHB4590.unmapped-both-read-and-mate	40.0	29.0	1303.0	9.0	159.0	2192.0	50216.0
MUX9217.WHB4591.unmapped-both-read-and-mate	64.0	49.0	1225.0	9.0	230.0	2836.0	44108.0
MUX9217.WHB4592.unmapped-both-read-and-mate	31.0	24.0	1214.0	12.0	106.0	3309.0	42696.0
MUX9217.WHB4597.unmapped-both-read-and-mate	20.0	39.0	1215.0	6.0	276.0	1777.0	49824.0
MUX9227.WHB4593.unmapped-both-read-and-mate	28.0	10.0	809.0	5.0	80.0	1770.0	14228.0
MUX9227.WHB4594.unmapped-both-read-and-mate	29.0	33.0	980.0	39.0	303.0	217697.0	31984.0
MUX9227.WHB4596.unmapped-both-read-and-mate	16.0	16.0	826.0	3.0	128.0	1205.0	15558.0
MUX9227.WHB4598.unmapped-both-read-and-mate	30.0	37.0	645.0	11.0	162.0	2592.0	14584.0
MUX9228.WHB4599.unmapped-both-read-and-mate	15.0	27.0	775.0	5.0	188.0	1624.0	18164.0
MUX9228.WHB4600.unmapped-both-read-and-mate	32.0	33.0	1109.0	12.0	196.0	2914.0	20383.0
MUX9228.WHB4601.unmapped-both-read-and-mate	57.0	40.0	1181.0	7.0	259.0	4566.0	25293.0
MUX9228.WHB4602.unmapped-both-read-and-mate	17.0	20.0	1071.0	1.0	144.0	1502.0	20012.0
MUX9228.WHB4604.unmapped-both-read-and-mate	18.0	18.0	961.0	2.0	140.0	1967.0	19776.0
MUX9229.WHB4603.unmapped-both-read-and-mate	42.0	29.0	810.0	13.0	146.0	2406.0	17554.0
MUX9229.WHB4605.unmapped-both-read-and-mate	36.0	32.0	862.0	9.0	222.0	3038.0	18872.0
MUX9229.WHB4606.unmapped-both-read-and-mate	185.0	34.0	902.0	11.0	194.0	3190.0	18603.0
MUX9229.WHB4607.unmapped-both-read-and-mate	22.0	24.0	779.0	6.0	160.0	1955.0	15905.0
MUX9229.WHB4612.unmapped-both-read-and-mate	51.0	50.0	893.0	9.0	269.0	3163.0	19197.0
MUX9230.WHB4608.unmapped-both-read-and-mate	21.0	20.0	986.0	5.0	126.0	2367.0	21472.0
MUX9230.WHB4609.unmapped-both-read-and-mate	25.0	22.0	808.0	1.0	101.0	1261.0	16208.0
MUX9230.WHB4610.unmapped-both-read-and-mate	47.0	67.0	926.0	10.0	511.0	2947.0	17435.0
MUX9230.WHB4611.unmapped-both-read-and-mate	58.0	36.0	884.0	6.0	177.0	2132.0	17939.0
MUX9230.WHB4613.unmapped-both-read-and-mate	20.0	24.0	914.0	2.0	229.0	2446.0	18730.0
MUX9231.WHB4614.unmapped-both-read-and-mate	22.0	24.0	859.0	4.0	169.0	1083.0	31017.0
MUX9231.WHB4615.unmapped-both-read-and-mate	11.0	9.0	813.0	2.0	85.0	406.0	30799.0
MUX9231.WHB4617.unmapped-both-read-and-mate	24.0	19.0	904.0	9.0	135.0	1651.0	31561.0
MUX9231.WHB4619.unmapped-both-read-and-mate	71.0	56.0	1301.0	9.0	347.0	3211.0	44049.0
MUX9231.WHB4620.unmapped-both-read-and-mate	32.0	25.0	1433.0	11.0	151.0	1966.0	56727.0
MUX9232.WHB4618.unmapped-both-read-and-mate	25.0	28.0	979.0	13.0	152.0	2011.0	30542.0
MUX9232.WHB4621.unmapped-both-read-and-mate	22.0	14.0	1075.0	3.0	117.0	935.0	38831.0
MUX9232.WHB4622.unmapped-both-read-and-mate	15.0	30.0	1019.0	nan	248.0	295.0	33066.0
MUX9232.WHB4624.unmapped-both-read-and-mate	40.0	18.0	1118.0	nan	229.0	141.0	41340.0
MUX9232.WHB4627.unmapped-both-read-and-mate	10.0	18.0	715.0	2.0	142.0	107.0	23786.0
MUX9233.WHB4616.unmapped-both-read-and-mate	29.0	40.0	915.0	11.0	199.0	2663.0	31713.0
MUX9233.WHB4623.unmapped-both-read-and-mate	22.0	18.0	810.0	3.0	221.0	131.0	24016.0
MUX9233.WHB4626.unmapped-both-read-and-mate	5.0	12.0	653.0	nan	165.0	106.0	19024.0
MUX9233.WHB4628.unmapped-both-read-and-mate	4.0	19.0	829.0	nan	276.0	152.0	26466.0
